station_id,is_returning,legacy_id,num_ebikes_available,eightd_has_available_keys,station_status,num_docks_disabled,num_bikes_disabled,num_docks_available,is_installed,last_reported,num_bikes_available,is_renting,valet,eightd_active_station_services
339,1,339,0,False,active,0,2,30,1,1656531669,9,1,,
340,1,340,0,False,active,0,0,15,1,1656531570,12,1,,
341,1,341,0,False,active,0,0,9,1,1656531304,10,1,,
342,1,342,0,False,active,0,1,21,1,1656532173,7,1,,
343,1,343,0,False,active,0,1,5,1,1656532205,17,1,,
344,1,344,0,False,active,0,2,18,1,1656530547,3,1,,
346,1,346,0,False,active,0,0,27,1,1656532180,0,1,,
347,1,347,0,False,active,0,3,28,1,1656532312,23,1,,
349,1,349,1,False,active,0,0,38,1,1656531797,23,1,,
350,1,350,3,False,active,0,5,31,1,1656532148,10,1,,
352,1,352,0,False,active,0,1,11,1,1656532232,24,1,,
353,1,353,0,False,active,0,2,10,1,1656532189,15,1,,
354,1,354,0,False,active,0,2,25,1,1656532159,36,1,,
355,1,355,1,False,active,0,0,3,1,1656531654,40,1,,
356,1,356,0,False,active,0,1,16,1,1656532034,5,1,,
358,1,358,3,False,active,0,2,22,1,1656532309,26,1,,
359,1,359,0,False,active,0,1,28,1,1656532314,50,1,,
360,1,360,4,False,active,0,2,2,1,1656531956,34,1,,
361,1,361,0,False,active,0,2,3,1,1656532271,74,1,,
362,1,362,3,False,active,0,0,38,1,1656531982,17,1,,
363,1,363,4,False,active,0,1,16,1,1656532068,56,1,,
364,1,364,2,False,active,0,1,4,1,1656532055,22,1,,
366,1,366,1,False,active,0,0,23,1,1656532269,10,1,,
367,1,367,0,False,active,0,1,14,1,1656531848,42,1,,
368,1,368,0,False,active,0,5,33,1,1656532295,8,1,,
369,1,369,2,False,active,0,2,48,1,1656532237,26,1,,
372,1,372,0,False,active,0,2,10,1,1656532221,15,1,,
373,1,373,0,False,active,0,0,2,1,1656531733,17,1,,
376,1,376,3,False,active,0,2,2,1,1656532223,37,1,,
377,1,377,0,False,active,0,3,15,1,1656532256,31,1,,
379,1,379,13,False,active,0,0,6,1,1656532317,49,1,,
380,1,380,3,False,active,0,4,16,1,1656532229,21,1,,
383,1,383,4,False,active,0,2,25,1,1656532180,11,1,,
385,1,385,0,False,active,0,0,15,1,1656532151,14,1,,
386,1,386,0,False,active,0,3,7,1,1656532097,69,1,,
387,1,387,0,False,active,0,3,4,1,1656532224,32,1,,
388,1,388,0,False,active,0,4,18,1,1656532304,12,1,,
389,1,389,0,False,active,0,1,14,1,1656532212,12,1,,
390,1,390,0,False,active,0,2,1,1,1656531716,45,1,,
391,1,391,2,False,active,0,2,18,1,1656531913,22,1,,
392,1,392,1,False,active,0,0,0,1,1656531933,35,1,,
393,1,393,0,False,active,0,0,33,1,1656532192,4,1,,
394,1,394,0,False,active,1,1,28,1,1656532293,4,1,,
396,1,396,0,False,active,0,1,14,1,1656531991,10,1,,
397,1,397,0,False,active,0,6,66,1,1656532116,3,1,,
398,1,398,1,False,active,0,2,6,1,1656532038,28,1,,
399,1,399,0,False,active,0,1,31,1,1656532315,6,1,,
400,1,400,0,False,active,0,0,11,1,1656530672,4,1,,
401,1,401,3,False,active,0,1,17,1,1656532228,23,1,,
403,1,403,2,False,active,0,3,12,1,1656532152,42,1,,
405,1,405,3,False,active,0,0,25,1,1656532222,26,1,,
406,1,406,4,False,active,0,1,9,1,1656532233,10,1,,
408,1,408,0,False,active,0,1,5,1,1656532193,39,1,,
410,1,410,2,False,active,0,1,57,1,1656532101,21,1,,
411,1,411,2,False,active,0,1,24,1,1656532290,5,1,,
412,1,412,0,False,active,0,2,4,1,1656532311,23,1,,
415,1,415,4,False,active,0,1,11,1,1656532060,34,1,,
416,1,416,0,False,active,0,1,16,1,1656531901,14,1,,
417,1,417,0,False,active,0,0,0,1,1656531645,25,1,,
418,0,418,3,False,active,0,0,1,1,1656528957,36,0,,
419,0,419,0,False,out_of_service,0,0,0,0,86400,0,0,,
420,1,420,0,False,active,0,1,34,1,1656531178,16,1,,
421,1,421,0,False,active,0,1,7,1,1656531571,11,1,,
422,1,422,1,False,active,0,8,103,1,1656532135,1,1,,
423,1,423,1,False,active,0,1,42,1,1656532245,1,1,,
426,1,426,4,False,active,0,4,5,1,1656532304,72,1,,
427,1,427,0,False,active,0,4,12,1,1656531956,31,1,,
428,1,428,2,False,active,0,1,28,1,1656532310,12,1,,
432,1,432,0,False,active,0,2,26,1,1656532226,3,1,,
434,1,434,2,False,active,0,7,6,1,1656532284,47,1,,
435,1,435,0,False,active,0,4,8,1,1656532265,38,1,,
436,1,436,2,False,active,0,0,6,1,1656532014,21,1,,
437,1,437,0,False,active,0,1,2,1,1656531976,20,1,,
438,1,438,0,False,active,1,2,36,1,1656532294,7,1,,
439,1,439,0,False,active,0,4,23,1,1656531964,16,1,,
440,1,440,1,False,active,2,3,3,1,1656532231,24,1,,
442,1,442,0,False,active,0,4,28,1,1656532121,19,1,,
443,1,443,1,False,active,0,4,9,1,1656532150,10,1,,
445,1,445,3,False,active,0,2,85,1,1656532140,20,1,,
446,0,446,0,False,out_of_service,0,0,0,0,86400,0,0,,
447,1,447,3,False,active,0,1,21,1,1656532195,9,1,,
448,1,448,1,False,active,0,1,25,1,1656531486,1,1,,
450,1,450,0,False,active,0,0,61,1,1656532248,6,1,,
453,1,453,5,False,active,0,0,49,1,1656532295,16,1,,
454,1,454,0,False,active,0,2,32,1,1656532168,1,1,,
455,1,455,0,False,active,0,1,8,1,1656532059,50,1,,
456,1,456,2,False,active,0,3,29,1,1656532222,19,1,,
457,1,457,0,False,active,0,4,69,1,1656532295,6,1,,
458,1,458,1,False,active,0,3,9,1,1656532236,19,1,,
460,1,460,0,False,active,0,3,2,1,1656532309,20,1,,
461,1,461,0,False,active,0,2,48,1,1656532238,6,1,,
462,1,462,6,False,active,0,5,37,1,1656532179,33,1,,
464,1,464,0,False,active,0,3,31,1,1656532138,45,1,,
465,1,465,7,False,active,0,4,12,1,1656532114,22,1,,
466,1,466,0,False,active,0,0,6,1,1656531894,28,1,,
468,1,468,0,False,active,0,4,71,1,1656532213,4,1,,
469,1,469,0,False,active,0,1,81,1,1656531729,3,1,,
470,1,470,1,False,active,0,3,72,1,1656532278,9,1,,
471,1,471,0,False,active,0,2,2,1,1656531289,27,1,,
472,1,472,3,False,active,0,2,37,1,1656532310,16,1,,
473,1,473,0,False,active,0,2,10,1,1656532259,52,1,,
474,1,474,1,False,active,0,3,2,1,1656532273,36,1,,
476,1,476,0,False,active,0,0,60,1,1656531708,4,1,,
477,0,477,39,False,active,0,1,1,1,1656532297,68,0,,
478,1,478,1,False,active,0,4,22,1,1656532316,10,1,,
479,1,479,2,False,active,0,0,22,1,1656532282,8,1,,
480,1,480,0,False,active,0,1,28,1,1656531953,0,1,,
481,1,481,1,False,active,0,3,10,1,1656531872,12,1,,
482,1,482,1,False,active,0,4,57,1,1656532285,18,1,,
483,1,483,3,False,active,0,0,27,1,1656531171,9,1,,
484,1,484,0,False,active,47,3,0,1,1656532206,1,1,"{'dock_blocked_count': 46, 'active': False, 'off_dock_count': 113, 'region': 'BKN', 'station_id': '66dc48ef-0aca-11e7-82f6-3863bb44ef7c', 'valet_revision': 42478, 'off_dock_capacity': 120}",[{'id': '66dc48ef-0aca-11e7-82f6-3863bb44ef7c'}]
485,1,485,3,False,active,0,2,28,1,1656532281,9,1,,
486,1,486,0,False,active,0,0,0,1,86400,0,1,,
488,1,488,2,False,active,0,2,34,1,1656532088,8,1,,
489,1,489,1,False,active,0,3,24,1,1656532267,21,1,,
490,1,490,2,False,active,0,0,56,1,1656532246,10,1,,
494,1,494,0,False,active,0,1,62,1,1656532191,2,1,,
495,1,495,1,False,active,0,2,33,1,1656532278,3,1,,
496,1,496,3,False,active,0,5,6,1,1656532261,54,1,,
497,0,497,0,False,out_of_service,0,0,0,0,86400,0,0,,
500,1,500,0,False,active,0,4,40,1,1656532259,33,1,,
501,1,501,2,False,active,0,2,72,1,1656532051,9,1,,
502,1,502,1,False,active,0,2,33,1,1656532216,1,1,,
503,1,503,1,False,active,0,3,4,1,1656532114,22,1,,
504,1,504,0,False,active,0,2,52,1,1656532244,0,1,,
505,1,505,1,False,active,0,2,32,1,1656532212,17,1,,
507,1,507,0,False,active,0,4,36,1,1656532292,39,1,,
508,1,508,1,False,active,0,0,21,1,1656532186,4,1,,
509,1,509,7,False,active,0,2,49,1,1656532272,10,1,,
510,1,510,1,False,active,45,2,5,1,1656532314,1,1,"{'dock_blocked_count': 45, 'active': True, 'off_dock_count': 106, 'region': 'BKN', 'station_id': '66dc7b10-0aca-11e7-82f6-3863bb44ef7c', 'valet_revision': 13437, 'off_dock_capacity': 120}",[{'id': '66dc7b10-0aca-11e7-82f6-3863bb44ef7c'}]
511,1,511,0,False,active,0,1,28,1,1656532266,2,1,,
512,1,512,2,False,active,0,1,11,1,1656532266,17,1,,
513,1,513,0,False,active,1,4,23,1,1656532262,1,1,,
514,1,514,5,False,active,0,8,22,1,1656531940,20,1,,
515,1,515,1,False,active,0,1,76,1,1656531995,2,1,,
516,1,516,0,False,active,0,2,29,1,1656532247,17,1,,
522,1,522,2,False,active,2,4,12,1,1656532151,57,1,,
525,1,525,1,False,active,0,0,19,1,1656532098,37,1,,
526,1,526,0,False,active,0,1,4,1,1656532315,35,1,,
528,1,528,1,False,active,0,4,29,1,1656532257,6,1,,
529,1,529,14,False,active,0,7,2,1,1656532223,32,1,,
530,1,530,1,False,active,0,3,19,1,1656532310,2,1,,
531,1,531,1,False,active,0,1,9,1,1656532101,56,1,,
532,1,532,1,False,active,0,4,7,1,1656532314,32,1,,
536,1,536,0,False,active,1,0,11,1,1656532302,17,1,,
537,1,537,1,False,active,0,8,39,1,1656532085,6,1,,
539,1,539,0,False,active,0,3,0,1,1656532008,28,1,,
540,1,540,0,False,active,0,4,39,1,1656532312,10,1,,
545,1,545,2,False,active,0,1,14,1,1656532288,11,1,,
546,1,546,0,False,active,0,2,13,1,1656531887,29,1,,
2000,1,2000,0,False,active,0,2,1,1,1656532054,54,1,,
2002,1,2002,0,False,active,0,5,1,1,1656532068,51,1,,
2003,1,2003,2,False,active,0,5,41,1,1656532270,8,1,,
2006,1,2006,3,False,active,0,5,61,1,1656531971,7,1,,
2008,1,2008,1,False,active,0,2,4,1,1656532058,28,1,,
2009,1,2009,0,False,active,0,2,7,1,1656531052,26,1,,
2010,1,2010,1,False,active,0,4,14,1,1656532120,25,1,,
2012,1,2012,0,False,active,0,3,34,1,1656532316,4,1,,
2021,1,2021,2,False,active,0,0,56,1,1656532276,9,1,,
2022,1,2022,0,False,active,0,0,31,1,1656528548,2,1,,
3016,1,3016,0,False,active,0,0,1,1,1656532155,53,1,,
3041,1,3041,0,False,active,0,0,4,1,1656532193,20,1,,
3042,1,3042,2,False,active,0,3,3,1,1656531807,13,1,,
3043,1,3043,0,False,active,0,4,4,1,1656530168,11,1,,
3044,1,3044,0,False,active,0,0,7,1,1656532062,20,1,,
3046,1,3046,0,False,active,0,1,6,1,1656531366,11,1,,
3047,1,3047,0,False,active,0,3,6,1,1656531776,12,1,,
3048,1,3048,1,False,active,0,0,13,1,1656531313,6,1,,
3049,1,3049,0,False,active,0,1,15,1,1656532026,2,1,,
3050,1,3050,0,False,active,0,1,19,1,1656531501,1,1,,
3052,1,3052,0,False,active,0,2,20,1,1656532093,1,1,,
3053,1,3053,0,False,active,0,2,15,1,1656531558,6,1,,
3054,1,3054,0,False,active,0,1,17,1,1656531512,1,1,,
3055,1,3055,0,False,active,0,0,8,1,1656529416,14,1,,
3056,1,3056,1,False,active,0,0,2,1,1656531431,21,1,,
3057,1,3057,0,False,active,0,1,14,1,1656532215,2,1,,
3058,1,3058,0,False,active,0,0,22,1,1656531478,2,1,,
3059,1,3059,1,False,active,0,0,8,1,1656529603,11,1,,
3060,1,3060,1,False,active,0,0,8,1,1656532320,11,1,,
3061,1,3061,0,False,active,0,0,9,1,1656528809,12,1,,
3062,1,3062,0,False,active,0,0,1,1,1656531247,22,1,,
3063,1,3063,0,False,active,0,2,1,1,1656531743,17,1,,
3064,1,3064,0,False,active,0,1,16,1,1656531710,6,1,,
3065,1,3065,0,False,active,0,0,2,1,1656531914,29,1,,
3066,1,3066,0,False,active,0,0,4,1,1656532033,15,1,,
3067,1,3067,1,False,active,0,0,2,1,1656530453,25,1,,
3068,1,3068,0,False,active,0,0,0,1,1656531008,42,1,,
3069,1,3069,0,False,active,1,1,2,1,1656532298,25,1,,
3070,1,3070,0,False,active,0,0,5,1,1656531845,18,1,,
3071,1,3071,0,False,active,0,0,3,1,1656532006,16,1,,
3072,1,3072,0,False,active,0,1,3,1,1656526611,20,1,,
3074,1,3074,0,False,active,0,2,0,1,1656532001,40,1,,
3075,1,3075,0,False,active,0,0,3,1,1656532208,30,1,,
3076,1,3076,0,False,active,0,0,15,1,1656531830,20,1,,
3077,1,3077,4,False,active,0,1,3,1,1656532245,29,1,,
3078,1,3078,1,False,active,0,3,1,1,1656532298,22,1,,
3080,1,3080,0,False,active,0,1,17,1,1656531669,3,1,,
3081,1,3081,0,False,active,0,1,2,1,1656531407,26,1,,
3082,1,3082,3,False,active,0,2,1,1,1656531961,22,1,,
3083,1,3083,1,False,active,0,2,0,1,1656531556,28,1,,
3085,1,3085,1,False,active,0,3,4,1,1656532072,18,1,,
3086,1,3086,0,False,active,0,4,4,1,1656531702,22,1,,
3087,1,3087,0,False,active,0,0,1,1,1656531508,29,1,,
3088,1,3088,0,False,active,0,2,0,1,1656531771,17,1,,
3092,1,3092,0,False,active,0,2,3,1,1656532279,22,1,,
3093,1,3093,0,False,active,0,1,5,1,1656531890,22,1,,
3094,1,3094,0,False,active,0,0,1,1,1656527517,17,1,,
3095,1,3095,0,False,active,0,1,6,1,1656531384,19,1,,
3096,1,3096,0,False,active,0,1,2,1,1656532160,36,1,,
3100,1,3100,1,False,active,0,2,9,1,1656531877,40,1,,
3101,1,3101,1,False,active,0,1,2,1,1656532043,24,1,,
3102,1,3102,2,False,active,0,2,0,1,1656531887,25,1,,
3105,0,3105,0,False,active,0,0,0,1,1656496943,54,0,,
3106,1,3106,2,False,active,0,49,1,1,1656532207,2,1,,
3107,1,3107,1,False,active,0,3,0,1,1656531867,36,1,,
3108,1,3108,2,False,active,0,2,18,1,1656531858,31,1,,
3109,0,3109,0,False,active,0,1,0,1,1656528396,30,0,,
3110,1,3110,0,False,active,0,3,1,1,1656531934,22,1,,
3112,1,3112,0,False,active,0,3,3,1,1656532090,24,1,,
3113,1,3113,1,False,active,0,1,4,1,1656532176,22,1,,
3115,1,3115,1,False,active,0,0,5,1,1656532213,44,1,,
3116,1,3116,0,False,active,0,0,19,1,1656531316,16,1,,
3117,1,3117,0,False,active,0,2,12,1,1656532196,13,1,,
3118,1,3118,0,False,active,1,0,6,1,1656532187,35,1,,
3119,1,3119,1,False,active,0,3,8,1,1656532224,34,1,,
3121,1,3121,0,False,active,1,3,10,1,1656532184,12,1,,
3122,0,3122,1,False,active,0,2,1,1,1656487605,76,0,,
3123,1,3123,1,False,active,0,2,16,1,1656531197,29,1,,
3124,1,3124,2,False,active,0,0,19,1,1656531955,24,1,,
3125,1,3125,0,False,active,0,0,2,1,1656531548,21,1,,
3126,1,3126,0,False,active,0,2,11,1,1656531307,21,1,,
3127,1,3127,1,False,active,0,1,2,1,1656530741,31,1,,
3128,1,3128,0,False,active,0,0,3,1,1656531613,24,1,,
3129,1,3129,1,False,active,0,3,25,1,1656532190,11,1,,
3130,1,3130,0,False,active,0,0,18,1,1656529652,17,1,,
3131,1,3131,1,False,active,0,2,33,1,1656532014,1,1,,
3132,1,3132,1,False,active,20,1,13,1,1656532312,1,1,"{'dock_blocked_count': 20, 'active': True, 'off_dock_count': 21, 'region': 'BKN', 'station_id': '66dd3e14-0aca-11e7-82f6-3863bb44ef7c', 'valet_revision': 2092, 'off_dock_capacity': 120}",[{'id': '66dd3e14-0aca-11e7-82f6-3863bb44ef7c'}]
3134,1,3134,0,False,active,0,4,31,1,1656532278,16,1,,
3135,1,3135,0,False,active,0,1,39,1,1656531374,0,1,,
3136,1,3136,1,False,active,0,1,47,1,1656531839,3,1,,
3137,1,3137,0,False,active,0,5,8,1,1656532316,16,1,,
3139,0,3139,0,False,out_of_service,0,0,0,0,86400,0,0,,
3140,1,3140,1,False,active,0,6,46,1,1656532214,5,1,,
3141,1,3141,0,False,active,45,5,9,1,1656532197,0,1,"{'dock_blocked_count': 45, 'active': False, 'off_dock_count': 85, 'region': 'BKN', 'station_id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c', 'valet_revision': 52360, 'off_dock_capacity': 120}",[{'id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c'}]
3142,1,3142,1,False,active,1,5,29,1,1656532029,10,1,,
3143,1,3143,3,False,active,0,0,42,1,1656532061,5,1,,
3144,1,3144,0,False,active,0,2,42,1,1656531782,2,1,,
3145,1,3145,0,False,active,0,2,41,1,1656531838,2,1,,
3146,1,3146,0,False,active,0,3,42,1,1656532265,2,1,,
3147,1,3147,0,False,active,0,2,28,1,1656532275,8,1,,
3148,1,3148,1,False,active,0,4,25,1,1656532039,1,1,,
3150,1,3150,0,False,active,0,0,47,1,1656530421,0,1,,
3151,1,3151,0,False,active,0,3,44,1,1656532268,0,1,,
3152,1,3152,5,False,active,0,1,35,1,1656532288,6,1,,
3154,1,3154,1,False,active,0,0,43,1,1656531980,3,1,,
3156,1,3156,2,False,active,0,4,18,1,1656532249,15,1,,
3157,1,3157,1,False,active,0,2,19,1,1656531724,6,1,,
3158,1,3158,4,False,active,0,2,25,1,1656532276,4,1,,
3159,1,3159,0,False,active,0,2,29,1,1656532073,0,1,,
3160,1,3160,2,False,active,0,3,32,1,1656532028,3,1,,
3161,1,3161,2,False,active,0,1,55,1,1656532183,3,1,,
3163,1,3163,4,False,active,0,6,25,1,1656532259,11,1,,
3164,1,3164,1,False,active,0,3,59,1,1656532287,4,1,,
3165,1,3165,1,False,active,0,3,36,1,1656532276,10,1,,
3166,1,3166,4,False,active,0,1,33,1,1656532084,7,1,,
3167,1,3167,4,False,active,0,4,45,1,1656532120,5,1,,
3169,1,3169,0,False,active,0,1,71,1,1656530773,2,1,,
3170,1,3170,2,False,active,0,2,29,1,1656532132,3,1,,
3171,1,3171,5,False,active,0,0,32,1,1656532305,6,1,,
3172,1,3172,2,False,active,0,2,19,1,1656532052,6,1,,
3173,1,3173,1,False,active,1,3,66,1,1656532270,8,1,,
3175,1,3175,0,False,active,1,6,31,1,1656532269,5,1,,
3177,1,3177,1,False,active,0,1,61,1,1656532088,1,1,,
3178,1,3178,0,False,active,0,3,75,1,1656531489,0,1,,
3179,1,3179,0,False,active,0,2,6,1,1656531450,15,1,,
3184,1,3184,0,False,active,0,2,3,1,1656530886,9,1,,
3185,1,3185,4,False,active,0,1,1,1,1656532107,20,1,,
3186,1,3186,6,False,active,20,1,3,1,1656532295,18,1,"{'dock_blocked_count': 20, 'active': False, 'off_dock_count': 0, 'region': 'NYC', 'station_id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c', 'valet_revision': 25386, 'off_dock_capacity': 100}",[{'id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c'}]
3187,1,3187,0,False,active,0,1,8,1,1656532244,13,1,,
3191,1,3191,0,False,active,0,0,4,1,1656528545,14,1,,
3192,1,3192,0,False,active,0,2,20,1,1656531464,0,1,,
3193,1,3193,0,False,active,0,1,7,1,1656530837,10,1,,
3194,1,3194,6,False,active,0,1,10,1,1656532308,11,1,,
3195,0,3195,0,False,active,3,9,22,1,1656531346,0,0,,
3196,1,3196,3,False,active,0,1,13,1,1656528592,4,1,,
3198,1,3198,4,False,active,0,1,11,1,1656531077,6,1,,
3199,1,3199,4,False,active,0,1,3,1,1656531704,10,1,,
3201,1,3201,6,False,active,0,0,7,1,1656524840,11,1,,
3202,1,3202,1,False,active,0,1,1,1,1656531808,16,1,,
3203,1,3203,1,False,active,0,0,4,1,1656532217,22,1,,
3205,1,3205,2,False,active,0,1,6,1,1656532218,15,1,,
3206,1,3206,10,False,active,0,1,2,1,1656531574,23,1,,
3207,1,3207,2,False,active,0,1,7,1,1656530532,18,1,,
3209,1,3209,8,False,active,1,1,4,1,1656531999,16,1,,
3210,1,3210,1,False,active,0,2,4,1,1656530272,12,1,,
3211,1,3211,2,False,active,0,0,1,1,1656531605,21,1,,
3212,1,3212,5,False,active,0,2,10,1,1656529865,10,1,,
3213,1,3213,3,False,active,0,0,7,1,1656529435,15,1,,
3214,1,3214,0,False,active,0,2,3,1,1656531994,17,1,,
3220,1,3220,13,False,active,0,1,1,1,1656526597,16,1,,
3221,1,3221,3,False,active,0,0,11,1,1656531953,16,1,,
3225,1,3225,4,False,active,0,1,9,1,1656531287,4,1,,
3226,1,3226,2,False,active,0,0,42,1,1656531862,3,1,,
3231,1,3231,3,False,active,0,1,34,1,1656531964,3,1,,
3232,1,3232,1,False,active,0,1,1,1,1656532168,45,1,,
3233,1,3233,1,False,active,0,3,16,1,1656532012,1,1,,
3235,1,3235,3,False,active,0,4,16,1,1656532087,14,1,,
3236,1,3236,3,False,active,0,2,26,1,1656532282,5,1,,
3238,1,3238,1,False,active,0,3,29,1,1656532305,2,1,,
3241,1,3241,0,False,active,0,1,17,1,1656531635,1,1,,
3242,1,3242,0,False,active,0,1,1,1,1656531870,57,1,,
