station_id,num_docks_disabled,num_docks_available,num_ebikes_available,eightd_has_available_keys,is_renting,last_reported,is_installed,num_bikes_available,num_bikes_disabled,station_status,is_returning,legacy_id,valet,eightd_active_station_services
326,0,16,0,False,1,1656545052,1,23,2,active,1,326,,
327,0,33,1,False,1,1656545404,1,3,2,active,1,327,,
328,0,16,0,False,1,1656544341,1,16,3,active,1,328,,
330,0,17,0,False,1,1656545369,1,20,5,active,1,330,,
331,0,0,1,False,1,1656545196,1,26,1,active,1,331,,
332,0,9,4,False,1,1656545400,1,23,3,active,1,332,,
334,0,20,1,False,1,1656545268,1,21,3,active,1,334,,
335,0,4,2,False,1,1656545419,1,21,1,active,1,335,,
336,0,11,0,False,1,1656545248,1,43,3,active,1,336,,
339,0,29,0,False,1,1656544844,1,10,2,active,1,339,,
340,0,2,0,False,1,1656545366,1,25,0,active,1,340,,
341,0,0,1,False,1,1656544489,1,19,0,active,1,341,,
342,0,0,3,False,1,1656545171,1,27,2,active,1,342,,
343,0,11,0,False,1,1656544610,1,10,2,active,1,343,,
344,0,14,0,False,1,1656545206,1,7,1,active,1,344,,
346,0,8,1,False,1,1656545333,1,19,0,active,1,346,,
347,0,36,0,False,1,1656545201,1,10,7,active,1,347,,
349,0,29,1,False,1,1656545254,1,30,1,active,1,349,,
350,0,12,0,False,1,1656545433,1,32,3,active,1,350,,
352,0,34,0,False,1,1656543871,1,0,2,active,1,352,,
353,0,7,1,False,1,1656544855,1,20,0,active,1,353,,
354,0,18,1,False,1,1656545361,1,42,3,active,1,354,,
355,0,4,1,False,1,1656545154,1,37,2,active,1,355,,
356,0,8,0,False,1,1656544862,1,14,1,active,1,356,,
358,0,0,0,False,1,1656545259,1,48,2,active,1,358,,
359,0,78,0,False,1,1656544888,1,0,1,active,1,359,,
360,0,30,0,False,1,1656545419,1,5,3,active,1,360,,
361,0,0,0,False,1,1656545278,1,76,3,active,1,361,,
362,0,54,0,False,1,1656544213,1,0,1,active,1,362,,
363,0,18,1,False,1,1656545430,1,53,2,active,1,363,,
364,0,13,0,False,1,1656545423,1,12,1,active,1,364,,
366,0,20,3,False,1,1656545337,1,11,2,active,1,366,,
367,0,55,0,False,1,1656545170,1,1,1,active,1,367,,
368,0,0,5,False,1,1656545351,1,42,5,active,1,368,,
369,0,36,0,False,1,1656545419,1,37,3,active,1,369,,
372,0,10,0,False,1,1656545374,1,13,4,active,1,372,,
373,0,1,0,False,1,1656544853,1,18,0,active,1,373,,
376,0,16,0,False,1,1656545364,1,20,5,active,1,376,,
377,0,26,0,False,1,1656545438,1,20,3,active,1,377,,
379,0,21,0,False,1,1656545323,1,30,2,active,1,379,,
380,0,0,0,False,1,1656545333,1,34,6,active,1,380,,
383,0,0,1,False,1,1656545407,1,35,3,active,1,383,,
385,0,27,0,False,1,1656545367,1,0,1,active,1,385,,
386,0,49,0,False,1,1656545246,1,32,1,active,1,386,,
387,0,2,0,False,1,1656544930,1,33,4,active,1,387,,
388,0,14,0,False,1,1656545358,1,15,4,active,1,388,,
389,0,1,2,False,1,1656545254,1,24,2,active,1,389,,
390,0,2,0,False,1,1656545435,1,41,4,active,1,390,,
391,0,23,0,False,1,1656545322,1,18,1,active,1,391,,
392,0,16,1,False,1,1656545396,1,17,1,active,1,392,,
393,0,25,2,False,1,1656545340,1,12,0,active,1,393,,
394,1,30,0,False,1,1656545417,1,2,1,active,1,394,,
396,0,8,0,False,1,1656545120,1,14,2,active,1,396,,
397,0,62,0,False,1,1656545383,1,7,6,active,1,397,,
398,0,0,0,False,1,1656545232,1,32,4,active,1,398,,
399,0,30,0,False,1,1656545218,1,6,3,active,1,399,,
400,0,3,0,False,1,1656544444,1,12,0,active,1,400,,
401,0,2,3,False,1,1656545223,1,35,5,active,1,401,,
403,0,0,1,False,1,1656545208,1,54,3,active,1,403,,
405,0,11,0,False,1,1656545374,1,37,3,active,1,405,,
406,0,3,0,False,1,1656545353,1,17,0,active,1,406,,
408,0,1,0,False,1,1656544978,1,42,2,active,1,408,,
410,0,40,1,False,1,1656545243,1,34,5,active,1,410,,
411,0,0,2,False,1,1656545203,1,29,1,active,1,411,,
412,0,7,0,False,1,1656545430,1,19,2,active,1,412,,
415,0,44,0,False,1,1656545327,1,1,1,active,1,415,,
416,0,14,0,False,1,1656545398,1,14,3,active,1,416,,
417,0,0,0,False,1,1656544717,1,24,1,active,1,417,,
418,0,1,3,False,0,1656528957,1,36,0,active,0,418,,
419,0,0,0,False,0,86400,0,0,0,out_of_service,0,419,,
420,0,38,0,False,1,1656545191,1,12,1,active,1,420,,
421,0,1,1,False,1,1656544787,1,18,0,active,1,421,,
422,0,105,1,False,1,1656545410,1,5,3,active,1,422,,
423,0,42,1,False,1,1656545438,1,1,0,active,1,423,,
426,0,2,1,False,1,1656545436,1,70,9,active,1,426,,
427,0,21,0,False,1,1656544933,1,21,5,active,1,427,,
428,0,28,0,False,1,1656545310,1,10,3,active,1,428,,
432,0,3,0,False,1,1656545427,1,26,2,active,1,432,,
434,0,12,0,False,1,1656545435,1,41,7,active,1,434,,
435,0,35,0,False,1,1656545415,1,9,5,active,1,435,,
436,0,6,1,False,1,1656545216,1,20,1,active,1,436,,
437,0,8,0,False,1,1656545058,1,15,1,active,1,437,,
438,1,15,1,False,1,1656545359,1,28,2,active,1,438,,
439,0,4,0,False,1,1656545304,1,35,4,active,1,439,,
440,0,30,0,False,1,1656544927,1,0,2,active,1,440,,
442,0,43,0,False,1,1656545349,1,6,2,active,1,442,,
443,0,5,3,False,1,1656545423,1,15,3,active,1,443,,
445,0,75,0,False,1,1656545392,1,30,2,active,1,445,,
446,0,0,0,False,0,86400,0,0,0,out_of_service,0,446,,
447,0,21,3,False,1,1656545409,1,7,2,active,1,447,,
448,0,21,2,False,1,1656545433,1,4,2,active,1,448,,
450,0,65,0,False,1,1656545351,1,0,1,active,1,450,,
453,0,43,0,False,1,1656545055,1,18,5,active,1,453,,
454,0,28,0,False,1,1656545225,1,0,6,active,1,454,,
455,0,56,0,False,1,1656545075,1,0,3,active,1,455,,
456,0,48,0,False,1,1656544982,1,0,3,active,1,456,,
457,0,67,2,False,1,1656545414,1,4,6,active,1,457,,
458,0,11,0,False,1,1656545383,1,15,4,active,1,458,,
460,0,0,0,False,1,1656545240,1,19,5,active,1,460,,
461,0,32,0,False,1,1656545351,1,22,2,active,1,461,,
462,0,0,1,False,1,1656545402,1,65,8,active,1,462,,
464,0,75,0,False,1,1656545436,1,1,3,active,1,464,,
465,0,32,1,False,1,1656545401,1,3,4,active,1,465,,
466,0,29,0,False,1,1656545393,1,3,2,active,1,466,,
468,0,71,0,False,1,1656545436,1,2,6,active,1,468,,
469,0,83,0,False,1,1656545263,1,0,2,active,1,469,,
470,0,69,0,False,1,1656545173,1,15,0,active,1,470,,
471,0,0,0,False,1,1656543741,1,27,3,active,1,471,,
472,0,52,0,False,1,1656545155,1,0,3,active,1,472,,
473,0,0,0,False,1,1656545114,1,58,5,active,1,473,,
474,0,33,0,False,1,1656545368,1,1,7,active,1,474,,
476,0,61,0,False,1,1656545219,1,0,1,active,1,476,,
477,0,1,37,False,0,1656545301,1,67,3,active,0,477,,
478,0,16,0,False,1,1656545387,1,15,5,active,1,478,,
479,0,11,1,False,1,1656545250,1,17,3,active,1,479,,
480,0,12,0,False,1,1656545395,1,13,4,active,1,480,,
481,0,1,2,False,1,1656545284,1,20,4,active,1,481,,
482,0,52,1,False,1,1656545370,1,24,2,active,1,482,,
483,0,24,0,False,1,1656545168,1,12,0,active,1,483,,
484,1,40,0,False,1,1656544737,1,0,5,active,1,484,,
485,0,38,0,False,1,1656545293,1,0,2,active,1,485,,
486,0,0,0,False,1,86400,1,0,0,active,1,486,,
488,0,11,2,False,1,1656545275,1,32,1,active,1,488,,
489,0,25,0,False,1,1656545400,1,20,3,active,1,489,,
490,0,59,0,False,1,1656545436,1,4,3,active,1,490,"{'off_dock_capacity': 120, 'station_id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_count': 42, 'valet_revision': 12161, 'dock_blocked_count': 0, 'region': 'BKN', 'active': True}",[{'id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c'}]
494,0,47,0,False,1,1656545301,1,15,2,active,1,494,,
495,0,28,0,False,1,1656545377,1,8,3,active,1,495,,
496,0,40,0,False,1,1656545409,1,22,3,active,1,496,,
497,0,0,0,False,0,86400,0,0,0,out_of_service,0,497,,
500,0,71,0,False,1,1656545243,1,1,5,active,1,500,,
501,0,44,1,False,1,1656545435,1,32,7,active,1,501,,
502,0,1,3,False,1,1656545400,1,31,3,active,1,502,,
503,0,23,0,False,1,1656545435,1,1,5,active,1,503,,
504,0,35,0,False,1,1656545322,1,18,1,active,1,504,,
505,0,12,0,False,1,1656545435,1,36,3,active,1,505,,
507,0,72,0,False,1,1656545418,1,2,5,active,1,507,,
508,0,18,0,False,1,1656545416,1,7,0,active,1,508,,
509,0,1,0,False,1,1656545314,1,53,7,active,1,509,,
510,0,51,0,False,1,1656545367,1,1,2,active,1,510,,
511,0,15,1,False,1,1656545411,1,15,1,active,1,511,,
512,0,28,0,False,1,1656545195,1,1,0,active,1,512,,
513,1,14,0,False,1,1656545377,1,10,3,active,1,513,,
514,0,0,2,False,1,1656545322,1,41,8,active,1,514,,
515,0,58,0,False,1,1656545414,1,16,4,active,1,515,,
516,0,45,1,False,1,1656545347,1,1,2,active,1,516,,
522,6,68,0,False,1,1656545061,1,0,1,active,1,522,,
525,0,51,0,False,1,1656545388,1,3,1,active,1,525,,
526,0,39,0,False,1,1656545347,1,0,1,active,1,526,,
528,0,26,0,False,1,1656545437,1,2,10,active,1,528,,
529,0,7,0,False,1,1656545404,1,30,4,active,1,529,,
530,0,9,1,False,1,1656545301,1,12,3,active,1,530,,
531,0,1,1,False,1,1656545203,1,64,1,active,1,531,,
532,0,0,5,False,1,1656545268,1,38,5,active,1,532,,
536,1,22,1,False,1,1656545355,1,4,1,active,1,536,,
537,0,45,0,False,1,1656545337,1,0,8,active,1,537,,
539,0,2,1,False,1,1656545334,1,24,5,active,1,539,,
540,0,39,0,False,1,1656545345,1,9,5,active,1,540,,
545,0,14,0,False,1,1656545143,1,10,1,active,1,545,,
546,0,42,0,False,1,1656545388,1,0,2,active,1,546,,
2000,0,2,0,False,1,1656545329,1,54,1,active,1,2000,,
2002,0,0,0,False,1,1656545158,1,49,7,active,1,2002,,
2003,0,19,0,False,1,1656545248,1,33,2,active,1,2003,,
2006,0,63,0,False,1,1656545363,1,4,6,active,1,2006,,
2008,0,1,0,False,1,1656545359,1,31,2,active,1,2008,,
2009,0,1,0,False,1,1656545433,1,32,2,active,1,2009,,
2010,0,36,0,False,1,1656544771,1,1,5,active,1,2010,,
2012,0,38,0,False,1,1656545021,1,0,3,active,1,2012,,
2021,0,31,0,False,1,1656545393,1,32,2,active,1,2021,,
2022,0,30,0,False,1,1656545169,1,3,0,active,1,2022,,
3016,0,1,1,False,1,1656545393,1,50,3,active,1,3016,,
3041,0,7,1,False,1,1656545412,1,15,2,active,1,3041,,
3042,0,0,2,False,1,1656545311,1,17,2,active,1,3042,,
3043,0,6,1,False,1,1656545369,1,12,1,active,1,3043,,
3044,0,6,0,False,1,1656544899,1,21,0,active,1,3044,,
3046,0,6,3,False,1,1656545091,1,11,1,active,1,3046,,
3047,0,10,0,False,1,1656543537,1,4,7,active,1,3047,,
3048,0,15,0,False,1,1656545365,1,2,2,active,1,3048,,
3049,0,16,0,False,1,1656545141,1,1,1,active,1,3049,,
3050,0,17,0,False,1,1656545285,1,2,2,active,1,3050,,
3052,0,15,0,False,1,1656545305,1,6,2,active,1,3052,,
3053,0,4,0,False,1,1656545314,1,17,2,active,1,3053,,
3054,0,11,1,False,1,1656545264,1,6,2,active,1,3054,,
3055,0,2,1,False,1,1656544646,1,20,0,active,1,3055,,
3056,0,6,0,False,1,1656545371,1,17,0,active,1,3056,,
3057,0,13,0,False,1,1656545425,1,5,0,active,1,3057,,
3058,0,23,0,False,1,1656545422,1,1,0,active,1,3058,,
3059,0,15,0,False,1,1656544948,1,4,0,active,1,3059,,
3060,0,7,0,False,1,1656545331,1,11,0,active,1,3060,,
3061,0,12,0,False,1,1656545065,1,9,0,active,1,3061,,
3062,0,1,0,False,1,1656545218,1,21,1,active,1,3062,,
3063,0,4,0,False,1,1656544782,1,14,2,active,1,3063,,
3064,0,10,0,False,1,1656544280,1,10,3,active,1,3064,,
3065,0,1,0,False,1,1656544296,1,30,0,active,1,3065,,
3066,0,2,0,False,1,1656545422,1,16,1,active,1,3066,,
3067,0,4,0,False,1,1656544921,1,22,1,active,1,3067,,
3068,0,0,0,False,1,1656544133,1,42,0,active,1,3068,,
3069,1,3,1,False,1,1656545173,1,23,2,active,1,3069,,
3070,0,11,0,False,1,1656545398,1,12,0,active,1,3070,,
3071,0,2,0,False,1,1656545105,1,16,1,active,1,3071,,
3072,0,3,0,False,1,1656544812,1,20,1,active,1,3072,,
3074,0,2,1,False,1,1656545436,1,39,1,active,1,3074,,
3075,0,3,0,False,1,1656543064,1,30,0,active,1,3075,,
3076,0,24,0,False,1,1656545295,1,11,0,active,1,3076,,
3077,0,2,2,False,1,1656545431,1,30,1,active,1,3077,,
3078,0,9,3,False,1,1656545418,1,14,4,active,1,3078,,
3080,0,1,2,False,1,1656545407,1,19,1,active,1,3080,,
3081,0,0,2,False,1,1656545434,1,26,2,active,1,3081,,
3082,0,1,0,False,1,1656545270,1,22,1,active,1,3082,,
3083,0,3,0,False,1,1656545082,1,26,2,active,1,3083,,
3085,0,0,1,False,1,1656545328,1,20,4,active,1,3085,,
3086,0,0,3,False,1,1656545399,1,24,6,active,1,3086,,
3087,0,0,1,False,1,1656544150,1,29,1,active,1,3087,,
3088,0,0,0,False,1,1656543326,1,18,1,active,1,3088,,
3092,0,1,0,False,1,1656545202,1,25,1,active,1,3092,,
3093,0,3,1,False,1,1656545419,1,25,0,active,1,3093,,
3094,0,0,1,False,1,1656544759,1,17,1,active,1,3094,,
3095,0,0,0,False,1,1656543930,1,25,1,active,1,3095,,
3096,0,0,0,False,1,1656544757,1,36,3,active,1,3096,,
3100,0,2,1,False,1,1656545342,1,46,3,active,1,3100,,
3101,0,0,2,False,1,1656545400,1,26,1,active,1,3101,,
3102,0,1,1,False,1,1656545434,1,24,2,active,1,3102,,
3105,0,0,3,False,1,1656544470,1,53,0,active,1,3105,,
3106,0,0,3,False,1,1656545356,1,4,48,active,1,3106,,
3107,0,0,0,False,1,1656545328,1,37,2,active,1,3107,,
3108,0,0,1,False,1,1656544628,1,47,4,active,1,3108,,
3109,0,0,0,False,1,1656542869,1,30,1,active,1,3109,,
3110,0,0,1,False,1,1656544849,1,28,0,active,1,3110,,
3112,0,0,1,False,1,1656545391,1,28,3,active,1,3112,,
3113,0,0,2,False,1,1656544652,1,25,2,active,1,3113,,
3115,0,1,2,False,1,1656545171,1,47,1,active,1,3115,,
3116,0,2,3,False,1,1656545279,1,33,0,active,1,3116,,
3117,0,2,1,False,1,1656545423,1,21,3,active,1,3117,,
3118,1,6,1,False,1,1656545401,1,35,0,active,1,3118,,
3119,0,25,2,False,1,1656545422,1,13,7,active,1,3119,,
3121,1,12,0,False,1,1656545371,1,11,2,active,1,3121,,
3122,0,1,1,False,0,1656487605,1,76,2,active,0,3122,,
3123,0,33,1,False,1,1656544957,1,14,0,active,1,3123,,
3124,0,1,0,False,1,1656545189,1,41,1,active,1,3124,,
3125,0,1,0,False,1,1656545283,1,22,0,active,1,3125,,
3126,0,19,0,False,1,1656545419,1,10,5,active,1,3126,,
3127,0,5,0,False,1,1656545254,1,26,3,active,1,3127,,
3128,0,7,0,False,1,1656544896,1,20,0,active,1,3128,,
3129,0,28,1,False,1,1656545434,1,7,4,active,1,3129,,
3130,0,29,0,False,1,1656545336,1,6,0,active,1,3130,,
3131,0,30,1,False,1,1656545423,1,4,2,active,1,3131,,
3132,0,32,1,False,1,1656544992,1,1,2,active,1,3132,,
3134,0,46,1,False,1,1656545437,1,2,3,active,1,3134,,
3135,0,37,1,False,1,1656545076,1,3,0,active,1,3135,,
3136,0,47,0,False,1,1656545128,1,1,2,active,1,3136,,
3137,0,13,0,False,1,1656545288,1,6,9,active,1,3137,,
3139,0,0,0,False,0,86400,0,0,0,out_of_service,0,3139,,
3140,0,13,1,False,1,1656545381,1,36,8,active,1,3140,,
3141,0,47,0,False,1,1656545309,1,6,7,active,1,3141,,
3142,1,23,1,False,1,1656545372,1,14,7,active,1,3142,,
3143,0,38,0,False,1,1656545230,1,7,2,active,1,3143,,
3144,0,31,1,False,1,1656545299,1,11,4,active,1,3144,,
3145,0,39,2,False,1,1656545272,1,3,2,active,1,3145,,
3146,0,23,4,False,1,1656545076,1,20,3,active,1,3146,,
3147,0,1,7,False,1,1656545386,1,34,4,active,1,3147,,
3148,0,7,3,False,1,1656545309,1,20,4,active,1,3148,,
3150,0,37,0,False,1,1656545346,1,10,0,active,1,3150,,
3151,0,36,1,False,1,1656545174,1,8,3,active,1,3151,,
3152,0,36,0,False,1,1656545355,1,5,1,active,1,3152,,
3154,0,40,0,False,1,1656545391,1,6,0,active,1,3154,,
3156,0,30,1,False,1,1656545423,1,3,4,active,1,3156,,
3157,0,6,0,False,1,1656545391,1,19,2,active,1,3157,,
3158,0,25,0,False,1,1656545181,1,2,3,active,1,3158,,
3159,0,12,0,False,1,1656545235,1,13,4,active,1,3159,,
3160,0,18,0,False,1,1656545415,1,16,4,active,1,3160,,
3161,0,49,0,False,1,1656545439,1,9,1,active,1,3161,,
3163,0,32,0,False,1,1656545435,1,5,4,active,1,3163,,
3164,0,46,1,False,1,1656545188,1,14,4,active,1,3164,,
3165,0,33,0,False,1,1656545434,1,13,5,active,1,3165,,
3166,0,28,0,False,1,1656545222,1,13,0,active,1,3166,,
3167,0,42,1,False,1,1656545305,1,11,2,active,1,3167,,
3169,0,63,1,False,1,1656544978,1,8,3,active,1,3169,,
3170,0,18,2,False,1,1656545396,1,14,3,active,1,3170,,
3171,0,30,3,False,1,1656545403,1,7,2,active,1,3171,,
3172,0,19,0,False,1,1656545259,1,8,0,active,1,3172,,
3173,0,45,0,False,1,1656545437,1,25,8,active,1,3173,,
3175,0,33,0,False,1,1656545436,1,3,7,active,1,3175,,
3177,0,46,3,False,1,1656545410,1,17,0,active,1,3177,,
3178,0,66,0,False,1,1656545053,1,11,2,active,1,3178,,
3179,0,3,3,False,1,1656545420,1,17,3,active,1,3179,,
3184,0,12,0,False,1,1656544639,1,0,2,active,1,3184,,
3185,0,6,1,False,1,1656544637,1,15,1,active,1,3185,,
3186,20,0,0,False,1,1656545415,1,37,1,active,1,3186,"{'off_dock_capacity': 100, 'station_id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_count': 0, 'valet_revision': 25494, 'dock_blocked_count': 20, 'region': 'NYC', 'active': True}",[{'id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c'}]
3187,0,10,0,False,1,1656545170,1,11,1,active,1,3187,,
3191,0,1,3,False,1,1656545061,1,17,0,active,1,3191,,
3192,0,11,1,False,1,1656545436,1,8,3,active,1,3192,,
3193,0,0,4,False,1,1656544750,1,17,1,active,1,3193,,
3194,0,4,10,False,1,1656542812,1,16,2,active,1,3194,,
3195,3,31,0,False,0,1656533043,1,0,0,active,0,3195,,
3196,0,10,6,False,1,1656544619,1,7,1,active,1,3196,,
3198,0,12,3,False,1,1656544596,1,4,2,active,1,3198,,
3199,0,7,1,False,1,1656545218,1,6,1,active,1,3199,,
3201,0,9,4,False,1,1656543440,1,9,0,active,1,3201,,
3202,0,9,3,False,1,1656545418,1,7,2,active,1,3202,,
3203,0,0,1,False,1,1656545366,1,24,2,active,1,3203,,
3205,0,4,5,False,1,1656545312,1,17,1,active,1,3205,,
3206,0,8,6,False,1,1656543828,1,17,1,active,1,3206,,
3207,0,11,3,False,1,1656543781,1,14,1,active,1,3207,,
3209,1,2,0,False,1,1656545198,1,16,3,active,1,3209,,
3210,0,4,2,False,1,1656545363,1,12,2,active,1,3210,,
3211,0,3,0,False,1,1656545068,1,19,0,active,1,3211,,
3212,0,12,3,False,1,1656545122,1,9,1,active,1,3212,,
3213,0,9,1,False,1,1656545059,1,13,0,active,1,3213,,
3214,0,9,2,False,1,1656545346,1,11,2,active,1,3214,,
3220,0,0,13,False,1,1656539766,1,17,1,active,1,3220,,
3221,0,22,0,False,1,1656544468,1,5,0,active,1,3221,,
3225,0,8,3,False,1,1656545370,1,5,1,active,1,3225,,
3226,0,38,0,False,1,1656545269,1,7,0,active,1,3226,,
3231,0,31,0,False,1,1656545288,1,5,2,active,1,3231,,
3232,0,0,1,False,1,1656544716,1,46,0,active,1,3232,,
3233,0,20,0,False,1,1656542115,1,0,1,active,1,3233,,
3235,0,30,0,False,1,1656545075,1,0,4,active,1,3235,,
3236,0,8,1,False,1,1656545331,1,22,3,active,1,3236,,
3238,0,28,0,False,1,1656545289,1,2,5,active,1,3238,,
3241,0,14,0,False,1,1656545297,1,4,1,active,1,3241,,
3242,0,3,0,False,1,1656545324,1,54,2,active,1,3242,,
3243,0,28,1,False,1,1656544389,1,1,0,active,1,3243,,
3244,0,42,0,False,1,1656544812,1,35,1,active,1,3244,,
3246,0,17,1,False,1,1656545125,1,31,0,active,1,3246,,
3249,0,5,0,False,1,1656544906,1,14,0,active,1,3249,,
3254,0,1,0,False,1,1656539486,1,25,3,active,1,3254,,
3255,0,12,1,False,1,1656545341,1,4,1,active,1,3255,,
3256,0,6,1,False,1,1656545421,1,13,4,active,1,3256,,
3260,0,2,0,False,1,1656545374,1,38,5,active,1,3260,,
3263,0,18,0,False,1,1656545358,1,38,3,active,1,3263,,
3267,11,0,0,False,1,1656545335,1,0,3,active,1,3267,,
3268,0,3,6,False,1,1656545012,1,9,2,active,1,3268,,
3269,0,1,1,False,1,1656544026,1,12,1,active,1,3269,,
3270,0,0,3,False,0,1656538943,1,14,0,active,0,3270,,
3272,0,2,0,False,1,1656545309,1,11,1,active,1,3272,,
3273,0,2,0,False,1,1656542591,1,14,2,active,1,3273,,
3275,0,5,1,False,1,1656544320,1,9,0,active,1,3275,,
3276,0,7,2,False,1,1656545149,1,19,0,active,1,3276,,
