station_id,last_reported,is_renting,num_docks_disabled,is_installed,num_ebikes_available,station_status,is_returning,num_bikes_disabled,eightd_has_available_keys,num_bikes_available,legacy_id,num_docks_available,eightd_active_station_services,valet
326,1656544259,1,0,1,1,active,1,2,False,24,326,15,,
327,1656544264,1,0,1,0,active,1,2,False,9,327,27,,
328,1656544202,1,0,1,0,active,1,3,False,17,328,15,,
330,1656544256,1,0,1,0,active,1,5,False,19,330,18,,
331,1656543754,1,0,1,0,active,1,1,False,26,331,0,,
332,1656544138,1,0,1,4,active,1,2,False,21,332,12,,
334,1656544288,1,0,1,2,active,1,3,False,20,334,21,,
335,1656544279,1,0,1,1,active,1,2,False,19,335,5,,
336,1656544270,1,0,1,2,active,1,3,False,43,336,11,,
339,1656543477,1,0,1,0,active,1,2,False,10,339,29,,
340,1656544302,1,0,1,0,active,1,0,False,21,340,6,,
341,1656544316,1,0,1,0,active,1,0,False,16,341,3,,
342,1656544217,1,0,1,1,active,1,3,False,21,342,5,,
343,1656544254,1,0,1,0,active,1,2,False,11,343,10,,
344,1656544317,1,0,1,1,active,1,1,False,9,344,13,,
346,1656544208,1,0,1,0,active,1,0,False,13,346,14,,
347,1656544193,1,0,1,0,active,1,7,False,10,347,36,,
349,1656544092,1,0,1,1,active,1,1,False,32,349,27,,
350,1656544319,1,0,1,3,active,1,4,False,21,350,22,,
352,1656543871,1,0,1,0,active,1,2,False,0,352,34,,
353,1656544212,1,0,1,0,active,1,0,False,19,353,8,,
354,1656543930,1,0,1,0,active,1,3,False,43,354,17,,
355,1656544218,1,0,1,1,active,1,2,False,35,355,6,,
356,1656543885,1,0,1,0,active,1,1,False,17,356,5,,
358,1656543888,1,0,1,1,active,1,2,False,48,358,0,,
359,1656544078,1,0,1,0,active,1,1,False,0,359,78,,
360,1656544258,1,0,1,0,active,1,3,False,4,360,31,,
361,1656544224,1,0,1,0,active,1,3,False,76,361,0,,
362,1656544213,1,0,1,0,active,1,1,False,0,362,54,,
363,1656544312,1,0,1,2,active,1,2,False,53,363,18,,
364,1656543616,1,0,1,0,active,1,1,False,10,364,15,,
366,1656544160,1,0,1,1,active,1,2,False,9,366,22,,
367,1656543889,1,0,1,0,active,1,1,False,1,367,55,,
368,1656544195,1,0,1,2,active,1,5,False,31,368,11,,
369,1656544257,1,0,1,0,active,1,2,False,32,369,42,,
372,1656544054,1,0,1,0,active,1,3,False,13,372,11,,
373,1656544085,1,0,1,0,active,1,0,False,17,373,2,,
376,1656544318,1,0,1,1,active,1,5,False,24,376,12,,
377,1656544102,1,0,1,0,active,1,3,False,21,377,25,,
379,1656544234,1,0,1,0,active,1,2,False,34,379,17,,
380,1656544320,1,0,1,0,active,1,6,False,34,380,0,,
383,1656544278,1,0,1,1,active,1,3,False,31,383,4,,
385,1656544052,1,0,1,0,active,1,1,False,0,385,28,,
386,1656544207,1,0,1,1,active,1,1,False,31,386,48,,
387,1656544058,1,0,1,0,active,1,4,False,33,387,2,,
388,1656544309,1,0,1,0,active,1,5,False,17,388,12,,
389,1656544257,1,0,1,5,active,1,1,False,25,389,1,,
390,1656543855,1,0,1,1,active,1,3,False,43,390,2,,
391,1656544267,1,0,1,2,active,1,2,False,21,391,19,,
392,1656544288,1,0,1,0,active,1,1,False,18,392,15,,
393,1656544312,1,0,1,2,active,1,0,False,10,393,27,,
394,1656544314,1,1,1,0,active,1,1,False,6,394,26,,
396,1656544186,1,0,1,0,active,1,2,False,14,396,8,,
397,1656544231,1,0,1,1,active,1,6,False,8,397,61,,
398,1656543249,1,0,1,1,active,1,3,False,33,398,0,,
399,1656543355,1,0,1,0,active,1,3,False,4,399,32,,
400,1656544045,1,0,1,0,active,1,0,False,11,400,4,,
401,1656544318,1,0,1,1,active,1,5,False,31,401,6,,
403,1656543710,1,0,1,1,active,1,2,False,55,403,0,,
405,1656544319,1,0,1,3,active,1,3,False,36,405,12,,
406,1656544248,1,0,1,0,active,1,0,False,15,406,5,,
408,1656544235,1,0,1,0,active,1,2,False,43,408,0,,
410,1656544308,1,0,1,2,active,1,4,False,42,410,33,,
411,1656544276,1,0,1,3,active,1,1,False,27,411,2,,
412,1656544277,1,0,1,1,active,1,2,False,15,412,11,,
415,1656544006,1,0,1,0,active,1,1,False,7,415,38,,
416,1656544074,1,0,1,0,active,1,3,False,12,416,16,,
417,1656544106,1,0,1,0,active,1,1,False,23,417,1,,
418,1656528957,0,0,1,3,active,0,0,False,36,418,1,,
419,86400,0,0,0,0,out_of_service,0,0,False,0,419,0,,
420,1656544080,1,0,1,1,active,1,1,False,13,420,37,,
421,1656543352,1,0,1,1,active,1,0,False,19,421,0,,
422,1656544278,1,0,1,0,active,1,2,False,5,422,106,,
423,1656544267,1,0,1,1,active,1,0,False,8,423,35,,
426,1656544309,1,0,1,1,active,1,7,False,72,426,2,,
427,1656544252,1,0,1,0,active,1,5,False,20,427,22,,
428,1656544172,1,0,1,1,active,1,3,False,11,428,27,,
432,1656544320,1,0,1,1,active,1,2,False,28,432,1,,
434,1656544284,1,0,1,0,active,1,6,False,41,434,13,,
435,1656544319,1,0,1,0,active,1,4,False,18,435,27,,
436,1656544311,1,0,1,0,active,1,1,False,18,436,8,,
437,1656543860,1,0,1,0,active,1,1,False,16,437,7,,
438,1656544211,1,1,1,1,active,1,2,False,24,438,19,,
439,1656544200,1,0,1,0,active,1,5,False,37,439,1,,
440,1656542776,1,0,1,0,active,1,2,False,0,440,30,,
442,1656544318,1,0,1,0,active,1,1,False,5,442,45,,
443,1656543542,1,0,1,4,active,1,3,False,14,443,6,,
445,1656544267,1,0,1,1,active,1,2,False,23,445,82,,
446,86400,0,0,0,0,out_of_service,0,0,False,0,446,0,,
447,1656543623,1,0,1,0,active,1,2,False,0,447,28,,
448,1656544192,1,0,1,1,active,1,2,False,3,448,22,,
450,1656544051,1,0,1,0,active,1,1,False,2,450,63,,
453,1656544275,1,0,1,0,active,1,4,False,22,453,40,,
454,1656544117,1,0,1,0,active,1,5,False,1,454,28,,
455,1656544316,1,0,1,0,active,1,4,False,1,455,54,,
456,1656544250,1,0,1,0,active,1,3,False,0,456,48,,
457,1656544101,1,0,1,0,active,1,5,False,0,457,73,,
458,1656544244,1,0,1,2,active,1,4,False,12,458,14,,
460,1656544318,1,0,1,3,active,1,5,False,19,460,0,,
461,1656544203,1,0,1,0,active,1,2,False,21,461,33,,
462,1656544310,1,0,1,0,active,1,8,False,63,462,2,,
464,1656544243,1,0,1,0,active,1,3,False,1,464,75,,
465,1656544098,1,0,1,0,active,1,4,False,0,465,35,,
466,1656544252,1,0,1,0,active,1,2,False,1,466,31,,
468,1656543907,1,0,1,0,active,1,4,False,0,468,75,,
469,1656544206,1,0,1,0,active,1,2,False,0,469,83,,
470,1656544235,1,0,1,0,active,1,0,False,13,470,71,,
471,1656543741,1,0,1,0,active,1,3,False,27,471,0,,
472,1656544007,1,0,1,0,active,1,3,False,2,472,50,,
473,1656544208,1,0,1,0,active,1,6,False,57,473,0,,
474,1656544312,1,0,1,1,active,1,7,False,12,474,22,,
476,1656544278,1,0,1,0,active,1,1,False,1,476,60,,
477,1656544054,0,0,1,37,active,0,3,False,67,477,1,,
478,1656544316,1,0,1,0,active,1,4,False,15,478,17,,
479,1656544242,1,0,1,1,active,1,3,False,18,479,10,,
480,1656544268,1,0,1,1,active,1,3,False,15,480,11,,
481,1656544124,1,0,1,3,active,1,4,False,19,481,1,,
482,1656544318,1,0,1,0,active,1,2,False,24,482,52,,
483,1656543789,1,0,1,0,active,1,0,False,8,483,28,,
484,1656543544,1,1,1,0,active,1,5,False,0,484,40,,
485,1656543014,1,0,1,0,active,1,2,False,0,485,38,,
486,86400,1,0,1,0,active,1,0,False,0,486,0,,
488,1656544310,1,0,1,1,active,1,1,False,30,488,13,,
489,1656543792,1,0,1,0,active,1,3,False,18,489,27,,
490,1656544251,1,0,1,0,active,1,3,False,0,490,63,[{'id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c'}],"{'region': 'BKN', 'off_dock_count': 42, 'valet_revision': 12161, 'station_id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c', 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 120}"
494,1656544154,1,0,1,0,active,1,2,False,16,494,46,,
495,1656544273,1,0,1,0,active,1,3,False,8,495,28,,
496,1656544311,1,0,1,0,active,1,4,False,25,496,36,,
497,86400,0,0,0,0,out_of_service,0,0,False,0,497,0,,
500,1656544312,1,0,1,0,active,1,5,False,1,500,71,,
501,1656544295,1,0,1,1,active,1,7,False,35,501,41,,
502,1656544304,1,0,1,1,active,1,3,False,28,502,4,,
503,1656544315,1,0,1,0,active,1,5,False,9,503,15,,
504,1656544301,1,0,1,0,active,1,1,False,14,504,39,,
505,1656544304,1,0,1,1,active,1,4,False,36,505,11,,
507,1656544209,1,0,1,0,active,1,5,False,0,507,74,,
508,1656544319,1,0,1,0,active,1,0,False,4,508,21,,
509,1656544262,1,0,1,0,active,1,7,False,50,509,4,,
510,1656543986,1,0,1,0,active,1,2,False,0,510,52,,
511,1656544195,1,0,1,0,active,1,1,False,8,511,22,,
512,1656544177,1,0,1,0,active,1,0,False,7,512,22,,
513,1656544297,1,1,1,1,active,1,3,False,13,513,11,,
514,1656544123,1,0,1,0,active,1,6,False,39,514,4,,
515,1656544316,1,0,1,0,active,1,4,False,13,515,61,,
516,1656544091,1,0,1,1,active,1,3,False,1,516,44,,
522,1656543531,1,6,1,0,active,1,1,False,0,522,68,,
525,1656544234,1,0,1,0,active,1,0,False,10,525,45,,
526,1656544298,1,0,1,0,active,1,1,False,2,526,37,,
528,1656544224,1,0,1,0,active,1,9,False,1,528,28,,
529,1656544302,1,0,1,1,active,1,4,False,30,529,7,,
530,1656543976,1,0,1,0,active,1,3,False,7,530,14,,
531,1656544170,1,0,1,1,active,1,1,False,65,531,0,,
532,1656544295,1,0,1,0,active,1,7,False,36,532,0,,
536,1656544169,1,1,1,0,active,1,2,False,0,536,26,,
537,1656544279,1,0,1,0,active,1,8,False,0,537,45,,
539,1656544313,1,0,1,2,active,1,3,False,28,539,0,,
540,1656544271,1,0,1,0,active,1,5,False,11,540,37,,
545,1656544178,1,0,1,0,active,1,1,False,9,545,15,,
546,1656544265,1,0,1,0,active,1,2,False,4,546,38,,
2000,1656544317,1,0,1,0,active,1,1,False,55,2000,1,,
2002,1656544319,1,0,1,0,active,1,7,False,49,2002,0,,
2003,1656544263,1,0,1,0,active,1,3,False,29,2003,22,,
2006,1656544301,1,0,1,0,active,1,6,False,1,2006,66,,
2008,1656544294,1,0,1,0,active,1,2,False,30,2008,2,,
2009,1656542052,1,0,1,0,active,1,2,False,33,2009,0,,
2010,1656544315,1,0,1,0,active,1,4,False,6,2010,32,,
2012,1656543565,1,0,1,0,active,1,3,False,0,2012,38,,
2021,1656544305,1,0,1,0,active,1,2,False,29,2021,34,,
2022,1656544241,1,0,1,0,active,1,0,False,4,2022,29,,
3016,1656544294,1,0,1,0,active,1,3,False,48,3016,3,,
3041,1656544319,1,0,1,0,active,1,2,False,16,3041,6,,
3042,1656544201,1,0,1,2,active,1,2,False,14,3042,3,,
3043,1656544210,1,0,1,2,active,1,1,False,15,3043,3,,
3044,1656543112,1,0,1,0,active,1,0,False,20,3044,7,,
3046,1656544144,1,0,1,2,active,1,2,False,8,3046,7,,
3047,1656543537,1,0,1,0,active,1,7,False,4,3047,10,,
3048,1656543581,1,0,1,0,active,1,2,False,3,3048,14,,
3049,1656544201,1,0,1,0,active,1,1,False,2,3049,15,,
3050,1656543960,1,0,1,0,active,1,2,False,2,3050,17,,
3052,1656543825,1,0,1,0,active,1,3,False,3,3052,16,,
3053,1656542860,1,0,1,0,active,1,2,False,15,3053,6,,
3054,1656544149,1,0,1,2,active,1,2,False,4,3054,13,,
3055,1656544306,1,0,1,0,active,1,0,False,19,3055,3,,
3056,1656543864,1,0,1,1,active,1,0,False,19,3056,4,,
3057,1656544320,1,0,1,0,active,1,0,False,4,3057,14,,
3058,1656543897,1,0,1,0,active,1,0,False,4,3058,20,,
3059,1656544243,1,0,1,0,active,1,0,False,3,3059,16,,
3060,1656544168,1,0,1,2,active,1,0,False,15,3060,3,,
3061,1656543835,1,0,1,0,active,1,0,False,10,3061,11,,
3062,1656543968,1,0,1,0,active,1,1,False,20,3062,2,,
3063,1656543598,1,0,1,0,active,1,3,False,14,3063,3,,
3064,1656544280,1,0,1,0,active,1,3,False,10,3064,10,,
3065,1656544296,1,0,1,0,active,1,0,False,30,3065,1,,
3066,1656543113,1,0,1,0,active,1,0,False,17,3066,2,,
3067,1656544241,1,0,1,0,active,1,1,False,24,3067,2,,
3068,1656544133,1,0,1,0,active,1,0,False,42,3068,0,,
3069,1656544182,1,1,1,0,active,1,2,False,22,3069,4,,
3070,1656544292,1,0,1,2,active,1,0,False,15,3070,8,,
3071,1656544191,1,0,1,0,active,1,1,False,14,3071,4,,
3072,1656543198,1,0,1,1,active,1,1,False,23,3072,0,,
3074,1656544298,1,0,1,0,active,1,1,False,36,3074,5,,
3075,1656543064,1,0,1,0,active,1,0,False,30,3075,3,,
3076,1656544012,1,0,1,0,active,1,0,False,12,3076,23,,
3077,1656544115,1,0,1,0,active,1,1,False,31,3077,0,,
3078,1656544002,1,0,1,3,active,1,4,False,13,3078,10,,
3080,1656544249,1,0,1,0,active,1,2,False,15,3080,4,,
3081,1656543581,1,0,1,1,active,1,1,False,28,3081,0,,
3082,1656544265,1,0,1,0,active,1,1,False,21,3082,2,,
3083,1656544140,1,0,1,1,active,1,2,False,25,3083,4,,
3085,1656544272,1,0,1,1,active,1,4,False,20,3085,0,,
3086,1656544305,1,0,1,0,active,1,5,False,17,3086,8,,
3087,1656544150,1,0,1,1,active,1,1,False,29,3087,0,,
3088,1656543326,1,0,1,0,active,1,1,False,18,3088,0,,
3092,1656544266,1,0,1,0,active,1,1,False,26,3092,0,,
3093,1656544254,1,0,1,2,active,1,0,False,25,3093,2,,
3094,1656544180,1,0,1,0,active,1,1,False,16,3094,1,,
3095,1656543930,1,0,1,0,active,1,1,False,25,3095,0,,
3096,1656544301,1,0,1,0,active,1,3,False,36,3096,0,,
3100,1656543520,1,0,1,0,active,1,3,False,48,3100,0,,
3101,1656544277,1,0,1,0,active,1,1,False,26,3101,0,,
3102,1656543656,1,0,1,2,active,1,2,False,25,3102,0,,
3105,1656543452,1,0,1,3,active,1,0,False,54,3105,0,,
3106,1656544000,1,0,1,3,active,1,46,False,6,3106,0,,
3107,1656544074,1,0,1,0,active,1,2,False,37,3107,0,,
3108,1656544064,1,0,1,1,active,1,4,False,46,3108,1,,
3109,1656542869,1,0,1,0,active,1,1,False,30,3109,0,,
3110,1656544125,1,0,1,1,active,1,0,False,27,3110,1,,
3112,1656544086,1,0,1,3,active,1,3,False,28,3112,0,,
3113,1656544212,1,0,1,1,active,1,2,False,24,3113,1,,
3115,1656544319,1,0,1,1,active,1,0,False,47,3115,2,,
3116,1656544317,1,0,1,1,active,1,1,False,32,3116,2,,
3117,1656544275,1,0,1,1,active,1,3,False,17,3117,6,,
3118,1656544091,1,1,1,1,active,1,0,False,38,3118,3,,
3119,1656544220,1,0,1,1,active,1,5,False,15,3119,25,,
3121,1656544049,1,1,1,1,active,1,2,False,12,3121,11,,
3122,1656487605,0,0,1,1,active,0,2,False,76,3122,1,,
3123,1656544294,1,0,1,2,active,1,0,False,16,3123,31,,
3124,1656544189,1,0,1,1,active,1,1,False,40,3124,2,,
3125,1656543946,1,0,1,0,active,1,0,False,22,3125,1,,
3126,1656544173,1,0,1,0,active,1,5,False,9,3126,20,,
3127,1656542965,1,0,1,0,active,1,1,False,26,3127,7,,
3128,1656544319,1,0,1,1,active,1,0,False,21,3128,6,,
3129,1656544017,1,0,1,0,active,1,4,False,9,3129,26,,
3130,1656544072,1,0,1,0,active,1,0,False,8,3130,27,,
3131,1656544312,1,0,1,1,active,1,2,False,2,3131,32,,
3132,1656544280,1,0,1,0,active,1,2,False,2,3132,31,,
3134,1656544246,1,0,1,0,active,1,5,False,1,3134,45,,
3135,1656544211,1,0,1,1,active,1,0,False,7,3135,33,,
3136,1656544244,1,0,1,2,active,1,3,False,4,3136,43,,
3137,1656544302,1,0,1,0,active,1,9,False,10,3137,9,,
3139,86400,0,0,0,0,out_of_service,0,0,False,0,3139,0,,
3140,1656544202,1,0,1,3,active,1,8,False,38,3140,11,,
3141,1656544249,1,0,1,1,active,1,7,False,7,3141,46,,
3142,1656544311,1,1,1,1,active,1,8,False,12,3142,24,,
3143,1656544298,1,0,1,1,active,1,2,False,9,3143,36,,
3144,1656544146,1,0,1,0,active,1,4,False,7,3144,35,,
3145,1656543874,1,0,1,0,active,1,2,False,3,3145,39,,
3146,1656544158,1,0,1,3,active,1,3,False,15,3146,28,,
3147,1656544244,1,0,1,2,active,1,4,False,26,3147,9,,
3148,1656544239,1,0,1,1,active,1,4,False,18,3148,9,,
3150,1656543976,1,0,1,0,active,1,0,False,11,3150,36,,
3151,1656544287,1,0,1,0,active,1,3,False,12,3151,32,,
3152,1656544119,1,0,1,2,active,1,1,False,7,3152,34,,
3154,1656544243,1,0,1,0,active,1,0,False,12,3154,34,,
3156,1656544044,1,0,1,0,active,1,4,False,0,3156,33,,
3157,1656544307,1,0,1,1,active,1,2,False,21,3157,4,,
3158,1656544320,1,0,1,0,active,1,3,False,4,3158,23,,
3159,1656544293,1,0,1,0,active,1,4,False,10,3159,15,,
3160,1656544143,1,0,1,0,active,1,4,False,12,3160,22,,
3161,1656544221,1,0,1,0,active,1,1,False,9,3161,49,,
3163,1656544280,1,0,1,0,active,1,4,False,10,3163,28,,
3164,1656544309,1,0,1,0,active,1,3,False,10,3164,51,,
3165,1656544276,1,0,1,1,active,1,8,False,16,3165,25,,
3166,1656544163,1,0,1,0,active,1,0,False,6,3166,35,,
3167,1656544319,1,0,1,1,active,1,1,False,15,3167,39,,
3169,1656544043,1,0,1,0,active,1,3,False,8,3169,63,,
3170,1656544187,1,0,1,0,active,1,3,False,10,3170,22,,
3171,1656544187,1,0,1,4,active,1,2,False,10,3171,27,,
3172,1656543616,1,0,1,0,active,1,0,False,9,3172,18,,
3173,1656544294,1,1,1,2,active,1,5,False,27,3173,45,,
3175,1656544289,1,0,1,1,active,1,6,False,5,3175,32,,
3177,1656544319,1,0,1,5,active,1,0,False,13,3177,50,,
3178,1656543650,1,0,1,0,active,1,2,False,9,3178,68,,
3179,1656544266,1,0,1,1,active,1,3,False,14,3179,6,,
3184,1656544114,1,0,1,0,active,1,2,False,1,3184,11,,
3185,1656544318,1,0,1,2,active,1,1,False,17,3185,4,,
3186,1656544265,1,20,1,0,active,1,1,False,35,3186,0,[{'id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c'}],"{'region': 'NYC', 'off_dock_count': 0, 'valet_revision': 25487, 'station_id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c', 'active': True, 'dock_blocked_count': 20, 'off_dock_capacity': 100}"
3187,1656544255,1,0,1,0,active,1,1,False,10,3187,11,,
3191,1656542968,1,0,1,3,active,1,0,False,18,3191,0,,
3192,1656544129,1,0,1,0,active,1,2,False,6,3192,14,,
3193,1656543895,1,0,1,3,active,1,1,False,16,3193,1,,
3194,1656542812,1,0,1,10,active,1,2,False,16,3194,4,,
3195,1656533043,0,3,1,0,active,0,0,False,0,3195,31,,
3196,1656543477,1,0,1,7,active,1,1,False,8,3196,9,,
3198,1656544168,1,0,1,4,active,1,2,False,5,3198,11,,
3199,1656544321,1,0,1,1,active,1,1,False,9,3199,4,,
3201,1656543440,1,0,1,4,active,1,0,False,9,3201,9,,
3202,1656544318,1,0,1,2,active,1,2,False,5,3202,11,,
3203,1656544308,1,0,1,1,active,1,2,False,24,3203,0,,
3205,1656544213,1,0,1,4,active,1,1,False,16,3205,5,,
3206,1656543828,1,0,1,6,active,1,1,False,17,3206,8,,
3207,1656543781,1,0,1,3,active,1,1,False,14,3207,11,,
3209,1656544296,1,1,1,1,active,1,3,False,14,3209,4,,
3210,1656543159,1,0,1,2,active,1,2,False,11,3210,5,,
3211,1656544316,1,0,1,1,active,1,0,False,20,3211,2,,
3212,1656542374,1,0,1,2,active,1,1,False,8,3212,13,,
3213,1656543208,1,0,1,1,active,1,0,False,11,3213,11,,
3214,1656544144,1,0,1,0,active,1,2,False,9,3214,11,,
3220,1656539766,1,0,1,13,active,1,1,False,17,3220,0,,
3221,1656542238,1,0,1,0,active,1,0,False,5,3221,22,,
3225,1656543598,1,0,1,2,active,1,1,False,2,3225,11,,
3226,1656544166,1,0,1,1,active,1,0,False,8,3226,37,,
3231,1656544184,1,0,1,0,active,1,2,False,4,3231,32,,
3232,1656544018,1,0,1,1,active,1,1,False,45,3232,0,,
3233,1656542115,1,0,1,0,active,1,1,False,0,3233,20,,
3235,1656543977,1,0,1,0,active,1,4,False,0,3235,30,,
3236,1656544289,1,0,1,2,active,1,2,False,25,3236,6,,
3238,1656544006,1,0,1,0,active,1,4,False,0,3238,31,,
3241,1656543970,1,0,1,1,active,1,1,False,3,3241,15,,
3242,1656544206,1,0,1,0,active,1,1,False,56,3242,2,,
3243,1656543351,1,0,1,1,active,1,0,False,2,3243,27,,
3244,1656544197,1,0,1,0,active,1,2,False,33,3244,43,,
3246,1656543699,1,0,1,0,active,1,0,False,30,3246,18,,
3249,1656544293,1,0,1,0,active,1,0,False,15,3249,4,,
3254,1656539486,1,0,1,0,active,1,3,False,25,3254,1,,
3255,1656544284,1,0,1,1,active,1,1,False,8,3255,8,,
3256,1656544316,1,0,1,0,active,1,5,False,17,3256,1,,
3260,1656544165,1,0,1,1,active,1,5,False,36,3260,4,,
3263,1656544308,1,0,1,1,active,1,3,False,39,3263,17,,
3267,1656543996,1,11,1,0,active,1,3,False,0,3267,0,,
3268,1656543678,1,0,1,6,active,1,2,False,6,3268,6,,
3269,1656544026,1,0,1,1,active,1,1,False,12,3269,1,,
3270,1656538943,0,0,1,3,active,0,0,False,14,3270,0,,
3272,1656543418,1,0,1,0,active,1,1,False,13,3272,0,,
3273,1656542591,1,0,1,0,active,1,2,False,14,3273,2,,
3275,1656544320,1,0,1,1,active,1,0,False,9,3275,5,,
3276,1656544315,1,0,1,4,active,1,0,False,18,3276,8,,
