station_id,num_docks_disabled,num_docks_available,num_ebikes_available,eightd_has_available_keys,is_renting,last_reported,is_installed,num_bikes_available,num_bikes_disabled,station_status,is_returning,legacy_id,valet,eightd_active_station_services
319,0,8,0,False,1,1656546531,1,22,3,active,1,319,,
320,0,10,0,False,1,1656546359,1,39,3,active,1,320,,
321,0,0,0,False,1,1656545294,1,37,1,active,1,321,,
323,0,2,0,False,1,1656546412,1,34,3,active,1,323,,
324,0,1,0,False,1,1656546036,1,71,2,active,1,324,,
325,0,1,2,False,1,1656546702,1,32,2,active,1,325,,
326,0,11,0,False,1,1656546740,1,28,2,active,1,326,,
327,0,34,0,False,1,1656546674,1,1,3,active,1,327,,
328,0,14,0,False,1,1656546571,1,18,3,active,1,328,,
330,0,17,0,False,1,1656546004,1,20,5,active,1,330,,
331,0,0,1,False,1,1656546181,1,26,1,active,1,331,,
332,0,8,1,False,1,1656546535,1,24,3,active,1,332,,
334,0,21,0,False,1,1656546718,1,20,3,active,1,334,,
335,0,6,0,False,1,1656546079,1,19,1,active,1,335,,
336,0,10,1,False,1,1656546680,1,44,3,active,1,336,,
339,0,29,0,False,1,1656544844,1,10,2,active,1,339,,
340,0,1,0,False,1,1656546734,1,26,0,active,1,340,,
341,0,3,0,False,1,1656546463,1,16,0,active,1,341,,
342,0,2,1,False,1,1656546650,1,25,2,active,1,342,,
343,0,12,0,False,1,1656545906,1,9,2,active,1,343,,
344,0,13,1,False,1,1656546645,1,8,1,active,1,344,,
346,0,6,2,False,1,1656546728,1,19,2,active,1,346,,
347,0,26,0,False,1,1656546725,1,22,5,active,1,347,,
349,0,31,0,False,1,1656546745,1,28,1,active,1,349,,
350,0,5,1,False,1,1656546734,1,38,4,active,1,350,,
352,0,34,0,False,1,1656546001,1,0,2,active,1,352,,
353,0,7,0,False,1,1656546527,1,20,0,active,1,353,,
354,0,23,0,False,1,1656546557,1,37,3,active,1,354,,
355,0,7,1,False,1,1656546735,1,34,2,active,1,355,,
356,0,7,0,False,1,1656545744,1,15,1,active,1,356,,
358,0,0,0,False,1,1656546722,1,46,4,active,1,358,,
359,0,78,0,False,1,1656546173,1,0,1,active,1,359,,
360,0,34,0,False,1,1656546657,1,1,3,active,1,360,,
361,0,0,0,False,1,1656546506,1,76,3,active,1,361,,
362,0,53,0,False,1,1656546709,1,1,1,active,1,362,,
363,0,13,2,False,1,1656546629,1,58,2,active,1,363,,
364,0,13,0,False,1,1656546368,1,12,1,active,1,364,,
366,0,13,2,False,1,1656546618,1,17,3,active,1,366,,
367,0,55,0,False,1,1656546054,1,1,1,active,1,367,,
368,0,1,0,False,1,1656546697,1,40,6,active,1,368,,
369,0,29,1,False,1,1656546427,1,44,3,active,1,369,,
372,0,11,0,False,1,1656546695,1,12,4,active,1,372,,
373,0,0,0,False,1,1656545975,1,19,0,active,1,373,,
376,0,12,0,False,1,1656546729,1,24,5,active,1,376,,
377,0,26,0,False,1,1656546521,1,20,3,active,1,377,,
379,0,20,0,False,1,1656546718,1,32,1,active,1,379,,
380,0,0,0,False,1,1656546656,1,34,6,active,1,380,,
383,0,0,3,False,1,1656546314,1,35,3,active,1,383,,
385,0,27,0,False,1,1656546398,1,0,1,active,1,385,,
386,0,46,1,False,1,1656546647,1,35,1,active,1,386,,
387,0,9,0,False,1,1656546631,1,26,4,active,1,387,,
388,0,7,0,False,1,1656546716,1,22,4,active,1,388,,
389,0,2,1,False,1,1656546610,1,23,2,active,1,389,,
390,0,0,2,False,1,1656545931,1,44,4,active,1,390,,
391,0,24,1,False,1,1656546556,1,17,1,active,1,391,,
392,0,8,1,False,1,1656546384,1,25,1,active,1,392,,
393,0,22,0,False,1,1656546687,1,15,0,active,1,393,,
394,1,27,0,False,1,1656546613,1,5,1,active,1,394,,
396,0,11,0,False,1,1656546259,1,11,2,active,1,396,,
397,0,61,0,False,1,1656545582,1,8,6,active,1,397,,
398,0,0,0,False,1,1656545929,1,32,4,active,1,398,,
399,0,31,0,False,1,1656546517,1,5,3,active,1,399,,
400,0,4,0,False,1,1656546651,1,11,0,active,1,400,,
401,0,0,1,False,1,1656546644,1,38,4,active,1,401,,
403,0,3,2,False,1,1656546676,1,51,3,active,1,403,,
405,0,10,0,False,1,1656546617,1,38,3,active,1,405,,
406,0,0,1,False,1,1656546443,1,20,0,active,1,406,,
408,0,1,1,False,1,1656546684,1,42,2,active,1,408,,
410,0,38,2,False,1,1656546535,1,36,5,active,1,410,,
411,0,1,1,False,1,1656546511,1,28,1,active,1,411,,
412,0,0,1,False,1,1656546627,1,25,3,active,1,412,,
415,0,42,1,False,1,1656546608,1,3,1,active,1,415,,
416,0,12,1,False,1,1656546569,1,17,2,active,1,416,,
417,0,0,0,False,1,1656544717,1,24,1,active,1,417,,
418,0,1,3,False,1,1656545780,1,36,0,active,1,418,,
419,0,0,0,False,0,86400,0,0,0,out_of_service,0,419,,
420,0,36,1,False,1,1656546408,1,14,1,active,1,420,,
421,0,2,0,False,1,1656546096,1,17,0,active,1,421,,
422,0,104,0,False,1,1656546687,1,6,3,active,1,422,,
423,0,40,0,False,1,1656546628,1,3,0,active,1,423,,
426,0,10,2,False,1,1656546745,1,61,10,active,1,426,,
427,0,21,0,False,1,1656546673,1,21,5,active,1,427,,
428,0,25,1,False,1,1656546742,1,13,3,active,1,428,,
432,0,2,0,False,1,1656546739,1,27,2,active,1,432,,
434,0,12,0,False,1,1656546702,1,41,7,active,1,434,,
435,0,40,0,False,1,1656546743,1,3,6,active,1,435,,
436,0,8,0,False,1,1656545948,1,18,1,active,1,436,,
437,0,5,1,False,1,1656546577,1,18,1,active,1,437,,
438,1,16,0,False,1,1656546678,1,27,2,active,1,438,,
439,0,2,0,False,1,1656546676,1,37,4,active,1,439,,
440,0,29,0,False,1,1656546502,1,1,2,active,1,440,,
442,0,48,0,False,1,1656546690,1,1,2,active,1,442,,
443,0,3,3,False,1,1656546421,1,15,5,active,1,443,,
445,0,75,1,False,1,1656546675,1,30,2,active,1,445,,
446,0,0,0,False,0,86400,0,0,0,out_of_service,0,446,,
447,0,23,2,False,1,1656546666,1,5,2,active,1,447,,
448,0,22,0,False,1,1656546697,1,3,2,active,1,448,,
450,0,62,1,False,1,1656546699,1,3,1,active,1,450,,
453,0,40,0,False,1,1656546664,1,21,5,active,1,453,,
454,0,27,0,False,1,1656546512,1,1,6,active,1,454,,
455,0,55,0,False,1,1656546641,1,0,4,active,1,455,,
456,0,47,0,False,1,1656546645,1,1,3,active,1,456,,
457,0,69,0,False,1,1656546672,1,3,5,active,1,457,,
458,0,9,0,False,1,1656546743,1,16,5,active,1,458,,
460,0,0,2,False,1,1656546460,1,20,4,active,1,460,,
461,0,21,1,False,1,1656546613,1,31,3,active,1,461,,
462,0,0,2,False,1,1656546581,1,69,5,active,1,462,,
464,0,75,0,False,1,1656546507,1,1,3,active,1,464,,
465,0,33,0,False,1,1656546453,1,1,5,active,1,465,,
466,0,30,0,False,1,1656546681,1,2,2,active,1,466,,
468,0,73,0,False,1,1656546678,1,1,5,active,1,468,,
469,0,83,0,False,1,1656546162,1,0,2,active,1,469,,
470,0,61,0,False,1,1656546704,1,23,0,active,1,470,,
471,0,0,1,False,1,1656546722,1,28,3,active,1,471,,
472,0,51,1,False,1,1656546296,1,1,3,active,1,472,,
473,0,0,0,False,1,1656546620,1,58,5,active,1,473,,
474,0,30,0,False,1,1656546512,1,4,7,active,1,474,,
476,0,58,0,False,1,1656546733,1,3,1,active,1,476,,
477,0,1,37,False,0,1656545754,1,67,3,active,0,477,,
478,0,12,0,False,1,1656546673,1,19,5,active,1,478,,
479,0,15,1,False,1,1656546632,1,13,3,active,1,479,,
480,0,11,1,False,1,1656546712,1,14,4,active,1,480,,
481,0,3,2,False,1,1656546365,1,19,3,active,1,481,,
482,0,54,0,False,1,1656546691,1,22,2,active,1,482,,
483,0,22,0,False,1,1656546664,1,14,0,active,1,483,,
484,0,41,0,False,1,1656546634,1,0,5,active,1,484,,
485,0,38,0,False,1,1656546227,1,0,2,active,1,485,,
486,0,0,0,False,1,86400,1,0,0,active,1,486,,
488,0,11,0,False,1,1656546668,1,32,1,active,1,488,,
489,0,31,1,False,1,1656546701,1,15,2,active,1,489,,
490,0,59,0,False,1,1656546639,1,4,3,active,1,490,"{'off_dock_capacity': 120, 'station_id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_count': 42, 'valet_revision': 12161, 'dock_blocked_count': 0, 'region': 'BKN', 'active': True}",[{'id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c'}]
494,0,50,0,False,1,1656546715,1,12,2,active,1,494,,
495,0,23,2,False,1,1656546719,1,13,3,active,1,495,,
496,0,50,0,False,1,1656546659,1,12,3,active,1,496,,
497,0,0,0,False,0,86400,0,0,0,out_of_service,0,497,,
500,0,72,0,False,1,1656546410,1,0,5,active,1,500,,
501,0,43,1,False,1,1656546538,1,33,7,active,1,501,,
502,0,0,4,False,1,1656546552,1,32,3,active,1,502,,
503,0,20,0,False,1,1656546732,1,4,5,active,1,503,,
504,0,41,0,False,1,1656546720,1,12,1,active,1,504,,
505,0,30,0,False,1,1656546733,1,17,3,active,1,505,,
507,0,73,0,False,1,1656545962,1,1,5,active,1,507,,
508,0,23,0,False,1,1656546697,1,2,0,active,1,508,,
509,0,4,0,False,1,1656546706,1,50,7,active,1,509,,
510,0,51,0,False,1,1656545783,1,0,3,active,1,510,,
511,0,15,1,False,1,1656546591,1,15,1,active,1,511,,
512,0,23,0,False,1,1656546461,1,5,1,active,1,512,,
513,1,14,0,False,1,1656546699,1,10,3,active,1,513,,
514,0,1,3,False,1,1656546510,1,41,7,active,1,514,,
515,0,53,1,False,1,1656546570,1,20,4,active,1,515,,
516,0,46,0,False,1,1656546728,1,0,2,active,1,516,,
522,6,68,0,False,1,1656545061,1,0,1,active,1,522,,
525,0,53,0,False,1,1656546392,1,1,1,active,1,525,,
526,0,38,0,False,1,1656546571,1,1,1,active,1,526,,
528,0,27,0,False,1,1656546702,1,1,10,active,1,528,,
529,0,9,0,False,1,1656546707,1,28,4,active,1,529,,
530,0,2,4,False,1,1656546717,1,18,4,active,1,530,,
531,0,0,1,False,1,1656546551,1,65,1,active,1,531,,
532,0,1,2,False,1,1656546665,1,37,5,active,1,532,,
536,1,24,0,False,1,1656546700,1,2,1,active,1,536,,
537,0,45,0,False,1,1656546268,1,0,8,active,1,537,,
539,0,2,1,False,1,1656546689,1,25,4,active,1,539,,
540,0,46,0,False,1,1656546376,1,2,5,active,1,540,,
545,0,18,0,False,1,1656546657,1,6,1,active,1,545,,
546,0,42,0,False,1,1656546704,1,0,2,active,1,546,,
2000,0,5,0,False,1,1656546733,1,51,1,active,1,2000,,
2002,0,7,2,False,1,1656546744,1,43,7,active,1,2002,,
2003,0,17,0,False,1,1656546597,1,34,3,active,1,2003,,
2006,0,64,0,False,1,1656546743,1,3,6,active,1,2006,,
2008,0,1,0,False,1,1656546212,1,31,2,active,1,2008,,
2009,0,0,0,False,1,1656545740,1,33,2,active,1,2009,,
2010,0,38,0,False,1,1656545580,1,0,4,active,1,2010,,
2012,0,36,0,False,1,1656546559,1,2,3,active,1,2012,,
2021,0,37,1,False,1,1656546716,1,26,2,active,1,2021,,
2022,0,31,0,False,1,1656545485,1,2,0,active,1,2022,,
3016,0,0,2,False,1,1656546581,1,53,1,active,1,3016,,
3041,0,6,0,False,1,1656546486,1,17,1,active,1,3041,,
3042,0,0,3,False,1,1656546709,1,17,2,active,1,3042,,
3043,0,6,0,False,1,1656546170,1,12,1,active,1,3043,,
3044,0,5,0,False,1,1656545543,1,22,0,active,1,3044,,
3046,0,7,3,False,1,1656546741,1,10,1,active,1,3046,,
3047,0,8,1,False,1,1656546005,1,6,7,active,1,3047,,
3048,0,15,0,False,1,1656546536,1,2,2,active,1,3048,,
3049,0,14,1,False,1,1656545984,1,3,1,active,1,3049,,
3050,0,15,0,False,1,1656546662,1,4,2,active,1,3050,,
3052,0,14,0,False,1,1656546398,1,7,2,active,1,3052,,
3053,0,2,0,False,1,1656546628,1,19,2,active,1,3053,,
3054,0,11,3,False,1,1656546558,1,7,1,active,1,3054,,
3055,0,2,1,False,1,1656546629,1,19,1,active,1,3055,,
3056,0,5,1,False,1,1656546488,1,18,0,active,1,3056,,
3057,0,14,0,False,1,1656545852,1,4,0,active,1,3057,,
3058,0,23,1,False,1,1656546347,1,1,0,active,1,3058,,
3059,0,15,0,False,1,1656544948,1,4,0,active,1,3059,,
3060,0,6,0,False,1,1656546677,1,12,0,active,1,3060,,
3061,0,12,0,False,1,1656545065,1,9,0,active,1,3061,,
3062,0,0,0,False,1,1656546264,1,22,1,active,1,3062,,
3063,0,2,0,False,1,1656546734,1,15,3,active,1,3063,,
3064,0,10,0,False,1,1656546618,1,10,3,active,1,3064,,
3065,0,0,0,False,1,1656546330,1,31,0,active,1,3065,,
3066,0,2,0,False,1,1656545422,1,16,1,active,1,3066,,
3067,0,1,1,False,1,1656546642,1,25,1,active,1,3067,,
3068,0,2,0,False,1,1656546740,1,40,0,active,1,3068,,
3069,1,3,1,False,1,1656546495,1,23,2,active,1,3069,,
3070,0,10,1,False,1,1656546034,1,13,0,active,1,3070,,
3071,0,0,0,False,1,1656546643,1,18,1,active,1,3071,,
3072,0,5,0,False,1,1656546614,1,18,1,active,1,3072,,
3074,0,3,0,False,1,1656546600,1,38,1,active,1,3074,,
3075,0,1,1,False,1,1656546724,1,31,0,active,1,3075,,
3076,0,16,2,False,1,1656546723,1,19,0,active,1,3076,,
3077,0,0,2,False,1,1656546701,1,32,1,active,1,3077,,
3078,0,6,5,False,1,1656546362,1,16,5,active,1,3078,,
3080,0,1,1,False,1,1656546585,1,18,2,active,1,3080,,
3081,0,3,1,False,1,1656546408,1,24,1,active,1,3081,,
3082,0,1,1,False,1,1656546687,1,23,1,active,1,3082,,
3083,0,1,1,False,1,1656546745,1,28,2,active,1,3083,,
3085,0,0,1,False,1,1656546556,1,19,6,active,1,3085,,
3086,0,0,3,False,1,1656546476,1,24,6,active,1,3086,,
3087,0,0,1,False,1,1656544150,1,29,1,active,1,3087,,
3088,0,0,0,False,1,1656543326,1,18,1,active,1,3088,,
3092,0,0,1,False,1,1656545867,1,26,1,active,1,3092,,
3093,0,3,2,False,1,1656546683,1,25,0,active,1,3093,,
3094,0,0,2,False,1,1656546726,1,18,0,active,1,3094,,
3095,0,0,0,False,1,1656543930,1,25,1,active,1,3095,,
3096,0,0,0,False,1,1656546603,1,36,3,active,1,3096,,
3100,0,3,2,False,1,1656546416,1,45,3,active,1,3100,,
3101,0,0,1,False,1,1656546283,1,26,1,active,1,3101,,
3102,0,0,1,False,1,1656546350,1,25,2,active,1,3102,,
3105,0,2,1,False,1,1656546741,1,51,0,active,1,3105,,
3106,0,0,3,False,1,1656546712,1,6,46,active,1,3106,,
3107,0,0,0,False,1,1656546044,1,37,2,active,1,3107,,
3108,0,0,0,False,1,1656546620,1,48,3,active,1,3108,,
3109,0,0,0,False,1,1656542869,1,30,1,active,1,3109,,
3110,0,0,1,False,1,1656544849,1,28,0,active,1,3110,,
3112,0,0,3,False,1,1656546059,1,29,2,active,1,3112,,
3113,0,2,1,False,1,1656546717,1,23,2,active,1,3113,,
3115,0,1,1,False,1,1656546670,1,47,1,active,1,3115,,
3116,0,0,2,False,1,1656546070,1,35,0,active,1,3116,,
3117,0,1,1,False,1,1656546563,1,22,3,active,1,3117,,
3118,1,2,2,False,1,1656546710,1,39,0,active,1,3118,,
3119,0,26,2,False,1,1656546707,1,11,7,active,1,3119,,
3121,1,6,0,False,1,1656546691,1,17,2,active,1,3121,,
3122,0,1,1,False,0,1656487605,1,76,2,active,0,3122,,
3123,0,33,1,False,1,1656544957,1,14,0,active,1,3123,,
3124,0,1,0,False,1,1656546196,1,41,1,active,1,3124,,
3125,0,1,0,False,1,1656545283,1,22,0,active,1,3125,,
3126,0,19,0,False,1,1656546660,1,10,5,active,1,3126,,
3127,0,3,0,False,1,1656546431,1,28,3,active,1,3127,,
3128,0,7,0,False,1,1656546385,1,20,0,active,1,3128,,
3129,0,30,0,False,1,1656546746,1,5,4,active,1,3129,,
3130,0,31,0,False,1,1656546352,1,4,0,active,1,3130,,
3131,0,32,0,False,1,1656546540,1,2,2,active,1,3131,,
3132,0,33,0,False,1,1656546271,1,0,2,active,1,3132,,
3134,0,48,0,False,1,1656546702,1,0,3,active,1,3134,,
3135,0,33,1,False,1,1656546682,1,7,0,active,1,3135,,
3136,0,48,0,False,1,1656546531,1,0,2,active,1,3136,,
3137,0,15,0,False,1,1656546670,1,3,9,active,1,3137,,
3139,0,0,0,False,0,86400,0,0,0,out_of_service,0,3139,,
3140,0,5,1,False,1,1656546688,1,44,8,active,1,3140,,
3141,0,50,0,False,1,1656546717,1,3,7,active,1,3141,,
3142,1,25,3,False,1,1656546698,1,11,8,active,1,3142,,
3143,0,38,0,False,1,1656546733,1,8,1,active,1,3143,,
3144,0,30,0,False,1,1656546437,1,12,4,active,1,3144,,
3145,0,37,0,False,1,1656546633,1,5,2,active,1,3145,,
3146,0,27,2,False,1,1656546706,1,16,3,active,1,3146,,
3147,0,6,5,False,1,1656546704,1,27,5,active,1,3147,,
3148,0,8,1,False,1,1656546623,1,18,5,active,1,3148,,
3150,0,28,1,False,1,1656546594,1,19,0,active,1,3150,,
3151,0,33,2,False,1,1656546602,1,10,4,active,1,3151,,
3152,0,35,0,False,1,1656546056,1,6,1,active,1,3152,,
3154,0,42,0,False,1,1656546635,1,4,0,active,1,3154,,
3156,0,30,0,False,1,1656546517,1,3,4,active,1,3156,,
3157,0,5,0,False,1,1656546740,1,20,2,active,1,3157,,
3158,0,22,0,False,1,1656546705,1,3,5,active,1,3158,,
3159,0,15,0,False,1,1656546279,1,10,4,active,1,3159,,
3160,0,19,0,False,1,1656546665,1,14,5,active,1,3160,,
3161,0,48,0,False,1,1656546495,1,10,1,active,1,3161,,
3163,0,36,0,False,1,1656546722,1,1,4,active,1,3163,,
3164,0,46,0,False,1,1656546535,1,13,5,active,1,3164,,
3165,0,33,0,False,1,1656546557,1,13,5,active,1,3165,,
3166,0,28,0,False,1,1656546347,1,13,0,active,1,3166,,
3167,0,42,0,False,1,1656546095,1,11,2,active,1,3167,,
3169,0,64,1,False,1,1656546557,1,7,3,active,1,3169,,
3170,0,17,1,False,1,1656546745,1,15,3,active,1,3170,,
3171,0,30,0,False,1,1656546686,1,7,2,active,1,3171,,
3172,0,15,1,False,1,1656546737,1,11,1,active,1,3172,,
3173,0,46,0,False,1,1656546447,1,23,9,active,1,3173,,
3175,0,38,0,False,1,1656546706,1,2,3,active,1,3175,,
3177,0,46,1,False,1,1656546436,1,17,0,active,1,3177,,
3178,0,67,0,False,1,1656546399,1,10,2,active,1,3178,,
3179,0,5,1,False,1,1656546559,1,15,3,active,1,3179,,
3184,0,12,0,False,1,1656544639,1,0,2,active,1,3184,,
3185,0,1,2,False,1,1656546620,1,20,1,active,1,3185,,
3186,20,0,0,False,1,1656546649,1,35,1,active,1,3186,"{'off_dock_capacity': 100, 'station_id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_count': 0, 'valet_revision': 25500, 'dock_blocked_count': 20, 'region': 'NYC', 'active': True}",[{'id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c'}]
3187,0,7,0,False,1,1656546574,1,14,1,active,1,3187,,
3191,0,1,3,False,1,1656545061,1,17,0,active,1,3191,,
3192,0,8,1,False,1,1656546414,1,12,2,active,1,3192,,
3193,0,1,3,False,1,1656546281,1,16,1,active,1,3193,,
3194,0,5,8,False,1,1656546479,1,15,2,active,1,3194,,
3195,3,31,0,False,0,1656533043,1,0,0,active,0,3195,,
3196,0,10,6,False,1,1656544619,1,7,1,active,1,3196,,
3198,0,12,3,False,1,1656546481,1,4,2,active,1,3198,,
3199,0,7,2,False,1,1656546566,1,6,1,active,1,3199,,
3201,0,9,4,False,1,1656545468,1,9,0,active,1,3201,,
3202,0,10,2,False,1,1656546407,1,6,2,active,1,3202,,
3203,0,1,0,False,1,1656546712,1,23,2,active,1,3203,,
3205,0,5,3,False,1,1656546630,1,16,1,active,1,3205,,
3206,0,12,5,False,1,1656546684,1,13,1,active,1,3206,,
3207,0,11,3,False,1,1656543781,1,14,1,active,1,3207,,
3209,1,1,0,False,1,1656546518,1,17,3,active,1,3209,,
3210,0,4,3,False,1,1656546706,1,12,2,active,1,3210,,
3211,0,1,0,False,1,1656546650,1,21,0,active,1,3211,,
3212,0,12,3,False,1,1656545122,1,9,1,active,1,3212,,
3213,0,10,0,False,1,1656546406,1,12,0,active,1,3213,,
3214,0,11,2,False,1,1656546688,1,9,2,active,1,3214,,
3220,0,4,11,False,1,1656546479,1,13,1,active,1,3220,,
3221,0,22,0,False,1,1656544468,1,5,0,active,1,3221,,
3225,0,7,3,False,1,1656545768,1,5,2,active,1,3225,,
3226,0,31,2,False,1,1656546511,1,14,0,active,1,3226,,
3231,0,31,1,False,1,1656546583,1,5,2,active,1,3231,,
3232,0,0,1,False,1,1656546631,1,46,0,active,1,3232,,
3233,0,20,0,False,1,1656542115,1,0,1,active,1,3233,,
3235,0,30,0,False,1,1656546133,1,0,4,active,1,3235,,
3236,0,6,0,False,1,1656546674,1,24,3,active,1,3236,,
3238,0,26,1,False,1,1656546616,1,4,5,active,1,3238,,
3241,0,13,1,False,1,1656546617,1,4,2,active,1,3241,,
3242,0,4,1,False,1,1656546489,1,52,2,active,1,3242,,
3243,0,28,1,False,1,1656545490,1,1,0,active,1,3243,,
3244,0,43,0,False,1,1656546687,1,34,1,active,1,3244,,
3246,0,14,2,False,1,1656546570,1,33,0,active,1,3246,,
3249,0,1,1,False,1,1656546289,1,18,0,active,1,3249,,
3254,0,1,0,False,1,1656539486,1,25,3,active,1,3254,,
3255,0,14,0,False,1,1656546478,1,2,1,active,1,3255,,
3256,0,1,0,False,1,1656546649,1,18,4,active,1,3256,,
3260,0,3,0,False,1,1656546591,1,37,5,active,1,3260,,
3263,0,20,1,False,1,1656546742,1,36,3,active,1,3263,,
3267,11,0,0,False,1,1656546673,1,0,3,active,1,3267,,
3268,0,5,5,False,1,1656546503,1,7,2,active,1,3268,,
3269,0,0,1,False,1,1656546685,1,13,1,active,1,3269,,
3270,0,2,3,False,0,1656545857,1,12,0,active,0,3270,,
3272,0,0,1,False,1,1656545951,1,13,1,active,1,3272,,
3273,0,1,0,False,1,1656546402,1,15,2,active,1,3273,,
3275,0,4,1,False,1,1656545979,1,10,0,active,1,3275,,
3276,0,9,3,False,1,1656546673,1,17,0,active,1,3276,,
