station_id,num_bikes_available,last_reported,legacy_id,station_status,num_docks_disabled,eightd_has_available_keys,num_ebikes_available,is_installed,num_bikes_disabled,num_docks_available,is_renting,is_returning,eightd_active_station_services,valet
343,10,1656548194,343,active,0,False,1,1,2,11,1,1,,
344,13,1656548318,344,active,0,False,4,1,1,8,1,1,,
346,24,1656548093,346,active,0,False,0,1,2,1,1,1,,
347,37,1656548342,347,active,0,False,0,1,5,11,1,1,,
349,37,1656548348,349,active,0,False,1,1,1,22,1,1,,
350,39,1656548233,350,active,0,False,0,1,5,3,1,1,,
352,0,1656546001,352,active,0,False,0,1,2,34,1,1,,
353,21,1656548039,353,active,0,False,0,1,0,6,1,1,,
354,40,1656547749,354,active,0,False,1,1,3,20,1,1,,
355,34,1656548373,355,active,0,False,1,1,2,7,1,1,,
356,17,1656548214,356,active,0,False,0,1,1,5,1,1,,
358,46,1656548282,358,active,0,False,0,1,3,1,1,1,,
359,0,1656546173,359,active,0,False,0,1,1,78,1,1,,
360,4,1656547440,360,active,0,False,0,1,4,30,1,1,,
361,75,1656548324,361,active,0,False,0,1,3,1,1,1,,
362,0,1656546857,362,active,0,False,0,1,1,54,1,1,,
363,54,1656548325,363,active,0,False,0,1,2,17,1,1,,
364,15,1656547621,364,active,0,False,1,1,0,11,1,1,,
366,16,1656548398,366,active,0,False,3,1,4,13,1,1,,
367,1,1656547897,367,active,0,False,0,1,1,55,1,1,,
368,39,1656548391,368,active,0,False,1,1,6,2,1,1,,
369,44,1656548261,369,active,0,False,0,1,3,29,1,1,,
372,12,1656548346,372,active,0,False,0,1,4,11,1,1,,
373,18,1656548197,373,active,0,False,1,1,0,1,1,1,,
376,25,1656548394,376,active,0,False,0,1,5,11,1,1,,
377,23,1656548252,377,active,0,False,0,1,4,22,1,1,,
379,26,1656548356,379,active,0,False,0,1,1,26,1,1,,
380,33,1656548299,380,active,0,False,0,1,7,0,1,1,,
383,32,1656548374,383,active,0,False,2,1,3,3,1,1,,
385,0,1656547265,385,active,0,False,0,1,1,27,1,1,,
386,33,1656548253,386,active,0,False,0,1,1,48,1,1,,
387,22,1656548310,387,active,0,False,0,1,4,13,1,1,,
388,21,1656548301,388,active,0,False,0,1,4,8,1,1,,
389,22,1656548325,389,active,0,False,0,1,2,2,1,1,,
390,44,1656548083,390,active,0,False,0,1,4,0,1,1,,
391,13,1656548347,391,active,0,False,0,1,2,27,1,1,,
392,31,1656547929,392,active,0,False,3,1,1,2,1,1,,
393,16,1656548248,393,active,0,False,0,1,0,21,1,1,,
394,4,1656547767,394,active,1,False,0,1,1,28,1,1,,
396,9,1656548195,396,active,0,False,0,1,2,13,1,1,,
397,6,1656548251,397,active,0,False,1,1,6,63,1,1,,
398,30,1656548211,398,active,0,False,2,1,4,2,1,1,,
399,10,1656548305,399,active,0,False,2,1,2,27,1,1,,
400,10,1656547578,400,active,0,False,0,1,0,5,1,1,,
401,39,1656547971,401,active,0,False,1,1,3,0,1,1,,
403,54,1656548278,403,active,0,False,3,1,3,0,1,1,,
405,43,1656548269,405,active,0,False,0,1,3,4,1,1,,
406,19,1656548251,406,active,0,False,0,1,0,1,1,1,,
408,41,1656548079,408,active,0,False,1,1,3,1,1,1,,
410,42,1656548103,410,active,0,False,0,1,4,33,1,1,,
411,17,1656548376,411,active,0,False,2,1,1,13,1,1,,
412,24,1656547888,412,active,0,False,0,1,4,0,1,1,,
415,2,1656548369,415,active,0,False,0,1,1,43,1,1,,
416,19,1656548371,416,active,0,False,0,1,2,10,1,1,,
417,24,1656548182,417,active,0,False,0,1,0,1,1,1,,
418,32,1656548074,418,active,0,False,0,1,0,5,1,1,,
419,0,86400,419,out_of_service,0,False,0,0,0,0,0,0,,
420,15,1656548326,420,active,0,False,2,1,1,35,1,1,,
421,18,1656547381,421,active,0,False,0,1,0,1,1,1,,
422,4,1656548326,422,active,0,False,1,1,3,106,1,1,,
423,3,1656548281,423,active,0,False,0,1,0,40,1,1,,
426,48,1656548374,426,active,0,False,0,1,10,23,1,1,,
427,21,1656548013,427,active,0,False,0,1,5,21,1,1,,
428,21,1656548398,428,active,0,False,0,1,4,16,1,1,,
432,26,1656548357,432,active,0,False,0,1,2,3,1,1,,
434,39,1656548376,434,active,0,False,0,1,5,16,1,1,,
435,2,1656548365,435,active,0,False,0,1,6,41,1,1,,
436,21,1656548300,436,active,0,False,2,1,1,5,1,1,,
437,16,1656548113,437,active,0,False,1,1,1,7,1,1,,
438,32,1656548325,438,active,1,False,1,1,2,11,1,1,,
439,37,1656548200,439,active,0,False,0,1,4,2,1,1,,
440,0,1656548036,440,active,0,False,0,1,2,30,1,1,,
442,0,1656548380,442,active,0,False,0,1,2,49,1,1,,
443,18,1656548287,443,active,0,False,5,1,5,0,1,1,,
445,34,1656548391,445,active,0,False,1,1,1,72,1,1,,
446,0,86400,446,out_of_service,0,False,0,0,0,0,0,0,,
447,0,1656547945,447,active,0,False,0,1,2,28,1,1,,
448,2,1656548388,448,active,0,False,0,1,2,23,1,1,,
450,2,1656548306,450,active,0,False,1,1,1,63,1,1,,
453,22,1656548384,453,active,0,False,0,1,7,37,1,1,,
454,1,1656548334,454,active,0,False,0,1,6,27,1,1,,
455,0,1656548397,455,active,0,False,0,1,5,54,1,1,,
456,1,1656548225,456,active,0,False,1,1,3,47,1,1,,
457,3,1656548396,457,active,0,False,0,1,6,67,1,1,,
458,18,1656548310,458,active,0,False,0,1,5,7,1,1,,
460,20,1656548387,460,active,0,False,0,1,4,1,1,1,,
461,34,1656548341,461,active,0,False,0,1,3,18,1,1,,
462,61,1656548372,462,active,0,False,0,1,5,8,1,1,,
464,1,1656548334,464,active,0,False,0,1,3,75,1,1,,
465,1,1656548349,465,active,0,False,1,1,5,33,1,1,,
466,2,1656548289,466,active,0,False,1,1,2,30,1,1,,
468,1,1656548268,468,active,0,False,0,1,5,73,1,1,,
469,0,1656548103,469,active,0,False,0,1,2,83,1,1,,
470,29,1656548300,470,active,0,False,0,1,0,55,1,1,,
471,29,1656548177,471,active,0,False,1,1,2,0,1,1,,
472,1,1656548351,472,active,0,False,0,1,3,51,1,1,,
473,58,1656546620,473,active,0,False,0,1,5,0,1,1,,
474,3,1656548393,474,active,0,False,0,1,7,31,1,1,,
476,1,1656548348,476,active,0,False,0,1,1,60,1,1,,
477,67,1656547183,477,active,0,False,37,1,3,1,0,0,,
478,22,1656548287,478,active,0,False,1,1,8,6,1,1,,
479,18,1656548386,479,active,0,False,0,1,4,9,1,1,,
480,17,1656548348,480,active,0,False,0,1,4,8,1,1,,
481,20,1656548268,481,active,0,False,3,1,3,1,1,1,,
482,20,1656548288,482,active,0,False,0,1,3,55,1,1,,
483,12,1656548275,483,active,0,False,0,1,0,24,1,1,,
484,0,1656548214,484,active,0,False,0,1,5,41,1,1,,
485,0,1656547381,485,active,0,False,0,1,2,38,1,1,,
486,0,86400,486,active,0,False,0,1,0,0,1,1,,
488,32,1656548389,488,active,0,False,0,1,1,11,1,1,,
489,6,1656548307,489,active,0,False,0,1,2,40,1,1,,
490,1,1656548287,490,active,0,False,0,1,3,62,1,1,[{'id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c'}],"{'dock_blocked_count': 0, 'region': 'BKN', 'valet_revision': 12161, 'off_dock_capacity': 120, 'off_dock_count': 42, 'active': True, 'station_id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c'}"
494,20,1656548364,494,active,0,False,0,1,2,42,1,1,,
495,14,1656548034,495,active,0,False,0,1,3,22,1,1,,
496,7,1656548280,496,active,0,False,0,1,4,54,1,1,,
497,0,86400,497,out_of_service,0,False,0,0,0,0,0,0,,
500,0,1656548403,500,active,0,False,0,1,6,71,1,1,,
501,29,1656548324,501,active,0,False,2,1,7,47,1,1,,
502,29,1656548205,502,active,0,False,4,1,3,3,1,1,,
503,2,1656548275,503,active,0,False,0,1,5,22,1,1,,
504,11,1656547940,504,active,0,False,0,1,1,42,1,1,,
505,3,1656548355,505,active,0,False,0,1,3,45,1,1,,
507,1,1656547898,507,active,0,False,0,1,5,73,1,1,,
508,3,1656548387,508,active,0,False,0,1,0,22,1,1,,
509,49,1656548400,509,active,0,False,0,1,7,5,1,1,,
510,0,1656548062,510,active,0,False,0,1,3,51,1,1,,
511,21,1656548152,511,active,0,False,1,1,1,9,1,1,,
512,6,1656547978,512,active,0,False,0,1,1,22,1,1,,
513,13,1656548252,513,active,1,False,0,1,3,11,1,1,,
514,32,1656548244,514,active,0,False,0,1,7,10,1,1,,
515,26,1656548399,515,active,0,False,0,1,5,47,1,1,,
516,0,1656547623,516,active,0,False,0,1,2,46,1,1,,
522,0,1656548354,522,active,6,False,0,1,1,68,1,1,,
525,1,1656548359,525,active,0,False,0,1,1,53,1,1,,
526,0,1656548249,526,active,0,False,0,1,1,39,1,1,,
528,1,1656548122,528,active,0,False,0,1,10,27,1,1,,
529,30,1656548311,529,active,0,False,0,1,5,5,1,1,,
530,7,1656548373,530,active,0,False,0,1,4,13,1,1,,
531,65,1656548265,531,active,0,False,1,1,1,0,1,1,,
532,36,1656547567,532,active,0,False,1,1,7,0,1,1,,
536,0,1656548372,536,active,1,False,0,1,1,26,1,1,,
537,1,1656548337,537,active,0,False,0,1,9,43,1,1,,
539,29,1656548291,539,active,0,False,2,1,1,1,1,1,,
540,2,1656547823,540,active,0,False,0,1,5,46,1,1,,
545,9,1656548371,545,active,0,False,0,1,1,15,1,1,,
546,5,1656548303,546,active,0,False,0,1,2,37,1,1,,
2000,52,1656548117,2000,active,0,False,0,1,1,4,1,1,,
2002,49,1656548368,2002,active,0,False,0,1,7,1,1,1,,
2003,40,1656548388,2003,active,0,False,1,1,3,11,1,1,,
2006,1,1656548358,2006,active,0,False,0,1,7,64,1,1,,
2008,27,1656548145,2008,active,0,False,1,1,2,5,1,1,,
2009,33,1656545740,2009,active,0,False,0,1,2,0,1,1,,
2010,5,1656548350,2010,active,0,False,0,1,4,33,1,1,,
2012,1,1656548362,2012,active,0,False,0,1,3,37,1,1,,
2021,28,1656548135,2021,active,0,False,0,1,5,32,1,1,,
2022,2,1656547203,2022,active,0,False,0,1,0,31,1,1,,
3016,52,1656548382,3016,active,0,False,2,1,1,1,1,1,,
3041,20,1656548339,3041,active,0,False,0,1,1,3,1,1,,
3042,14,1656548359,3042,active,0,False,1,1,2,3,1,1,,
3043,10,1656547558,3043,active,0,False,0,1,1,8,1,1,,
3044,21,1656548391,3044,active,0,False,1,1,0,6,1,1,,
3046,12,1656548291,3046,active,0,False,1,1,1,5,1,1,,
3047,7,1656548011,3047,active,0,False,1,1,7,7,1,1,,
3048,4,1656548027,3048,active,0,False,0,1,2,13,1,1,,
3049,5,1656548329,3049,active,0,False,2,1,1,12,1,1,,
3050,6,1656547952,3050,active,0,False,0,1,2,13,1,1,,
3052,6,1656547983,3052,active,0,False,0,1,2,15,1,1,,
3053,21,1656547923,3053,active,0,False,1,1,2,0,1,1,,
3054,6,1656547483,3054,active,0,False,1,1,1,12,1,1,,
3055,17,1656547945,3055,active,0,False,1,1,1,4,1,1,,
3056,21,1656548341,3056,active,0,False,2,1,0,2,1,1,,
3057,6,1656548294,3057,active,0,False,2,1,0,12,1,1,,
3058,1,1656548106,3058,active,0,False,1,1,0,23,1,1,,
3059,4,1656548010,3059,active,0,False,0,1,0,15,1,1,,
3060,16,1656548239,3060,active,0,False,2,1,1,1,1,1,,
3061,7,1656547660,3061,active,0,False,0,1,0,14,1,1,,
3062,21,1656547944,3062,active,0,False,1,1,1,1,1,1,,
3063,16,1656547693,3063,active,0,False,0,1,3,1,1,1,,
3064,12,1656548394,3064,active,0,False,0,1,3,8,1,1,,
3065,30,1656547539,3065,active,0,False,0,1,0,1,1,1,,
3066,15,1656547988,3066,active,0,False,0,1,1,3,1,1,,
3067,22,1656547833,3067,active,0,False,0,1,1,4,1,1,,
3068,41,1656548366,3068,active,0,False,1,1,0,0,1,1,,
3069,24,1656548146,3069,active,1,False,1,1,2,2,1,1,,
3070,8,1656548389,3070,active,0,False,1,1,0,15,1,1,,
3071,18,1656547711,3071,active,0,False,0,1,1,0,1,1,,
3072,20,1656548166,3072,active,0,False,2,1,1,3,1,1,,
3074,40,1656548268,3074,active,0,False,1,1,1,1,1,1,,
3075,31,1656548385,3075,active,0,False,0,1,0,1,1,1,,
3076,21,1656548097,3076,active,0,False,1,1,0,14,1,1,,
3077,30,1656548363,3077,active,0,False,0,1,1,2,1,1,,
3078,14,1656548248,3078,active,0,False,3,1,5,8,1,1,,
3080,18,1656548002,3080,active,0,False,0,1,2,1,1,1,,
3081,27,1656548217,3081,active,0,False,1,1,1,1,1,1,,
3082,21,1656548226,3082,active,0,False,0,1,2,2,1,1,,
3083,26,1656548005,3083,active,0,False,0,1,2,3,1,1,,
3085,19,1656548103,3085,active,0,False,3,1,3,2,1,1,,
3086,24,1656547943,3086,active,0,False,4,1,6,0,1,1,,
3087,29,1656547624,3087,active,0,False,1,1,1,0,1,1,,
3088,18,1656548263,3088,active,0,False,0,1,1,0,1,1,,
3092,26,1656547686,3092,active,0,False,0,1,1,0,1,1,,
3093,25,1656548060,3093,active,0,False,1,1,2,1,1,1,,
3094,18,1656547389,3094,active,0,False,1,1,0,0,1,1,,
3095,25,1656547097,3095,active,0,False,0,1,1,0,1,1,,
3096,36,1656547934,3096,active,0,False,0,1,3,0,1,1,,
3100,47,1656548381,3100,active,0,False,2,1,3,1,1,1,,
3101,26,1656548323,3101,active,0,False,0,1,1,0,1,1,,
3102,25,1656547817,3102,active,0,False,0,1,2,0,1,1,,
3105,53,1656548148,3105,active,0,False,2,1,0,0,1,1,,
3106,7,1656548403,3106,active,0,False,3,1,45,0,1,1,,
3107,37,1656547875,3107,active,0,False,0,1,2,0,1,1,,
3108,48,1656546620,3108,active,0,False,0,1,3,0,1,1,,
3109,30,1656542869,3109,active,0,False,0,1,1,0,1,1,,
3110,28,1656547850,3110,active,0,False,0,1,0,0,1,1,,
3112,28,1656548380,3112,active,0,False,2,1,2,1,1,1,,
3113,24,1656547130,3113,active,0,False,1,1,3,0,1,1,,
3115,46,1656548262,3115,active,0,False,1,1,1,2,1,1,,
3116,35,1656548179,3116,active,0,False,1,1,0,0,1,1,,
3117,20,1656548358,3117,active,0,False,1,1,5,1,1,1,,
3118,36,1656548360,3118,active,1,False,2,1,0,5,1,1,,
3119,7,1656548364,3119,active,0,False,1,1,7,30,1,1,,
3121,16,1656548344,3121,active,1,False,0,1,2,7,1,1,,
3122,76,1656487605,3122,active,0,False,1,1,2,1,0,0,,
3123,13,1656548396,3123,active,0,False,0,1,0,34,1,1,,
3124,37,1656548331,3124,active,0,False,0,1,1,5,1,1,,
3125,22,1656547724,3125,active,0,False,0,1,0,1,1,1,,
3126,10,1656548393,3126,active,0,False,0,1,5,19,1,1,,
3127,30,1656548297,3127,active,0,False,0,1,3,1,1,1,,
3128,19,1656547967,3128,active,0,False,0,1,0,8,1,1,,
3129,0,1656548162,3129,active,0,False,0,1,5,34,1,1,,
3130,0,1656548189,3130,active,0,False,0,1,0,35,1,1,,
3131,4,1656548225,3131,active,0,False,0,1,2,30,1,1,,
3132,1,1656547821,3132,active,0,False,0,1,2,32,1,1,,
3134,1,1656548131,3134,active,0,False,0,1,3,47,1,1,,
3135,7,1656548206,3135,active,0,False,0,1,0,33,1,1,,
3136,4,1656547949,3136,active,0,False,0,1,2,44,1,1,,
3137,0,1656548328,3137,active,0,False,0,1,13,14,1,1,,
3139,0,86400,3139,out_of_service,0,False,0,0,0,0,0,0,,
3140,49,1656548271,3140,active,0,False,1,1,8,0,1,1,,
3141,5,1656548091,3141,active,0,False,0,1,7,48,1,1,,
3142,10,1656548375,3142,active,1,False,0,1,6,28,1,1,,
3143,8,1656548315,3143,active,0,False,0,1,2,37,1,1,,
3144,13,1656548238,3144,active,0,False,0,1,4,29,1,1,,
3145,7,1656548156,3145,active,0,False,1,1,2,35,1,1,,
3146,11,1656548353,3146,active,0,False,0,1,3,32,1,1,,
3147,30,1656548388,3147,active,0,False,3,1,5,3,1,1,,
3148,18,1656548343,3148,active,0,False,2,1,6,7,1,1,,
3150,25,1656548153,3150,active,0,False,2,1,0,22,1,1,,
3151,6,1656548006,3151,active,0,False,1,1,5,36,1,1,,
3152,6,1656548328,3152,active,0,False,0,1,1,35,1,1,,
3154,3,1656548178,3154,active,0,False,0,1,0,42,1,1,,
3156,3,1656548391,3156,active,0,False,2,1,6,28,1,1,,
3157,19,1656546842,3157,active,0,False,0,1,2,6,1,1,,
3158,0,1656548119,3158,active,0,False,0,1,5,25,1,1,,
3159,9,1656548006,3159,active,0,False,0,1,4,16,1,1,,
3160,13,1656548231,3160,active,0,False,0,1,5,20,1,1,,
3161,10,1656548321,3161,active,0,False,2,1,1,48,1,1,,
3163,2,1656548374,3163,active,0,False,0,1,4,35,1,1,,
3164,10,1656548367,3164,active,0,False,0,1,7,47,1,1,,
3165,11,1656548298,3165,active,0,False,0,1,5,35,1,1,,
3166,19,1656548303,3166,active,0,False,1,1,0,22,1,1,,
3167,5,1656548387,3167,active,0,False,1,1,2,48,1,1,,
3169,2,1656548309,3169,active,0,False,1,1,5,67,1,1,,
3170,14,1656548304,3170,active,0,False,0,1,4,17,1,1,,
3171,11,1656548069,3171,active,0,False,1,1,2,26,1,1,,
3172,10,1656548212,3172,active,0,False,0,1,1,16,1,1,,
3173,31,1656548340,3173,active,0,False,2,1,8,39,1,1,,
3175,7,1656548296,3175,active,0,False,0,1,3,33,1,1,,
3177,16,1656548195,3177,active,0,False,1,1,1,46,1,1,,
3178,9,1656548087,3178,active,0,False,0,1,2,68,1,1,,
3179,15,1656546559,3179,active,0,False,1,1,3,5,1,1,,
3184,0,1656547973,3184,active,0,False,0,1,2,12,1,1,,
3185,20,1656548373,3185,active,0,False,1,1,1,1,1,1,,
3186,30,1656547917,3186,active,20,False,0,1,1,0,1,1,[{'id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c'}],"{'dock_blocked_count': 20, 'region': 'NYC', 'valet_revision': 25500, 'off_dock_capacity': 100, 'off_dock_count': 0, 'active': True, 'station_id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c'}"
3187,15,1656548261,3187,active,0,False,0,1,2,5,1,1,,
3191,17,1656545061,3191,active,0,False,3,1,0,1,1,1,,
3192,14,1656548249,3192,active,0,False,2,1,2,6,1,1,,
3193,16,1656548100,3193,active,0,False,3,1,1,1,1,1,,
3194,15,1656548292,3194,active,0,False,8,1,2,5,1,1,,
3195,0,1656533043,3195,active,3,False,0,1,0,31,0,0,,
3196,9,1656547450,3196,active,0,False,7,1,1,8,1,1,,
3198,4,1656548399,3198,active,0,False,3,1,2,12,1,1,,
3199,8,1656548265,3199,active,0,False,2,1,2,4,1,1,,
3201,9,1656545468,3201,active,0,False,4,1,0,9,1,1,,
3202,3,1656548379,3202,active,0,False,1,1,2,13,1,1,,
3203,23,1656548386,3203,active,0,False,0,1,2,1,1,1,,
3205,19,1656548277,3205,active,0,False,4,1,1,2,1,1,,
3206,12,1656548295,3206,active,0,False,3,1,1,13,1,1,,
3207,15,1656548156,3207,active,0,False,3,1,1,10,1,1,,
3209,18,1656548168,3209,active,1,False,0,1,3,0,1,1,,
3210,12,1656547957,3210,active,0,False,3,1,2,4,1,1,,
3211,19,1656547638,3211,active,0,False,0,1,0,3,1,1,,
3212,12,1656548372,3212,active,0,False,4,1,1,9,1,1,,
3213,11,1656547604,3213,active,0,False,0,1,0,11,1,1,,
3214,8,1656547602,3214,active,0,False,0,1,2,12,1,1,,
3220,14,1656548355,3220,active,0,False,11,1,1,3,1,1,,
3221,5,1656544468,3221,active,0,False,0,1,0,22,1,1,,
3225,11,1656548223,3225,active,0,False,5,1,2,1,1,1,,
3226,14,1656548188,3226,active,0,False,1,1,0,31,1,1,,
3231,4,1656547515,3231,active,0,False,0,1,2,32,1,1,,
3232,43,1656547934,3232,active,0,False,0,1,2,1,1,1,,
3233,1,1656548260,3233,active,0,False,0,1,1,19,1,1,,
3235,0,1656548365,3235,active,0,False,0,1,4,30,1,1,,
3236,27,1656547509,3236,active,0,False,0,1,3,3,1,1,,
3238,11,1656548378,3238,active,0,False,2,1,6,18,1,1,,
3241,7,1656548154,3241,active,0,False,2,1,2,10,1,1,,
3242,54,1656548254,3242,active,0,False,1,1,2,2,1,1,,
3243,1,1656545490,3243,active,0,False,1,1,0,28,1,1,,
3244,34,1656548214,3244,active,0,False,0,1,1,43,1,1,,
3246,33,1656548030,3246,active,0,False,4,1,0,14,1,1,,
3249,19,1656547834,3249,active,0,False,1,1,0,0,1,1,,
3254,25,1656539486,3254,active,0,False,0,1,3,1,1,1,,
3255,2,1656548364,3255,active,0,False,0,1,3,12,1,1,,
3256,18,1656547973,3256,active,0,False,0,1,5,0,1,1,,
3260,39,1656548212,3260,active,0,False,1,1,5,1,1,1,,
3263,32,1656548379,3263,active,0,False,1,1,3,24,1,1,,
3267,0,1656548345,3267,active,11,False,0,1,3,0,1,1,,
3268,7,1656547938,3268,active,0,False,5,1,0,7,1,1,,
3269,13,1656546685,3269,active,0,False,1,1,1,0,1,1,,
3270,11,1656547859,3270,active,0,False,3,1,0,3,0,0,,
3272,13,1656548167,3272,active,0,False,1,1,1,0,1,1,,
3273,15,1656547505,3273,active,0,False,1,1,2,1,1,1,,
3275,8,1656548378,3275,active,0,False,0,1,0,6,1,1,,
3276,23,1656548070,3276,active,0,False,4,1,1,2,1,1,,
