station_id,is_installed,num_docks_disabled,eightd_has_available_keys,num_ebikes_available,legacy_id,last_reported,num_docks_available,num_bikes_available,num_bikes_disabled,is_returning,station_status,is_renting,eightd_active_station_services,valet
339,1,0,False,0,339,1656536797,29,10,2,1,active,1,,
340,1,0,False,1,340,1656538224,15,12,0,1,active,1,,
341,1,0,False,0,341,1656538160,10,9,0,1,active,1,,
342,1,0,False,0,342,1656537787,14,14,1,1,active,1,,
343,1,0,False,0,343,1656538340,3,19,1,1,active,1,,
344,1,0,False,0,344,1656538025,17,5,1,1,active,1,,
346,1,0,False,0,346,1656538242,22,5,0,1,active,1,,
347,1,0,False,1,347,1656538369,33,14,6,1,active,1,,
349,1,0,False,3,349,1656538350,23,37,0,1,active,1,,
350,1,0,False,1,350,1656538294,30,15,2,1,active,1,,
352,1,0,False,0,352,1656538369,24,11,1,1,active,1,,
353,1,0,False,1,353,1656538299,12,15,0,1,active,1,,
354,1,0,False,2,354,1656538169,16,44,3,1,active,1,,
355,1,0,False,0,355,1656538228,8,35,0,1,active,1,,
356,1,0,False,5,356,1656538352,5,17,1,1,active,1,,
358,1,0,False,0,358,1656538367,7,38,4,1,active,1,,
359,1,0,False,0,359,1656538355,78,0,1,1,active,1,,
360,1,0,False,0,360,1656538299,23,12,3,1,active,1,,
361,1,0,False,0,361,1656537819,1,76,2,1,active,1,,
362,1,0,False,0,362,1656537903,47,8,0,1,active,1,,
363,1,0,False,1,363,1656538251,11,61,1,1,active,1,,
364,1,0,False,0,364,1656537546,2,24,1,1,active,1,,
366,1,0,False,0,366,1656538338,28,4,1,1,active,1,,
367,1,0,False,0,367,1656538288,34,22,1,1,active,1,,
368,1,0,False,3,368,1656538286,22,18,7,1,active,1,,
369,1,0,False,0,369,1656538147,46,29,1,1,active,1,,
372,1,0,False,0,372,1656538112,7,17,3,1,active,1,,
373,1,0,False,0,373,1656537815,3,16,0,1,active,1,,
376,1,0,False,0,376,1656538003,12,25,4,1,active,1,,
377,1,0,False,1,377,1656538182,19,27,3,1,active,1,,
379,1,0,False,4,379,1656538352,3,50,0,1,active,1,,
380,1,0,False,2,380,1656538366,8,27,5,1,active,1,,
383,1,0,False,2,383,1656538357,17,19,2,1,active,1,,
385,1,0,False,0,385,1656538360,21,7,1,1,active,1,,
386,1,0,False,0,386,1656538307,26,52,2,1,active,1,,
387,1,0,False,1,387,1656538331,8,29,2,1,active,1,,
388,1,0,False,0,388,1656538357,25,5,4,1,active,1,,
389,1,0,False,1,389,1656538285,17,9,1,1,active,1,,
390,1,0,False,0,390,1656538309,3,43,2,1,active,1,,
391,1,0,False,0,391,1656538193,15,26,1,1,active,1,,
392,1,0,False,1,392,1656538367,4,29,1,1,active,1,,
393,1,0,False,1,393,1656538284,31,6,0,1,active,1,,
394,1,1,False,1,394,1656538077,27,5,1,1,active,1,,
396,1,0,False,0,396,1656538218,16,8,1,1,active,1,,
397,1,0,False,1,397,1656538030,66,2,7,1,active,1,,
398,1,0,False,0,398,1656538262,1,31,4,1,active,1,,
399,1,0,False,0,399,1656538227,34,2,2,1,active,1,,
400,1,0,False,2,400,1656538042,7,8,0,1,active,1,,
401,1,0,False,1,401,1656538329,20,22,0,1,active,1,,
403,1,0,False,0,403,1656538291,14,39,4,1,active,1,,
405,1,0,False,0,405,1656538253,31,19,1,1,active,1,,
406,1,0,False,0,406,1656537915,15,5,0,1,active,1,,
408,1,0,False,0,408,1656538024,11,32,2,1,active,1,,
410,1,0,False,1,410,1656538336,46,32,1,1,active,1,,
411,1,0,False,3,411,1656538297,22,7,1,1,active,1,,
412,1,0,False,2,412,1656538315,0,27,2,1,active,1,,
415,1,0,False,1,415,1656538203,20,24,2,1,active,1,,
416,1,0,False,0,416,1656538308,15,14,2,1,active,1,,
417,1,0,False,0,417,1656538200,2,23,0,1,active,1,,
418,1,0,False,3,418,1656528957,1,36,0,0,active,0,,
419,0,0,False,0,419,86400,0,0,0,0,out_of_service,0,,
420,1,0,False,0,420,1656537979,35,15,1,1,active,1,,
421,1,0,False,0,421,1656537750,5,14,0,1,active,1,,
422,1,0,False,0,422,1656538262,111,0,1,1,active,1,,
423,1,0,False,3,423,1656538310,36,5,1,1,active,1,,
426,1,0,False,3,426,1656538364,1,76,4,1,active,1,,
427,1,0,False,0,427,1656538281,12,30,5,1,active,1,,
428,1,0,False,0,428,1656538297,28,11,2,1,active,1,,
432,1,0,False,0,432,1656538085,22,7,2,1,active,1,,
434,1,0,False,0,434,1656538214,10,43,7,1,active,1,,
435,1,0,False,0,435,1656538243,0,44,5,1,active,1,,
436,1,0,False,0,436,1656538332,9,18,0,1,active,1,,
437,1,0,False,0,437,1656537358,0,22,1,1,active,1,,
438,1,1,False,1,438,1656538344,34,8,3,1,active,1,,
439,1,0,False,0,439,1656538207,13,27,3,1,active,1,,
440,1,0,False,0,440,1656538246,24,6,2,1,active,1,,
442,1,0,False,0,442,1656538231,33,14,4,1,active,1,,
443,1,0,False,0,443,1656537990,10,9,4,1,active,1,,
445,1,0,False,2,445,1656538347,79,26,2,1,active,1,,
446,0,0,False,0,446,86400,0,0,0,0,out_of_service,0,,
447,1,0,False,0,447,1656538159,26,3,1,1,active,1,,
448,1,0,False,1,448,1656538339,23,2,2,1,active,1,,
450,1,0,False,0,450,1656537677,66,0,1,1,active,1,,
453,1,0,False,0,453,1656538363,54,10,2,1,active,1,,
454,1,0,False,1,454,1656538356,28,4,3,1,active,1,,
455,1,0,False,0,455,1656538337,32,23,4,1,active,1,,
456,1,0,False,0,456,1656538232,47,1,3,1,active,1,,
457,1,0,False,0,457,1656538321,70,4,5,1,active,1,,
458,1,0,False,0,458,1656538364,28,1,2,1,active,1,,
460,1,0,False,0,460,1656538355,5,14,5,1,active,1,,
461,1,0,False,0,461,1656538332,39,15,2,1,active,1,,
462,1,0,False,0,462,1656538352,27,41,6,1,active,1,,
464,1,0,False,0,464,1656538284,39,39,1,1,active,1,,
465,1,0,False,2,465,1656538346,32,3,4,1,active,1,,
466,1,0,False,0,466,1656538364,12,21,1,1,active,1,,
468,1,0,False,1,468,1656538346,72,3,4,1,active,1,,
469,1,0,False,0,469,1656538371,83,0,2,1,active,1,,
470,1,0,False,3,470,1656538365,67,16,1,1,active,1,,
471,1,0,False,3,471,1656538303,0,28,3,1,active,1,,
472,1,0,False,1,472,1656538320,43,10,2,1,active,1,,
473,1,0,False,0,473,1656538346,8,53,3,1,active,1,,
474,1,0,False,0,474,1656538230,22,15,4,1,active,1,,
476,1,0,False,0,476,1656538365,60,1,2,1,active,1,,
477,1,0,False,38,477,1656537941,1,69,1,0,active,0,,
478,1,0,False,0,478,1656538273,27,5,4,1,active,1,,
479,1,0,False,0,479,1656538340,17,12,1,1,active,1,,
480,1,0,False,1,480,1656538343,17,10,1,1,active,1,,
481,1,0,False,1,481,1656538327,9,12,4,1,active,1,,
482,1,0,False,2,482,1656538339,51,23,3,1,active,1,,
483,1,0,False,0,483,1656538024,28,8,0,1,active,1,,
484,1,46,False,0,484,1656538365,0,29,5,1,active,1,[{'id': '66dc48ef-0aca-11e7-82f6-3863bb44ef7c'}],"{'off_dock_capacity': 120, 'active': True, 'dock_blocked_count': 46, 'valet_revision': 42568, 'region': 'BKN', 'station_id': '66dc48ef-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_count': 41}"
485,1,0,False,0,485,1656538344,36,1,2,1,active,1,,
486,1,0,False,0,486,86400,0,0,0,1,active,1,,
488,1,0,False,1,488,1656538369,33,10,1,1,active,1,,
489,1,0,False,1,489,1656538303,20,25,3,1,active,1,,
490,1,0,False,2,490,1656538323,60,4,2,1,active,1,[{'id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c'}],"{'off_dock_capacity': 120, 'active': True, 'dock_blocked_count': 0, 'valet_revision': 12095, 'region': 'BKN', 'station_id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_count': 28}"
494,1,0,False,0,494,1656538345,60,3,2,1,active,1,,
495,1,0,False,0,495,1656538352,23,11,3,1,active,1,,
496,1,0,False,1,496,1656538354,20,40,5,1,active,1,,
497,0,0,False,0,497,86400,0,0,0,0,out_of_service,0,,
500,1,0,False,0,500,1656538328,59,13,5,1,active,1,,
501,1,0,False,1,501,1656538321,51,26,6,1,active,1,,
502,1,0,False,3,502,1656538267,22,11,3,1,active,1,,
503,1,0,False,0,503,1656538357,18,6,5,1,active,1,,
504,1,0,False,1,504,1656538271,41,9,4,1,active,1,,
505,1,0,False,0,505,1656538234,6,42,4,1,active,1,,
507,1,0,False,0,507,1656538317,36,38,5,1,active,1,,
508,1,0,False,0,508,1656538319,19,5,1,1,active,1,,
509,1,0,False,2,509,1656538349,32,25,4,1,active,1,,
510,1,45,False,0,510,1656538354,0,41,2,1,active,1,[{'id': '66dc7b10-0aca-11e7-82f6-3863bb44ef7c'}],"{'off_dock_capacity': 120, 'active': True, 'dock_blocked_count': 45, 'valet_revision': 13544, 'region': 'BKN', 'station_id': '66dc7b10-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_count': 1}"
511,1,0,False,0,511,1656538267,23,6,2,1,active,1,,
512,1,0,False,1,512,1656538356,17,10,2,1,active,1,,
513,1,1,False,1,513,1656538346,23,1,4,1,active,1,,
514,1,0,False,3,514,1656538368,7,37,5,1,active,1,,
515,1,0,False,2,515,1656538359,58,17,3,1,active,1,,
516,1,0,False,0,516,1656538310,29,17,2,1,active,1,,
522,1,3,False,0,522,1656538334,37,31,4,1,active,1,,
525,1,0,False,1,525,1656538355,20,35,0,1,active,1,,
526,1,0,False,0,526,1656538369,32,7,1,1,active,1,,
528,1,0,False,1,528,1656538346,23,8,8,1,active,1,,
529,1,0,False,5,529,1656538314,9,27,5,1,active,1,,
530,1,0,False,0,530,1656538334,19,3,2,1,active,1,,
531,1,0,False,0,531,1656538346,5,60,1,1,active,1,,
532,1,0,False,0,532,1656538129,4,32,6,1,active,1,,
536,1,1,False,0,536,1656538274,24,4,0,1,active,1,,
537,1,0,False,0,537,1656538178,33,11,9,1,active,1,,
539,1,0,False,1,539,1656538331,0,30,1,1,active,1,,
540,1,0,False,0,540,1656538231,38,11,4,1,active,1,,
545,1,0,False,0,545,1656538230,18,7,0,1,active,1,,
546,1,0,False,0,546,1656538313,22,19,3,1,active,1,,
2000,1,0,False,0,2000,1656538173,2,54,1,1,active,1,,
2002,1,0,False,0,2002,1656538242,0,49,7,1,active,1,,
2003,1,0,False,1,2003,1656538363,38,12,4,1,active,1,,
2006,1,0,False,1,2006,1656538269,58,5,10,1,active,1,,
2008,1,0,False,0,2008,1656538098,7,24,3,1,active,1,,
2009,1,0,False,0,2009,1656538266,3,30,2,1,active,1,,
2010,1,0,False,2,2010,1656538303,21,18,4,1,active,1,,
2012,1,0,False,1,2012,1656538352,37,1,3,1,active,1,,
2021,1,0,False,1,2021,1656538368,39,24,2,1,active,1,,
2022,1,0,False,0,2022,1656537976,30,3,0,1,active,1,,
3016,1,0,False,0,3016,1656538251,7,47,0,1,active,1,,
3041,1,0,False,1,3041,1656537219,6,17,1,1,active,1,,
3042,1,0,False,4,3042,1656538275,3,14,2,1,active,1,,
3043,1,0,False,0,3043,1656538088,6,11,2,1,active,1,,
3044,1,0,False,0,3044,1656538328,5,22,0,1,active,1,,
3046,1,0,False,0,3046,1656538204,7,10,1,1,active,1,,
3047,1,0,False,0,3047,1656538227,7,11,3,1,active,1,,
3048,1,0,False,0,3048,1656538336,13,4,2,1,active,1,,
3049,1,0,False,1,3049,1656538288,10,7,1,1,active,1,,
3050,1,0,False,0,3050,1656536961,20,0,1,1,active,1,,
3052,1,0,False,2,3052,1656537835,16,5,2,1,active,1,,
3053,1,0,False,1,3053,1656538137,13,8,2,1,active,1,,
3054,1,0,False,0,3054,1656537596,18,0,1,1,active,1,,
3055,1,0,False,0,3055,1656538202,7,14,1,1,active,1,,
3056,1,0,False,0,3056,1656536869,0,22,1,1,active,1,,
3057,1,0,False,0,3057,1656537655,16,1,0,1,active,1,,
3058,1,0,False,0,3058,1656538057,21,2,0,1,active,1,,
3059,1,0,False,0,3059,1656537227,11,8,0,1,active,1,,
3060,1,0,False,0,3060,1656537742,8,11,0,1,active,1,,
3061,1,0,False,0,3061,1656537364,7,14,0,1,active,1,,
3062,1,0,False,0,3062,1656537661,2,21,0,1,active,1,,
3063,1,0,False,0,3063,1656537072,3,15,2,1,active,1,,
3064,1,0,False,2,3064,1656537640,12,9,2,1,active,1,,
3065,1,0,False,0,3065,1656536730,2,29,0,1,active,1,,
3066,1,0,False,0,3066,1656536869,4,15,0,1,active,1,,
3067,1,0,False,1,3067,1656538145,3,24,0,1,active,1,,
3068,1,0,False,1,3068,1656538177,0,42,0,1,active,1,,
3069,1,1,False,0,3069,1656538240,2,24,2,1,active,1,,
3070,1,0,False,0,3070,1656538042,6,17,0,1,active,1,,
3071,1,0,False,1,3071,1656538288,2,17,0,1,active,1,,
3072,1,0,False,0,3072,1656538042,1,22,1,1,active,1,,
3074,1,0,False,1,3074,1656538313,3,38,1,1,active,1,,
3075,1,0,False,0,3075,1656538199,3,30,0,1,active,1,,
3076,1,0,False,0,3076,1656538231,20,15,0,1,active,1,,
3077,1,0,False,1,3077,1656538162,3,29,1,1,active,1,,
3078,1,0,False,2,3078,1656538203,6,18,2,1,active,1,,
3080,1,0,False,0,3080,1656538211,18,0,2,1,active,1,,
3081,1,0,False,2,3081,1656537398,0,28,1,1,active,1,,
3082,1,0,False,0,3082,1656537838,3,21,1,1,active,1,,
3083,1,0,False,0,3083,1656537993,2,26,2,1,active,1,,
3085,1,0,False,1,3085,1656537893,0,19,5,1,active,1,,
3086,1,0,False,0,3086,1656538302,8,17,5,1,active,1,,
3087,1,0,False,0,3087,1656538146,2,28,0,1,active,1,,
3088,1,0,False,1,3088,1656538360,1,17,1,1,active,1,,
3092,1,0,False,1,3092,1656538108,0,26,1,1,active,1,,
3093,1,0,False,1,3093,1656538328,2,25,1,1,active,1,,
3094,1,0,False,1,3094,1656538142,1,17,0,1,active,1,,
3095,1,0,False,1,3095,1656538312,3,22,1,1,active,1,,
3096,1,0,False,1,3096,1656538197,0,37,2,1,active,1,,
3100,1,0,False,0,3100,1656538364,0,48,3,1,active,1,,
3101,1,0,False,0,3101,1656537974,0,25,2,1,active,1,,
3102,1,0,False,0,3102,1656538270,0,24,3,1,active,1,,
3105,1,0,False,0,3105,1656533117,0,54,0,1,active,1,,
3106,1,0,False,3,3106,1656538274,0,5,47,1,active,1,,
3107,1,0,False,0,3107,1656537604,0,36,3,1,active,1,,
3108,1,0,False,0,3108,1656538021,14,34,3,1,active,1,,
3109,1,0,False,0,3109,1656538346,1,29,1,1,active,1,,
3110,1,0,False,1,3110,1656538328,6,22,0,1,active,1,,
3112,1,0,False,4,3112,1656538320,1,27,2,1,active,1,,
3113,1,0,False,0,3113,1656538354,4,22,1,1,active,1,,
3115,1,0,False,1,3115,1656537944,1,48,0,1,active,1,,
3116,1,0,False,1,3116,1656538217,13,22,0,1,active,1,,
3117,1,0,False,1,3117,1656538223,17,7,2,1,active,1,,
3118,1,1,False,1,3118,1656538129,4,37,0,1,active,1,,
3119,1,0,False,1,3119,1656538244,18,22,5,1,active,1,,
3121,1,1,False,2,3121,1656538108,1,20,3,1,active,1,,
3122,1,0,False,1,3122,1656487605,1,76,2,0,active,0,,
3123,1,0,False,0,3123,1656537175,28,17,2,1,active,1,,
3124,1,0,False,1,3124,1656538358,11,32,0,1,active,1,,
3125,1,0,False,0,3125,1656538230,2,21,0,1,active,1,,
3126,1,0,False,1,3126,1656538342,14,16,4,1,active,1,,
3127,1,0,False,0,3127,1656537806,5,28,1,1,active,1,,
3128,1,0,False,0,3128,1656537626,3,24,0,1,active,1,,
3129,1,0,False,1,3129,1656538360,26,8,4,1,active,1,,
3130,1,0,False,0,3130,1656538202,24,11,0,1,active,1,,
3131,1,0,False,1,3131,1656538353,28,6,2,1,active,1,,
3132,1,0,False,0,3132,1656538311,24,10,1,1,active,1,,
3134,1,0,False,0,3134,1656537977,40,7,4,1,active,1,,
3135,1,0,False,0,3135,1656538130,39,1,0,1,active,1,,
3136,1,0,False,0,3136,1656538291,48,1,1,1,active,1,,
3137,1,0,False,1,3137,1656538369,13,9,6,1,active,1,,
3139,0,0,False,0,3139,86400,0,0,0,0,out_of_service,0,,
3140,1,0,False,2,3140,1656538330,31,19,7,1,active,1,,
3141,1,45,False,0,3141,1656538346,0,27,7,1,active,1,[{'id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c'}],"{'off_dock_capacity': 120, 'active': True, 'dock_blocked_count': 45, 'valet_revision': 52445, 'region': 'BKN', 'station_id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_count': 1}"
3142,1,1,False,1,3142,1656538304,19,19,5,1,active,1,,
3143,1,0,False,0,3143,1656538301,43,1,3,1,active,1,,
3144,1,0,False,3,3144,1656538241,39,4,3,1,active,1,,
3145,1,0,False,0,3145,1656538370,43,0,2,1,active,1,,
3146,1,0,False,0,3146,1656538335,38,5,3,1,active,1,,
3147,1,0,False,3,3147,1656538346,19,17,2,1,active,1,,
3148,1,0,False,1,3148,1656538232,24,3,3,1,active,1,,
3150,1,0,False,0,3150,1656538320,43,4,0,1,active,1,,
3151,1,0,False,1,3151,1656538285,40,4,3,1,active,1,,
3152,1,0,False,1,3152,1656538253,31,9,1,1,active,1,,
3154,1,0,False,1,3154,1656537992,39,7,0,1,active,1,,
3156,1,0,False,0,3156,1656538352,32,2,3,1,active,1,,
3157,1,0,False,0,3157,1656538264,12,14,1,1,active,1,,
3158,1,0,False,3,3158,1656538320,24,4,1,1,active,1,,
3159,1,0,False,3,3159,1656538313,21,8,2,1,active,1,,
3160,1,0,False,1,3160,1656538370,32,2,4,1,active,1,,
3161,1,0,False,0,3161,1656538366,56,2,1,1,active,1,,
3163,1,0,False,1,3163,1656538367,21,18,3,1,active,1,,
3164,1,0,False,4,3164,1656538219,52,11,2,1,active,1,,
3165,1,0,False,7,3165,1656538215,23,21,5,1,active,1,,
3166,1,0,False,2,3166,1656538363,31,7,2,1,active,1,,
3167,1,0,False,3,3167,1656538215,42,8,4,1,active,1,,
3169,1,0,False,2,3169,1656537984,69,3,2,1,active,1,,
3170,1,0,False,0,3170,1656538362,28,5,2,1,active,1,,
3171,1,0,False,1,3171,1656538259,31,7,0,1,active,1,,
3172,1,0,False,0,3172,1656538335,25,1,1,1,active,1,,
3173,1,1,False,4,3173,1656538285,59,14,4,1,active,1,,
3175,1,0,False,0,3175,1656537993,29,8,6,1,active,1,,
3177,1,0,False,0,3177,1656537769,60,2,1,1,active,1,,
3178,1,0,False,0,3178,1656537851,75,0,3,1,active,1,,
3179,1,0,False,0,3179,1656538172,6,14,3,1,active,1,,
3184,1,0,False,2,3184,1656538197,6,6,2,1,active,1,,
3185,1,0,False,0,3185,1656538040,4,17,1,1,active,1,,
3186,1,20,False,0,3186,1656538355,0,21,1,1,active,1,[{'id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c'}],"{'off_dock_capacity': 100, 'active': True, 'dock_blocked_count': 20, 'valet_revision': 25438, 'region': 'NYC', 'station_id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_count': 0}"
3187,1,0,False,0,3187,1656537799,8,13,1,1,active,1,,
3191,1,0,False,2,3191,1656537610,1,17,0,1,active,1,,
3192,1,0,False,0,3192,1656538365,19,1,2,1,active,1,,
3193,1,0,False,1,3193,1656538086,7,10,1,1,active,1,,
3194,1,0,False,2,3194,1656536776,13,8,1,1,active,1,,
3195,1,3,False,0,3195,1656533043,31,0,0,0,active,0,,
3196,1,0,False,2,3196,1656537481,14,3,1,1,active,1,,
3198,1,0,False,5,3198,1656537800,10,6,2,1,active,1,,
3199,1,0,False,3,3199,1656538149,5,8,1,1,active,1,,
3201,1,0,False,5,3201,1656537321,8,10,0,1,active,1,,
3202,1,0,False,1,3202,1656538365,9,8,1,1,active,1,,
3203,1,0,False,3,3203,1656537940,0,25,1,1,active,1,,
3205,1,0,False,5,3205,1656538149,5,16,1,1,active,1,,
3206,1,0,False,10,3206,1656537932,3,22,1,1,active,1,,
3207,1,0,False,3,3207,1656537092,9,16,1,1,active,1,,
3209,1,1,False,3,3209,1656538269,6,13,2,1,active,1,,
3210,1,0,False,1,3210,1656538162,1,15,2,1,active,1,,
3211,1,0,False,1,3211,1656538245,1,21,0,1,active,1,,
3212,1,0,False,4,3212,1656536930,12,8,2,1,active,1,,
3213,1,0,False,1,3213,1656537753,5,17,0,1,active,1,,
3214,1,0,False,0,3214,1656538292,7,13,2,1,active,1,,
3220,1,0,False,13,3220,1656526597,1,16,1,1,active,1,,
3221,1,0,False,0,3221,1656538138,19,8,0,1,active,1,,
3225,1,0,False,5,3225,1656536522,7,6,1,1,active,1,,
3226,1,0,False,1,3226,1656538278,38,6,1,1,active,1,,
3231,1,0,False,0,3231,1656538286,33,2,3,1,active,1,,
3232,1,0,False,1,3232,1656538175,1,44,1,1,active,1,,
3233,1,0,False,0,3233,1656538234,19,0,2,1,active,1,,
3235,1,0,False,0,3235,1656538348,29,1,4,1,active,1,,
3236,1,0,False,0,3236,1656538329,17,15,1,1,active,1,,
3238,1,0,False,2,3238,1656538357,27,3,5,1,active,1,,
3241,1,0,False,0,3241,1656537859,14,4,1,1,active,1,,
3242,1,0,False,1,3242,1656538312,1,57,1,1,active,1,,
