station_id,num_bikes_available,last_reported,is_renting,num_docks_available,eightd_has_available_keys,is_returning,station_status,num_ebikes_available,num_bikes_disabled,is_installed,num_docks_disabled,legacy_id,valet,eightd_active_station_services
339,9,1656534492,1,30,False,1,active,0,2,1,0,339,,
340,13,1656535446,1,14,False,1,active,0,0,1,0,340,,
341,10,1656536110,1,9,False,1,active,1,0,1,0,341,,
342,10,1656536175,1,18,False,1,active,1,1,1,0,342,,
343,21,1656535315,1,1,False,1,active,1,1,1,0,343,,
344,7,1656536178,1,14,False,1,active,2,2,1,0,344,,
346,5,1656535374,1,22,False,1,active,1,0,1,0,346,,
347,19,1656536185,1,30,False,1,active,0,5,1,0,347,,
349,27,1656535949,1,34,False,1,active,2,0,1,0,349,,
350,9,1656536019,1,36,False,1,active,1,2,1,0,350,,
352,22,1656536103,1,13,False,1,active,1,1,1,0,352,,
353,17,1656535752,1,10,False,1,active,0,0,1,0,353,,
354,39,1656535992,1,22,False,1,active,0,2,1,0,354,,
355,34,1656536000,1,9,False,1,active,0,0,1,0,355,,
356,12,1656536108,1,10,False,1,active,4,1,1,0,356,,
358,28,1656536182,1,20,False,1,active,0,2,1,0,358,,
359,31,1656536115,1,47,False,1,active,0,1,1,0,359,,
360,23,1656535794,1,12,False,1,active,1,3,1,0,360,,
361,76,1656536139,1,1,False,1,active,1,2,1,0,361,,
362,13,1656536118,1,42,False,1,active,0,0,1,0,362,,
363,56,1656536195,1,15,False,1,active,1,1,1,0,363,,
364,22,1656535545,1,4,False,1,active,0,1,1,0,364,,
366,7,1656535871,1,25,False,1,active,0,1,1,0,366,,
367,41,1656536180,1,15,False,1,active,0,1,1,0,367,,
368,13,1656536182,1,26,False,1,active,2,7,1,0,368,,
369,31,1656536175,1,44,False,1,active,1,1,1,0,369,,
372,15,1656536131,1,9,False,1,active,0,3,1,0,372,,
373,16,1656533335,1,3,False,1,active,0,0,1,0,373,,
376,28,1656536070,1,9,False,1,active,1,4,1,0,376,,
377,29,1656535668,1,17,False,1,active,0,3,1,0,377,,
379,47,1656536197,1,7,False,1,active,8,0,1,0,379,,
380,19,1656536156,1,18,False,1,active,0,4,1,0,380,,
383,13,1656536077,1,23,False,1,active,1,2,1,0,383,,
385,9,1656534033,1,20,False,1,active,0,0,1,0,385,,
386,59,1656536104,1,19,False,1,active,1,2,1,0,386,,
387,32,1656536044,1,3,False,1,active,0,4,1,0,387,,
388,10,1656536159,1,19,False,1,active,0,5,1,0,388,,
389,17,1656536189,1,8,False,1,active,2,2,1,0,389,,
390,43,1656535992,1,3,False,1,active,0,2,1,0,390,,
391,23,1656536075,1,18,False,1,active,0,1,1,0,391,,
392,27,1656535927,1,7,False,1,active,0,0,1,0,392,,
393,6,1656536190,1,31,False,1,active,1,0,1,0,393,,
394,0,1656536009,1,30,False,1,active,0,3,1,1,394,,
396,11,1656535893,1,13,False,1,active,0,1,1,0,396,,
397,0,1656534853,1,69,False,1,active,0,6,1,0,397,,
398,34,1656536109,1,0,False,1,active,3,2,1,0,398,,
399,2,1656536002,1,34,False,1,active,1,2,1,0,399,,
400,6,1656536188,1,9,False,1,active,1,0,1,0,400,,
401,24,1656536101,1,16,False,1,active,2,1,1,0,401,,
403,41,1656535989,1,12,False,1,active,2,4,1,0,403,,
405,14,1656536141,1,36,False,1,active,1,1,1,0,405,,
406,9,1656536175,1,10,False,1,active,2,1,1,0,406,,
408,35,1656535904,1,8,False,1,active,1,2,1,0,408,,
410,28,1656535550,1,50,False,1,active,1,1,1,0,410,,
411,4,1656535895,1,25,False,1,active,1,1,1,0,411,,
412,23,1656536115,1,4,False,1,active,0,2,1,0,412,,
415,28,1656536194,1,17,False,1,active,0,1,1,0,415,,
416,17,1656536172,1,13,False,1,active,0,1,1,0,416,,
417,24,1656535983,1,1,False,1,active,1,0,1,0,417,,
418,36,1656528957,0,1,False,0,active,3,0,1,0,418,,
419,0,86400,0,0,False,0,out_of_service,0,0,0,0,419,,
420,15,1656536120,1,35,False,1,active,1,1,1,0,420,,
421,15,1656536142,1,4,False,1,active,0,0,1,0,421,,
422,2,1656536186,1,108,False,1,active,0,1,1,1,422,,
423,0,1656536096,1,43,False,1,active,0,1,1,0,423,,
426,76,1656536158,1,1,False,1,active,4,4,1,0,426,,
427,27,1656535539,1,16,False,1,active,0,4,1,0,427,,
428,12,1656536026,1,27,False,1,active,0,2,1,0,428,,
432,11,1656536128,1,18,False,1,active,0,2,1,0,432,,
434,44,1656536190,1,9,False,1,active,1,7,1,0,434,,
435,43,1656536104,1,2,False,1,active,3,4,1,0,435,,
436,19,1656535439,1,8,False,1,active,0,0,1,0,436,,
437,22,1656534243,1,0,False,1,active,1,1,1,0,437,,
438,10,1656536086,1,33,False,1,active,3,2,1,1,438,,
439,21,1656536175,1,19,False,1,active,1,3,1,0,439,,
440,21,1656535315,1,8,False,1,active,0,2,1,0,440,,
442,20,1656536079,1,27,False,1,active,1,4,1,0,442,,
443,11,1656534829,1,8,False,1,active,1,4,1,0,443,,
445,22,1656535996,1,83,False,1,active,1,2,1,0,445,,
446,0,86400,0,0,False,0,out_of_service,0,0,0,0,446,,
447,1,1656536110,1,28,False,1,active,1,1,1,0,447,,
448,2,1656536142,1,23,False,1,active,0,2,1,0,448,,
450,1,1656536051,1,65,False,1,active,0,1,1,0,450,,
453,10,1656536159,1,55,False,1,active,4,1,1,0,453,,
454,0,1656536026,1,33,False,1,active,0,2,1,0,454,,
455,42,1656536171,1,14,False,1,active,1,3,1,0,455,,
456,6,1656536156,1,42,False,1,active,0,3,1,0,456,,
457,3,1656536194,1,70,False,1,active,1,6,1,0,457,,
458,10,1656536109,1,19,False,1,active,0,2,1,0,458,,
460,17,1656536161,1,3,False,1,active,0,4,1,0,460,,
461,14,1656536121,1,40,False,1,active,1,2,1,0,461,,
462,38,1656536143,1,29,False,1,active,2,7,1,0,462,,
464,45,1656536190,1,33,False,1,active,1,1,1,0,464,,
465,15,1656536147,1,18,False,1,active,0,5,1,0,465,,
466,24,1656536183,1,10,False,1,active,0,0,1,0,466,,
468,0,1656535489,1,75,False,1,active,0,4,1,0,468,,
469,0,1656536056,1,84,False,1,active,0,1,1,0,469,,
470,8,1656535923,1,75,False,1,active,0,1,1,0,470,,
471,29,1656535510,1,0,False,1,active,3,2,1,0,471,,
472,14,1656535972,1,39,False,1,active,0,2,1,0,472,,
473,46,1656536137,1,15,False,1,active,0,3,1,0,473,,
474,28,1656536180,1,10,False,1,active,0,3,1,0,474,,
476,3,1656536103,1,61,False,1,active,1,0,1,0,476,,
477,69,1656535999,0,1,False,0,active,38,1,1,0,477,,
478,0,1656536150,1,32,False,1,active,0,4,1,0,478,,
479,13,1656536195,1,15,False,1,active,1,2,1,0,479,,
480,7,1656536111,1,19,False,1,active,2,2,1,0,480,,
481,9,1656536171,1,12,False,1,active,0,4,1,0,481,,
482,18,1656536080,1,56,False,1,active,0,3,1,0,482,,
483,11,1656536172,1,25,False,1,active,0,0,1,0,483,,
484,22,1656536181,1,0,False,1,active,7,6,1,46,484,"{'station_id': '66dc48ef-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_capacity': 120, 'region': 'BKN', 'valet_revision': 42524, 'off_dock_count': 75, 'active': True, 'dock_blocked_count': 46}",[{'id': '66dc48ef-0aca-11e7-82f6-3863bb44ef7c'}]
485,2,1656536112,1,35,False,1,active,1,2,1,0,485,,
486,0,86400,1,0,False,1,active,0,0,1,0,486,,
488,11,1656536196,1,30,False,1,active,3,3,1,0,488,,
489,24,1656536123,1,21,False,1,active,2,3,1,0,489,,
490,5,1656536158,1,60,False,1,active,2,1,1,0,490,"{'station_id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_capacity': 120, 'region': 'BKN', 'valet_revision': 12058, 'off_dock_count': 11, 'active': True, 'dock_blocked_count': 0}",[{'id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c'}]
494,3,1656536097,1,62,False,1,active,2,1,1,0,494,,
495,4,1656536193,1,32,False,1,active,0,2,1,0,495,,
496,54,1656536173,1,6,False,1,active,4,4,1,0,496,,
497,0,86400,0,0,False,0,out_of_service,0,0,0,0,497,,
500,25,1656536123,1,47,False,1,active,0,5,1,0,500,,
501,24,1656536195,1,54,False,1,active,1,4,1,0,501,,
502,6,1656535664,1,27,False,1,active,2,3,1,0,502,,
503,16,1656536154,1,11,False,1,active,2,2,1,0,503,,
504,7,1656536119,1,44,False,1,active,1,3,1,0,504,,
505,34,1656536163,1,14,False,1,active,1,3,1,0,505,,
507,39,1656535741,1,36,False,1,active,0,4,1,0,507,,
508,1,1656535948,1,24,False,1,active,0,0,1,0,508,,
509,16,1656536146,1,41,False,1,active,2,4,1,0,509,,
510,41,1656536149,1,0,False,1,active,17,1,1,45,510,"{'station_id': '66dc7b10-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_capacity': 120, 'region': 'BKN', 'valet_revision': 13501, 'off_dock_count': 44, 'active': True, 'dock_blocked_count': 45}",[{'id': '66dc7b10-0aca-11e7-82f6-3863bb44ef7c'}]
511,12,1656535936,1,17,False,1,active,2,2,1,0,511,,
512,14,1656536095,1,12,False,1,active,2,3,1,0,512,,
513,3,1656536193,1,21,False,1,active,0,4,1,1,513,,
514,23,1656536178,1,21,False,1,active,1,5,1,0,514,,
515,3,1656536140,1,73,False,1,active,0,3,1,0,515,,
516,14,1656535608,1,32,False,1,active,0,2,1,0,516,,
522,44,1656536024,1,25,False,1,active,1,4,1,2,522,,
525,34,1656536021,1,21,False,1,active,0,0,1,0,525,,
526,25,1656536073,1,13,False,1,active,1,2,1,0,526,,
528,4,1656536188,1,30,False,1,active,0,5,1,0,528,,
529,36,1656536182,1,0,False,1,active,13,5,1,0,529,,
530,0,1656536102,1,21,False,1,active,0,3,1,0,530,,
531,58,1656536181,1,7,False,1,active,0,1,1,0,531,,
532,29,1656536159,1,8,False,1,active,0,5,1,0,532,,
536,1,1656536157,1,27,False,1,active,0,0,1,1,536,,
537,9,1656536152,1,36,False,1,active,2,8,1,0,537,,
539,28,1656536020,1,2,False,1,active,1,1,1,0,539,,
540,10,1656536016,1,39,False,1,active,0,4,1,0,540,,
545,7,1656536147,1,18,False,1,active,2,0,1,0,545,,
546,27,1656536046,1,14,False,1,active,0,3,1,0,546,,
2000,54,1656535760,1,2,False,1,active,0,1,1,0,2000,,
2002,47,1656536197,1,5,False,1,active,0,4,1,0,2002,,
2003,10,1656536076,1,44,False,1,active,2,0,1,0,2003,,
2006,3,1656536140,1,62,False,1,active,0,8,1,0,2006,,
2008,30,1656535871,1,1,False,1,active,0,3,1,0,2008,,
2009,30,1656535587,1,2,False,1,active,0,3,1,0,2009,,
2010,17,1656536076,1,21,False,1,active,1,4,1,0,2010,,
2012,0,1656535272,1,38,False,1,active,0,3,1,0,2012,,
2021,20,1656536095,1,43,False,1,active,6,2,1,0,2021,,
2022,4,1656536062,1,29,False,1,active,2,0,1,0,2022,,
3016,53,1656536156,1,1,False,1,active,1,0,1,0,3016,,
3041,16,1656536150,1,7,False,1,active,0,1,1,0,3041,,
3042,16,1656536154,1,0,False,1,active,5,3,1,0,3042,,
3043,12,1656535667,1,6,False,1,active,0,1,1,0,3043,,
3044,21,1656535733,1,6,False,1,active,0,0,1,0,3044,,
3046,14,1656534884,1,3,False,1,active,0,1,1,0,3046,,
3047,8,1656535933,1,10,False,1,active,0,3,1,0,3047,,
3048,8,1656535811,1,9,False,1,active,0,1,1,0,3048,,
3049,3,1656535210,1,14,False,1,active,1,1,1,0,3049,,
3050,2,1656535978,1,18,False,1,active,1,1,1,0,3050,,
3052,3,1656535624,1,18,False,1,active,0,2,1,0,3052,,
3053,7,1656535813,1,14,False,1,active,1,2,1,0,3053,,
3054,1,1656535916,1,17,False,1,active,0,1,1,0,3054,,
3055,16,1656535741,1,5,False,1,active,1,1,1,0,3055,,
3056,21,1656535135,1,2,False,1,active,0,0,1,0,3056,,
3057,2,1656535409,1,15,False,1,active,0,0,1,0,3057,,
3058,4,1656535474,1,19,False,1,active,0,0,1,0,3058,,
3059,10,1656536144,1,9,False,1,active,0,0,1,0,3059,,
3060,7,1656535858,1,12,False,1,active,0,0,1,0,3060,,
3061,12,1656528809,1,9,False,1,active,0,0,1,0,3061,,
3062,23,1656533726,1,0,False,1,active,0,0,1,0,3062,,
3063,15,1656535481,1,3,False,1,active,2,2,1,0,3063,,
3064,6,1656535601,1,15,False,1,active,0,2,1,0,3064,,
3065,30,1656534737,1,1,False,1,active,0,0,1,0,3065,,
3066,17,1656535421,1,2,False,1,active,1,0,1,0,3066,,
3067,21,1656535708,1,6,False,1,active,0,0,1,0,3067,,
3068,42,1656534985,1,0,False,1,active,0,0,1,0,3068,,
3069,24,1656535978,1,2,False,1,active,0,2,1,1,3069,,
3070,16,1656535640,1,7,False,1,active,0,0,1,0,3070,,
3071,18,1656535024,1,1,False,1,active,0,0,1,0,3071,,
3072,23,1656535874,1,0,False,1,active,1,1,1,0,3072,,
3074,40,1656534973,1,0,False,1,active,1,2,1,0,3074,,
3075,31,1656536070,1,2,False,1,active,1,0,1,0,3075,,
3076,22,1656536058,1,13,False,1,active,0,0,1,0,3076,,
3077,27,1656536144,1,5,False,1,active,0,1,1,0,3077,,
3078,18,1656535848,1,6,False,1,active,1,2,1,0,3078,,
3080,4,1656536107,1,14,False,1,active,1,2,1,0,3080,,
3081,26,1656535947,1,1,False,1,active,0,2,1,0,3081,,
3082,20,1656536078,1,4,False,1,active,1,1,1,0,3082,,
3083,26,1656535978,1,2,False,1,active,0,2,1,0,3083,,
3085,18,1656536089,1,4,False,1,active,0,3,1,0,3085,,
3086,19,1656536131,1,7,False,1,active,0,4,1,0,3086,,
3087,28,1656535645,1,2,False,1,active,0,0,1,0,3087,,
3088,16,1656535218,1,1,False,1,active,1,2,1,0,3088,,
3092,26,1656535383,1,0,False,1,active,0,1,1,0,3092,,
3093,25,1656536130,1,2,False,1,active,0,1,1,0,3093,,
3094,14,1656536100,1,4,False,1,active,0,0,1,0,3094,,
3095,20,1656534306,1,5,False,1,active,0,1,1,0,3095,,
3096,37,1656535232,1,0,False,1,active,1,2,1,0,3096,,
3100,45,1656536037,1,4,False,1,active,0,2,1,0,3100,,
3101,23,1656536143,1,3,False,1,active,0,1,1,0,3101,,
3102,23,1656536167,1,1,False,1,active,0,3,1,0,3102,,
3105,54,1656533117,1,0,False,1,active,0,0,1,0,3105,,
3106,8,1656536155,1,0,False,1,active,4,44,1,0,3106,,
3107,35,1656535535,1,1,False,1,active,0,3,1,0,3107,,
3108,31,1656536178,1,18,False,1,active,0,2,1,0,3108,,
3109,30,1656535826,1,0,False,1,active,0,1,1,0,3109,,
3110,21,1656535842,1,3,False,1,active,1,3,1,0,3110,,
3112,27,1656536104,1,0,False,1,active,3,3,1,0,3112,,
3113,26,1656535627,1,0,False,1,active,0,1,1,0,3113,,
3115,47,1656536075,1,2,False,1,active,0,0,1,0,3115,,
3116,14,1656536020,1,21,False,1,active,0,0,1,0,3116,,
3117,8,1656535961,1,15,False,1,active,0,3,1,0,3117,,
3118,34,1656536192,1,7,False,1,active,0,0,1,1,3118,,
3119,27,1656536142,1,14,False,1,active,1,4,1,0,3119,,
3121,16,1656536128,1,6,False,1,active,0,3,1,1,3121,,
3122,76,1656487605,0,1,False,0,active,1,2,1,0,3122,,
3123,22,1656536135,1,23,False,1,active,1,2,1,0,3123,,
3124,32,1656536021,1,11,False,1,active,0,0,1,0,3124,,
3125,21,1656536179,1,2,False,1,active,0,0,1,0,3125,,
3126,18,1656535907,1,14,False,1,active,0,2,1,0,3126,,
3127,31,1656535122,1,2,False,1,active,1,1,1,0,3127,,
3128,20,1656535519,1,7,False,1,active,0,0,1,0,3128,,
3129,12,1656536050,1,23,False,1,active,1,4,1,0,3129,,
3130,14,1656535102,1,21,False,1,active,0,0,1,0,3130,,
3131,3,1656536042,1,31,False,1,active,2,2,1,0,3131,,
3132,18,1656536091,1,15,False,1,active,0,2,1,0,3132,,
3134,16,1656535845,1,31,False,1,active,0,4,1,0,3134,,
3135,4,1656535487,1,36,False,1,active,0,0,1,0,3135,,
3136,1,1656536172,1,49,False,1,active,1,0,1,0,3136,,
3137,7,1656536185,1,13,False,1,active,2,9,1,0,3137,,
3139,0,86400,0,0,False,0,out_of_service,0,0,0,0,3139,,
3140,12,1656536109,1,38,False,1,active,2,7,1,0,3140,,
3141,38,1656536198,1,0,False,1,active,1,6,1,45,3141,"{'station_id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_capacity': 120, 'region': 'BKN', 'valet_revision': 52417, 'off_dock_count': 29, 'active': True, 'dock_blocked_count': 45}",[{'id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c'}]
3142,7,1656536172,1,32,False,1,active,0,5,1,1,3142,,
3143,2,1656536138,1,44,False,1,active,2,1,1,0,3143,,
3144,3,1656535694,1,40,False,1,active,0,3,1,0,3144,,
3145,2,1656536072,1,41,False,1,active,1,2,1,0,3145,,
3146,4,1656536136,1,39,False,1,active,1,3,1,0,3146,,
3147,5,1656536065,1,31,False,1,active,0,2,1,0,3147,,
3148,0,1656536196,1,24,False,1,active,0,6,1,0,3148,,
3150,2,1656536174,1,45,False,1,active,1,0,1,0,3150,,
3151,3,1656536135,1,42,False,1,active,1,2,1,0,3151,,
3152,6,1656535963,1,34,False,1,active,1,1,1,0,3152,,
3154,6,1656536142,1,40,False,1,active,2,0,1,0,3154,,
3156,5,1656535963,1,29,False,1,active,1,3,1,0,3156,,
3157,9,1656535925,1,17,False,1,active,1,1,1,0,3157,,
3158,1,1656535602,1,28,False,1,active,1,1,1,0,3158,,
3159,6,1656536194,1,24,False,1,active,4,1,1,0,3159,,
3160,1,1656536008,1,34,False,1,active,0,3,1,0,3160,,
3161,1,1656536009,1,57,False,1,active,0,1,1,0,3161,,
3163,12,1656536176,1,27,False,1,active,1,3,1,0,3163,,
3164,7,1656536183,1,56,False,1,active,7,2,1,0,3164,,
3165,9,1656536079,1,37,False,1,active,2,3,1,0,3165,,
3166,3,1656536007,1,35,False,1,active,1,2,1,0,3166,,
3167,2,1656536150,1,48,False,1,active,1,4,1,0,3167,,
3169,0,1656535598,1,72,False,1,active,0,2,1,0,3169,,
3170,4,1656536055,1,29,False,1,active,0,2,1,0,3170,,
3171,6,1656535832,1,32,False,1,active,0,0,1,0,3171,,
3172,1,1656536164,1,24,False,1,active,0,2,1,0,3172,,
3173,8,1656536081,1,65,False,1,active,2,4,1,1,3173,,
3175,5,1656536193,1,31,False,1,active,0,7,1,0,3175,,
3177,1,1656535878,1,61,False,1,active,0,1,1,0,3177,,
3178,0,1656534351,1,75,False,1,active,0,3,1,0,3178,,
3179,15,1656536176,1,5,False,1,active,0,3,1,0,3179,,
3184,1,1656536123,1,11,False,1,active,0,2,1,0,3184,,
3185,21,1656535691,1,0,False,1,active,1,1,1,0,3185,,
3186,23,1656536100,1,0,False,1,active,0,1,1,20,3186,"{'station_id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_capacity': 100, 'region': 'NYC', 'valet_revision': 25426, 'off_dock_count': 0, 'active': True, 'dock_blocked_count': 20}",[{'id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c'}]
3187,15,1656533858,1,6,False,1,active,0,1,1,0,3187,,
3191,16,1656534989,1,2,False,1,active,2,0,1,0,3191,,
3192,1,1656535447,1,19,False,1,active,1,2,1,0,3192,,
3193,10,1656530837,1,7,False,1,active,0,1,1,0,3193,,
3194,9,1656536192,1,11,False,1,active,3,2,1,0,3194,,
3195,0,1656533043,0,31,False,0,active,0,0,1,3,3195,,
3196,4,1656528592,1,13,False,1,active,3,1,1,0,3196,,
3198,6,1656531077,1,11,False,1,active,4,1,1,0,3198,,
3199,9,1656535063,1,4,False,1,active,4,1,1,0,3199,,
3201,11,1656524840,1,7,False,1,active,6,0,1,0,3201,,
3202,14,1656536119,1,3,False,1,active,0,1,1,0,3202,,
3203,25,1656536163,1,1,False,1,active,4,0,1,0,3203,,
3205,15,1656536197,1,6,False,1,active,3,1,1,0,3205,,
3206,20,1656535573,1,5,False,1,active,9,1,1,0,3206,,
3207,16,1656535547,1,9,False,1,active,2,1,1,0,3207,,
3209,13,1656535960,1,6,False,1,active,5,2,1,1,3209,,
3210,12,1656535420,1,4,False,1,active,1,2,1,0,3210,,
3211,18,1656535448,1,4,False,1,active,0,0,1,0,3211,,
3212,10,1656536134,1,10,False,1,active,5,2,1,0,3212,,
3213,12,1656536120,1,10,False,1,active,2,0,1,0,3213,,
3214,17,1656535923,1,3,False,1,active,1,2,1,0,3214,,
3220,16,1656526597,1,1,False,1,active,13,1,1,0,3220,,
3221,12,1656536015,1,15,False,1,active,1,0,1,0,3221,,
3225,4,1656535702,1,9,False,1,active,3,1,1,0,3225,,
3226,2,1656535990,1,43,False,1,active,2,0,1,0,3226,,
3231,2,1656536040,1,34,False,1,active,1,2,1,0,3231,,
3232,45,1656536065,1,0,False,1,active,0,1,1,0,3232,,
3233,2,1656536197,1,17,False,1,active,0,1,1,0,3233,,
3235,7,1656535840,1,22,False,1,active,1,5,1,0,3235,,
3236,18,1656536153,1,13,False,1,active,1,2,1,0,3236,,
3238,6,1656536153,1,23,False,1,active,0,6,1,0,3238,,
3241,1,1656536150,1,17,False,1,active,1,1,1,0,3241,,
3242,58,1656534856,1,0,False,1,active,1,1,1,0,3242,,
