station_id,num_bikes_available,is_renting,eightd_has_available_keys,num_docks_disabled,is_returning,station_status,is_installed,num_bikes_disabled,num_ebikes_available,legacy_id,num_docks_available,last_reported,eightd_active_station_services,valet
339,10,1,False,0,1,active,1,2,0,339,29,1656536797,,
340,11,1,False,0,1,active,1,0,1,340,16,1656537229,,
341,11,1,False,0,1,active,1,0,2,341,8,1656537294,,
342,16,1,False,0,1,active,1,1,0,342,12,1656537315,,
343,20,1,False,0,1,active,1,1,1,343,2,1656536910,,
344,4,1,False,0,1,active,1,3,0,344,16,1656537318,,
346,3,1,False,0,1,active,1,0,1,346,24,1656536709,,
347,14,1,False,0,1,active,1,5,1,347,35,1656537439,,
349,30,1,False,0,1,active,1,0,1,349,30,1656537316,,
350,12,1,False,0,1,active,1,2,1,350,33,1656537415,,
352,18,1,False,0,1,active,1,1,0,352,17,1656537250,,
353,16,1,False,0,1,active,1,0,0,353,11,1656537411,,
354,42,1,False,0,1,active,1,2,2,354,19,1656536916,,
355,32,1,False,0,1,active,1,0,0,355,11,1656537266,,
356,15,1,False,0,1,active,1,1,6,356,7,1656537410,,
358,32,1,False,0,1,active,1,2,0,358,16,1656537188,,
359,11,1,False,0,1,active,1,1,0,359,67,1656537434,,
360,14,1,False,0,1,active,1,3,0,360,21,1656537313,,
361,76,1,False,0,1,active,1,2,1,361,1,1656536976,,
362,12,1,False,0,1,active,1,0,0,362,43,1656537382,,
363,61,1,False,0,1,active,1,1,0,363,11,1656537358,,
364,26,1,False,0,1,active,1,1,1,364,0,1656537301,,
366,7,1,False,0,1,active,1,0,0,366,26,1656537400,,
367,30,1,False,0,1,active,1,1,0,367,26,1656537434,,
368,12,1,False,0,1,active,1,7,0,368,27,1656537379,,
369,28,1,False,0,1,active,1,1,1,369,47,1656537289,,
372,17,1,False,0,1,active,1,3,0,372,7,1656537121,,
373,17,1,False,0,1,active,1,0,0,373,2,1656536693,,
376,25,1,False,0,1,active,1,4,0,376,12,1656537387,,
377,27,1,False,0,1,active,1,3,0,377,19,1656537104,,
379,48,1,False,0,1,active,1,0,1,379,5,1656537433,,
380,22,1,False,0,1,active,1,4,0,380,13,1656537438,,
383,12,1,False,0,1,active,1,2,1,383,24,1656537438,,
385,7,1,False,0,1,active,1,0,0,385,22,1656536873,,
386,53,1,False,0,1,active,1,2,1,386,25,1656537372,,
387,32,1,False,0,1,active,1,2,0,387,5,1656537426,,
388,8,1,False,0,1,active,1,4,0,388,22,1656537159,,
389,9,1,False,0,1,active,1,2,0,389,16,1656537361,,
390,44,1,False,0,1,active,1,2,0,390,2,1656537291,,
391,27,1,False,0,1,active,1,1,1,391,14,1656537316,,
392,29,1,False,0,1,active,1,1,1,392,4,1656537325,,
393,7,1,False,0,1,active,1,0,1,393,30,1656537041,,
394,4,1,False,1,1,active,1,2,2,394,27,1656537418,,
396,11,1,False,0,1,active,1,1,0,396,13,1656535893,,
397,0,1,False,0,1,active,1,7,0,397,68,1656536699,,
398,32,1,False,0,1,active,1,4,0,398,0,1656537214,,
399,0,1,False,0,1,active,1,2,0,399,36,1656537394,,
400,6,1,False,0,1,active,1,0,1,400,9,1656536837,,
401,23,1,False,0,1,active,1,0,1,401,19,1656537411,,
403,39,1,False,0,1,active,1,4,1,403,14,1656537096,,
405,22,1,False,0,1,active,1,1,0,405,28,1656537216,,
406,7,1,False,0,1,active,1,0,0,406,13,1656537424,,
408,31,1,False,0,1,active,1,2,0,408,12,1656537028,,
410,30,1,False,0,1,active,1,1,3,410,48,1656537376,,
411,2,1,False,0,1,active,1,1,1,411,27,1656537430,,
412,23,1,False,0,1,active,1,2,0,412,4,1656537376,,
415,27,1,False,0,1,active,1,1,0,415,17,1656537416,,
416,15,1,False,0,1,active,1,2,0,416,14,1656537057,,
417,23,1,False,0,1,active,1,0,0,417,2,1656536959,,
418,36,0,False,0,0,active,1,0,3,418,1,1656528957,,
419,0,0,False,0,0,out_of_service,0,0,0,419,0,86400,,
420,16,1,False,0,1,active,1,1,0,420,34,1656537392,,
421,12,1,False,0,1,active,1,0,0,421,7,1656537027,,
422,3,1,False,0,1,active,1,1,0,422,108,1656537316,,
423,2,1,False,0,1,active,1,1,0,423,41,1656537331,,
426,73,1,False,0,1,active,1,5,0,426,3,1656537419,,
427,27,1,False,0,1,active,1,5,0,427,15,1656537340,,
428,14,1,False,0,1,active,1,2,2,428,25,1656537240,,
432,11,1,False,0,1,active,1,2,1,432,18,1656537416,,
434,45,1,False,0,1,active,1,7,0,434,8,1656537433,,
435,40,1,False,0,1,active,1,5,1,435,4,1656537429,,
436,20,1,False,0,1,active,1,0,1,436,7,1656537437,,
437,22,1,False,0,1,active,1,1,0,437,0,1656537358,,
438,8,1,False,1,1,active,1,2,1,438,35,1656537404,,
439,23,1,False,0,1,active,1,3,1,439,17,1656537349,,
440,14,1,False,0,1,active,1,2,0,440,16,1656537333,,
442,17,1,False,0,1,active,1,4,0,442,30,1656537416,,
443,10,1,False,0,1,active,1,4,0,443,9,1656536964,,
445,19,1,False,0,1,active,1,1,0,445,87,1656537384,,
446,0,0,False,0,0,out_of_service,0,0,0,446,0,86400,,
447,0,1,False,0,1,active,1,1,0,447,29,1656537334,,
448,1,1,False,0,1,active,1,2,0,448,24,1656537381,,
450,1,1,False,0,1,active,1,1,1,450,65,1656537147,,
453,11,1,False,0,1,active,1,1,2,453,54,1656537203,,
454,2,1,False,0,1,active,1,3,0,454,30,1656537083,,
455,33,1,False,0,1,active,1,4,0,455,22,1656537380,,
456,1,1,False,0,1,active,1,3,0,456,47,1656537327,,
457,3,1,False,0,1,active,1,5,0,457,71,1656537416,,
458,2,1,False,0,1,active,1,2,0,458,27,1656537382,,
460,15,1,False,0,1,active,1,5,0,460,4,1656537419,,
461,14,1,False,0,1,active,1,2,1,461,40,1656537410,,
462,36,1,False,0,1,active,1,8,0,462,30,1656537216,,
464,41,1,False,0,1,active,1,1,0,464,37,1656537360,,
465,12,1,False,0,1,active,1,5,2,465,22,1656537382,,
466,26,1,False,0,1,active,1,0,2,466,8,1656537420,,
468,1,1,False,0,1,active,1,4,0,468,74,1656537311,,
469,1,1,False,0,1,active,1,1,0,469,83,1656537242,,
470,14,1,False,0,1,active,1,1,2,470,69,1656537437,,
471,27,1,False,0,1,active,1,2,1,471,2,1656537263,,
472,10,1,False,0,1,active,1,2,0,472,43,1656537240,,
473,47,1,False,0,1,active,1,3,1,473,14,1656537193,,
474,30,1,False,0,1,active,1,3,1,474,8,1656537437,,
476,2,1,False,0,1,active,1,0,0,476,62,1656537417,,
477,69,0,False,0,0,active,1,1,38,477,1,1656537194,,
478,2,1,False,0,1,active,1,5,0,478,29,1656537408,,
479,9,1,False,0,1,active,1,1,0,479,20,1656537419,,
480,7,1,False,0,1,active,1,1,1,480,20,1656537372,,
481,8,1,False,0,1,active,1,4,0,481,13,1656537143,,
482,20,1,False,0,1,active,1,3,2,482,54,1656537417,,
483,11,1,False,0,1,active,1,0,1,483,25,1656537299,,
484,27,1,False,46,1,active,1,5,4,484,0,1656537438,[{'id': '66dc48ef-0aca-11e7-82f6-3863bb44ef7c'}],"{'dock_blocked_count': 46, 'station_id': '66dc48ef-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_capacity': 120, 'off_dock_count': 57, 'valet_revision': 42546, 'active': True}"
485,0,1,False,0,1,active,1,2,0,485,37,1656537433,,
486,0,1,False,0,1,active,1,0,0,486,0,86400,,
488,13,1,False,0,1,active,1,1,4,488,30,1656537404,,
489,23,1,False,0,1,active,1,3,0,489,22,1656537283,,
490,4,1,False,0,1,active,1,1,2,490,61,1656537435,[{'id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c'}],"{'dock_blocked_count': 0, 'station_id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_capacity': 120, 'off_dock_count': 19, 'valet_revision': 12074, 'active': True}"
494,4,1,False,0,1,active,1,1,1,494,60,1656537436,,
495,8,1,False,0,1,active,1,3,1,495,26,1656537394,,
496,50,1,False,0,1,active,1,4,1,496,11,1656537434,,
497,0,0,False,0,0,out_of_service,0,0,0,497,0,86400,,
500,22,1,False,0,1,active,1,5,0,500,50,1656537190,,
501,21,1,False,0,1,active,1,6,0,501,56,1656537406,,
502,9,1,False,0,1,active,1,3,1,502,24,1656537402,,
503,9,1,False,0,1,active,1,4,0,503,16,1656537427,,
504,7,1,False,0,1,active,1,4,0,504,43,1656537233,,
505,39,1,False,0,1,active,1,4,0,505,9,1656537428,,
507,37,1,False,0,1,active,1,5,1,507,37,1656537430,,
508,1,1,False,0,1,active,1,1,0,508,23,1656537431,,
509,21,1,False,0,1,active,1,3,4,509,37,1656537416,,
510,47,1,False,45,1,active,1,1,6,510,0,1656537391,[{'id': '66dc7b10-0aca-11e7-82f6-3863bb44ef7c'}],"{'dock_blocked_count': 45, 'station_id': '66dc7b10-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_capacity': 120, 'off_dock_count': 23, 'valet_revision': 13522, 'active': True}"
511,10,1,False,0,1,active,1,2,0,511,19,1656537304,,
512,13,1,False,0,1,active,1,2,0,512,13,1656537373,,
513,5,1,False,1,1,active,1,4,1,513,19,1656537356,,
514,30,1,False,0,1,active,1,4,2,514,15,1656537230,,
515,8,1,False,0,1,active,1,3,1,515,68,1656537359,,
516,17,1,False,0,1,active,1,2,0,516,29,1656537154,,
522,36,1,False,3,1,active,1,4,0,522,32,1656537339,,
525,35,1,False,0,1,active,1,0,0,525,20,1656537246,,
526,12,1,False,0,1,active,1,2,1,526,26,1656537382,,
528,9,1,False,0,1,active,1,6,1,528,24,1656537434,,
529,27,1,False,0,1,active,1,5,6,529,9,1656537433,,
530,0,1,False,0,1,active,1,2,0,530,22,1656537088,,
531,58,1,False,0,1,active,1,1,0,531,7,1656536718,,
532,32,1,False,0,1,active,1,6,1,532,4,1656537435,,
536,0,1,False,1,1,active,1,0,0,536,28,1656537421,,
537,11,1,False,0,1,active,1,8,2,537,34,1656537361,,
539,28,1,False,0,1,active,1,1,1,539,2,1656537220,,
540,12,1,False,0,1,active,1,4,0,540,37,1656537105,,
545,7,1,False,0,1,active,1,0,2,545,18,1656537417,,
546,26,1,False,0,1,active,1,3,1,546,15,1656537413,,
2000,53,1,False,0,1,active,1,1,0,2000,3,1656537346,,
2002,49,1,False,0,1,active,1,5,0,2002,2,1656537422,,
2003,10,1,False,0,1,active,1,3,1,2003,41,1656537409,,
2006,4,1,False,0,1,active,1,8,0,2006,61,1656537311,,
2008,26,1,False,0,1,active,1,3,0,2008,5,1656537352,,
2009,32,1,False,0,1,active,1,2,0,2009,1,1656537251,,
2010,14,1,False,0,1,active,1,4,0,2010,25,1656537360,,
2012,1,1,False,0,1,active,1,3,0,2012,37,1656537381,,
2021,18,1,False,0,1,active,1,3,0,2021,44,1656537399,,
2022,4,1,False,0,1,active,1,0,1,2022,29,1656537023,,
3016,49,1,False,0,1,active,1,0,0,3016,5,1656537162,,
3041,17,1,False,0,1,active,1,1,1,3041,6,1656537219,,
3042,15,1,False,0,1,active,1,3,5,3042,1,1656537372,,
3043,12,1,False,0,1,active,1,2,0,3043,5,1656537409,,
3044,22,1,False,0,1,active,1,0,0,3044,5,1656536320,,
3046,11,1,False,0,1,active,1,1,0,3046,6,1656537410,,
3047,11,1,False,0,1,active,1,3,0,3047,7,1656536654,,
3048,4,1,False,0,1,active,1,1,0,3048,14,1656537358,,
3049,6,1,False,0,1,active,1,1,2,3049,11,1656537398,,
3050,0,1,False,0,1,active,1,1,0,3050,20,1656536961,,
3052,5,1,False,0,1,active,1,2,2,3052,16,1656537406,,
3053,8,1,False,0,1,active,1,2,1,3053,13,1656537348,,
3054,1,1,False,0,1,active,1,1,0,3054,17,1656535916,,
3055,16,1,False,0,1,active,1,1,1,3055,5,1656535741,,
3056,22,1,False,0,1,active,1,1,0,3056,0,1656536869,,
3057,2,1,False,0,1,active,1,0,0,3057,15,1656535409,,
3058,3,1,False,0,1,active,1,0,0,3058,20,1656537246,,
3059,8,1,False,0,1,active,1,0,0,3059,11,1656537227,,
3060,12,1,False,0,1,active,1,0,0,3060,7,1656536853,,
3061,14,1,False,0,1,active,1,0,0,3061,7,1656537364,,
3062,22,1,False,0,1,active,1,0,0,3062,1,1656537246,,
3063,15,1,False,0,1,active,1,2,0,3063,3,1656537072,,
3064,8,1,False,0,1,active,1,2,2,3064,13,1656537426,,
3065,29,1,False,0,1,active,1,0,0,3065,2,1656536730,,
3066,15,1,False,0,1,active,1,0,0,3066,4,1656536869,,
3067,23,1,False,0,1,active,1,0,0,3067,4,1656537365,,
3068,41,1,False,0,1,active,1,0,0,3068,1,1656536719,,
3069,25,1,False,1,1,active,1,2,0,3069,1,1656537250,,
3070,17,1,False,0,1,active,1,0,0,3070,6,1656537259,,
3071,19,1,False,0,1,active,1,0,0,3071,0,1656536649,,
3072,23,1,False,0,1,active,1,1,0,3072,0,1656537241,,
3074,40,1,False,0,1,active,1,1,1,3074,1,1656537315,,
3075,30,1,False,0,1,active,1,0,1,3075,3,1656537100,,
3076,17,1,False,0,1,active,1,0,0,3076,18,1656537232,,
3077,27,1,False,0,1,active,1,1,0,3077,5,1656537395,,
3078,19,1,False,0,1,active,1,2,2,3078,5,1656537201,,
3080,2,1,False,0,1,active,1,2,1,3080,16,1656537385,,
3081,28,1,False,0,1,active,1,1,2,3081,0,1656537398,,
3082,21,1,False,0,1,active,1,1,0,3082,3,1656537414,,
3083,24,1,False,0,1,active,1,2,0,3083,4,1656537421,,
3085,19,1,False,0,1,active,1,4,1,3085,1,1656537437,,
3086,17,1,False,0,1,active,1,5,0,3086,8,1656537261,,
3087,30,1,False,0,1,active,1,0,1,3087,0,1656537226,,
3088,18,1,False,0,1,active,1,1,2,3088,0,1656536582,,
3092,26,1,False,0,1,active,1,1,0,3092,0,1656537432,,
3093,23,1,False,0,1,active,1,1,0,3093,4,1656537430,,
3094,16,1,False,0,1,active,1,0,0,3094,2,1656537077,,
3095,20,1,False,0,1,active,1,1,0,3095,5,1656534306,,
3096,36,1,False,0,1,active,1,2,0,3096,1,1656536856,,
3100,46,1,False,0,1,active,1,2,0,3100,3,1656537293,,
3101,25,1,False,0,1,active,1,2,2,3101,0,1656537183,,
3102,24,1,False,0,1,active,1,3,0,3102,0,1656536552,,
3105,54,1,False,0,1,active,1,0,0,3105,0,1656533117,,
3106,4,1,False,0,1,active,1,48,3,3106,0,1656537259,,
3107,36,1,False,0,1,active,1,3,0,3107,0,1656536809,,
3108,32,1,False,0,1,active,1,2,0,3108,17,1656536775,,
3109,30,1,False,0,1,active,1,1,0,3109,0,1656535826,,
3110,20,1,False,0,1,active,1,0,0,3110,8,1656537396,,
3112,26,1,False,0,1,active,1,3,3,3112,1,1656537417,,
3113,25,1,False,0,1,active,1,1,1,3113,1,1656537029,,
3115,48,1,False,0,1,active,1,0,0,3115,1,1656537328,,
3116,18,1,False,0,1,active,1,0,1,3116,17,1656537219,,
3117,7,1,False,0,1,active,1,2,1,3117,17,1656537435,,
3118,37,1,False,1,1,active,1,0,2,3118,4,1656537209,,
3119,25,1,False,0,1,active,1,4,1,3119,16,1656537131,,
3121,15,1,False,1,1,active,1,3,0,3121,6,1656537228,,
3122,76,0,False,0,0,active,1,2,1,3122,1,1656487605,,
3123,17,1,False,0,1,active,1,2,0,3123,28,1656537175,,
3124,32,1,False,0,1,active,1,0,1,3124,11,1656537278,,
3125,21,1,False,0,1,active,1,0,0,3125,2,1656536972,,
3126,10,1,False,0,1,active,1,4,0,3126,20,1656537282,,
3127,29,1,False,0,1,active,1,1,0,3127,4,1656537074,,
3128,23,1,False,0,1,active,1,0,0,3128,4,1656536855,,
3129,8,1,False,0,1,active,1,4,0,3129,27,1656537016,,
3130,14,1,False,0,1,active,1,0,0,3130,21,1656537292,,
3131,6,1,False,0,1,active,1,2,2,3131,28,1656537088,,
3132,14,1,False,0,1,active,1,2,0,3132,19,1656537430,,
3134,9,1,False,0,1,active,1,4,0,3134,38,1656537376,,
3135,3,1,False,0,1,active,1,0,0,3135,37,1656537228,,
3136,1,1,False,0,1,active,1,0,1,3136,49,1656536892,,
3137,5,1,False,0,1,active,1,9,1,3137,14,1656537434,,
3139,0,0,False,0,0,out_of_service,0,0,0,3139,0,86400,,
3140,16,1,False,0,1,active,1,7,3,3140,34,1656537433,,
3141,41,1,False,45,1,active,1,7,0,3141,0,1656537365,[{'id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c'}],"{'dock_blocked_count': 45, 'station_id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_capacity': 120, 'off_dock_count': 1, 'valet_revision': 52445, 'active': True}"
3142,12,1,False,1,1,active,1,5,0,3142,26,1656537375,,
3143,3,1,False,0,1,active,1,2,0,3143,42,1656537436,,
3144,3,1,False,0,1,active,1,3,0,3144,40,1656535694,,
3145,3,1,False,0,1,active,1,2,3,3145,40,1656537058,,
3146,3,1,False,0,1,active,1,3,1,3146,40,1656537266,,
3147,10,1,False,0,1,active,1,2,1,3147,26,1656537419,,
3148,2,1,False,0,1,active,1,5,0,3148,23,1656537045,,
3150,4,1,False,0,1,active,1,0,1,3150,43,1656537301,,
3151,2,1,False,0,1,active,1,2,0,3151,43,1656537318,,
3152,6,1,False,0,1,active,1,1,1,3152,34,1656537219,,
3154,5,1,False,0,1,active,1,0,0,3154,41,1656537365,,
3156,0,1,False,0,1,active,1,3,0,3156,34,1656537431,,
3157,13,1,False,0,1,active,1,1,0,3157,13,1656537324,,
3158,0,1,False,0,1,active,1,1,0,3158,29,1656537161,,
3159,4,1,False,0,1,active,1,1,3,3159,26,1656537416,,
3160,2,1,False,0,1,active,1,3,0,3160,33,1656537401,,
3161,4,1,False,0,1,active,1,1,0,3161,54,1656537315,,
3163,12,1,False,0,1,active,1,3,1,3163,27,1656537426,,
3164,6,1,False,0,1,active,1,2,5,3164,57,1656537338,,
3165,17,1,False,0,1,active,1,3,8,3165,29,1656537331,,
3166,3,1,False,0,1,active,1,2,0,3166,35,1656537306,,
3167,5,1,False,0,1,active,1,4,2,3167,45,1656537243,,
3169,0,1,False,0,1,active,1,2,0,3169,72,1656537298,,
3170,5,1,False,0,1,active,1,2,2,3170,28,1656537286,,
3171,9,1,False,0,1,active,1,0,2,3171,29,1656537435,,
3172,0,1,False,0,1,active,1,2,0,3172,25,1656536447,,
3173,9,1,False,1,1,active,1,4,3,3173,64,1656537316,,
3175,8,1,False,0,1,active,1,6,1,3175,29,1656537411,,
3177,2,1,False,0,1,active,1,1,1,3177,60,1656537227,,
3178,1,1,False,0,1,active,1,3,1,3178,74,1656537044,,
3179,14,1,False,0,1,active,1,3,0,3179,6,1656536458,,
3184,2,1,False,0,1,active,1,2,2,3184,10,1656537435,,
3185,18,1,False,0,1,active,1,1,0,3185,3,1656537402,,
3186,26,1,False,20,1,active,1,1,0,3186,0,1656537325,[{'id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c'}],"{'dock_blocked_count': 20, 'station_id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c', 'region': 'NYC', 'off_dock_capacity': 100, 'off_dock_count': 0, 'valet_revision': 25437, 'active': True}"
3187,14,1,False,0,1,active,1,1,0,3187,7,1656537000,,
3191,17,1,False,0,1,active,1,0,3,3191,1,1656536680,,
3192,1,1,False,0,1,active,1,2,1,3192,19,1656536572,,
3193,9,1,False,0,1,active,1,1,0,3193,8,1656537308,,
3194,8,1,False,0,1,active,1,1,2,3194,13,1656536776,,
3195,0,0,False,3,0,active,1,0,0,3195,31,1656533043,,
3196,4,1,False,0,1,active,1,1,2,3196,13,1656537044,,
3198,6,1,False,0,1,active,1,2,4,3198,10,1656537272,,
3199,9,1,False,0,1,active,1,1,4,3199,4,1656537145,,
3201,10,1,False,0,1,active,1,0,5,3201,8,1656537321,,
3202,13,1,False,0,1,active,1,1,0,3202,4,1656537351,,
3203,25,1,False,0,1,active,1,0,4,3203,1,1656537412,,
3205,16,1,False,0,1,active,1,1,4,3205,5,1656537401,,
3206,23,1,False,0,1,active,1,1,10,3206,2,1656537212,,
3207,16,1,False,0,1,active,1,1,3,3207,9,1656537092,,
3209,15,1,False,1,1,active,1,2,5,3209,4,1656537280,,
3210,14,1,False,0,1,active,1,2,1,3210,2,1656537344,,
3211,20,1,False,0,1,active,1,0,1,3211,2,1656537272,,
3212,8,1,False,0,1,active,1,2,4,3212,12,1656536930,,
3213,16,1,False,0,1,active,1,0,2,3213,6,1656536613,,
3214,14,1,False,0,1,active,1,2,0,3214,6,1656536599,,
3220,16,1,False,0,1,active,1,1,13,3220,1,1656526597,,
3221,10,1,False,0,1,active,1,0,0,3221,17,1656536611,,
3225,6,1,False,0,1,active,1,1,5,3225,7,1656536522,,
3226,5,1,False,0,1,active,1,1,2,3226,39,1656537393,,
3231,1,1,False,0,1,active,1,2,0,3231,35,1656536915,,
3232,45,1,False,0,1,active,1,1,0,3232,0,1656536065,,
3233,1,1,False,0,1,active,1,1,1,3233,19,1656537278,,
3235,0,1,False,0,1,active,1,4,0,3235,30,1656537206,,
3236,19,1,False,0,1,active,1,2,1,3236,12,1656537239,,
3238,6,1,False,0,1,active,1,6,0,3238,23,1656536153,,
3241,2,1,False,0,1,active,1,1,0,3241,16,1656537181,,
3242,58,1,False,0,1,active,1,1,1,3242,0,1656536353,,
