station_id,last_reported,num_docks_disabled,is_installed,num_docks_available,eightd_has_available_keys,num_ebikes_available,is_returning,is_renting,num_bikes_available,num_bikes_disabled,station_status,legacy_id,valet,eightd_active_station_services
3235,1656540632,0,1,27,False,0,1,1,2,5,active,3235,,
3236,1656540730,0,1,11,False,1,1,1,20,2,active,3236,,
3238,1656540724,0,1,28,False,2,1,1,2,5,active,3238,,
3241,1656539607,0,1,18,False,0,1,1,0,1,active,3241,,
3242,1656540569,0,1,0,False,0,1,1,58,1,active,3242,,
3243,1656540614,0,1,23,False,1,1,1,6,0,active,3243,,
3244,1656540319,0,1,51,False,0,1,1,26,2,active,3244,,
3246,1656540687,0,1,19,False,0,1,1,29,0,active,3246,,
3249,1656540627,0,1,4,False,0,1,1,15,0,active,3249,,
3254,1656539486,0,1,1,False,0,1,1,25,3,active,3254,,
3255,1656540622,0,1,0,False,0,1,1,15,2,active,3255,,
3256,1656540692,0,1,0,False,0,1,1,16,7,active,3256,,
3260,1656540598,0,1,4,False,1,1,1,37,4,active,3260,,
3263,1656540636,0,1,17,False,0,1,1,39,3,active,3263,,
3267,1656540650,11,1,0,False,0,1,1,0,3,active,3267,,
3268,1656539988,0,1,7,False,4,1,1,5,2,active,3268,,
3269,1656539904,0,1,4,False,2,1,1,9,1,active,3269,,
3270,1656538943,0,1,0,False,3,1,1,14,0,active,3270,,
3272,1656540440,0,1,1,False,0,1,1,12,1,active,3272,,
3273,1656539827,0,1,0,False,2,1,1,16,2,active,3273,,
3275,1656540711,0,1,4,False,0,1,1,10,0,active,3275,,
3276,1656540718,0,1,9,False,8,1,1,17,0,active,3276,,
3277,1656539791,0,1,13,False,1,1,1,1,0,active,3277,,
3278,1656540627,0,1,10,False,0,1,1,4,0,active,3278,,
3279,1656539562,0,1,11,False,2,1,1,7,0,active,3279,,
3280,1656540581,0,1,2,False,6,1,1,9,3,active,3280,,
3281,1656540708,0,1,3,False,2,1,1,10,1,active,3281,,
3283,1656540590,0,1,40,False,1,1,1,4,3,active,3283,,
3284,1656540326,0,1,32,False,0,1,1,4,2,active,3284,,
3285,1656540696,0,1,21,False,3,1,1,19,1,active,3285,,
3286,1656540727,0,1,26,False,2,1,1,10,2,active,3286,,
3287,1656540643,0,1,42,False,0,1,1,2,2,active,3287,,
3288,1656540717,0,1,13,False,0,1,1,19,7,active,3288,,
3289,1656540691,0,1,23,False,2,1,1,6,2,active,3289,,
3290,1656540715,0,1,12,False,0,1,1,20,1,active,3290,,
3292,1656540747,0,1,39,False,0,1,1,2,2,active,3292,,
3293,1656540727,0,1,14,False,1,1,1,7,3,active,3293,,
3294,1656540739,0,1,30,False,0,1,1,2,2,active,3294,,
3296,1656540574,0,1,63,False,0,1,1,9,1,active,3296,,
3297,1656540635,0,1,14,False,1,1,1,3,2,active,3297,,
3298,1656540727,0,1,1,False,1,1,1,28,1,active,3298,,
3299,1656539971,0,1,20,False,0,1,1,2,0,active,3299,,
3300,1656539367,0,1,23,False,0,1,1,0,0,active,3300,,
3301,1656540651,0,1,27,False,1,1,1,7,5,active,3301,,
3302,1656540542,0,1,30,False,1,1,1,4,6,active,3302,,
3303,1656540432,0,1,0,False,1,1,1,33,2,active,3303,,
3304,1656540691,0,1,14,False,2,1,1,11,2,active,3304,,
3305,1656540681,0,1,56,False,0,1,1,12,4,active,3305,,
3306,1656539602,0,1,21,False,1,1,1,2,0,active,3306,,
3307,1656540495,0,1,28,False,0,1,1,2,1,active,3307,,
3308,1654615625,12,0,0,False,0,0,0,0,0,out_of_service,3308,,
3309,1656540587,0,1,26,False,2,1,1,3,1,active,3309,,
3310,1656540552,0,1,20,False,1,1,1,3,1,active,3310,,
3311,1656540467,0,1,5,False,2,1,1,15,0,active,3311,,
3312,1656540743,0,1,29,False,0,1,1,10,0,active,3312,,
3313,1656540718,0,1,18,False,1,1,1,10,1,active,3313,,
3314,1656540654,0,1,24,False,1,1,1,6,2,active,3314,,
3315,1656540697,0,1,9,False,0,1,1,13,0,active,3315,,
3317,1656540459,0,1,1,False,0,1,1,21,2,active,3317,,
3318,1656540583,0,1,17,False,0,1,1,26,0,active,3318,,
3319,1656540515,0,1,0,False,5,1,1,20,1,active,3319,,
3321,1656540652,0,1,16,False,1,1,1,22,0,active,3321,,
3322,1656539895,0,1,6,False,0,1,1,18,1,active,3322,,
3323,1656540236,0,1,46,False,1,1,1,7,4,active,3323,,
3324,1656540684,0,1,2,False,0,1,1,23,0,active,3324,,
3325,1656540416,0,1,22,False,0,1,1,9,0,active,3325,,
3326,1656536005,0,1,11,False,0,1,1,10,0,active,3326,,
3327,1656540057,0,1,21,False,2,1,1,4,1,active,3327,,
3328,1656540528,0,1,35,False,1,1,1,3,1,active,3328,,
3329,1656540400,0,1,0,False,1,1,1,26,1,active,3329,,
3330,1656540200,0,1,1,False,0,1,1,18,0,active,3330,,
3331,1656540744,0,1,46,False,4,1,1,11,1,active,3331,,
3332,1656540617,0,1,0,False,1,1,1,25,2,active,3332,,
3333,1656519401,0,1,0,False,0,1,1,37,0,active,3333,,
3335,1656540199,0,1,0,False,0,1,1,27,1,active,3335,,
3336,1656540344,0,1,40,False,0,1,1,0,0,active,3336,,
3337,1656538889,0,1,1,False,0,1,1,22,0,active,3337,,
3338,1656538732,0,1,28,False,0,1,1,3,0,active,3338,,
3339,1656539715,0,1,2,False,0,1,1,31,7,active,3339,,
3340,1656537006,0,1,0,False,0,1,1,21,0,active,3340,,
3342,1656538016,0,1,1,False,0,1,1,22,0,active,3342,,
3343,1656540348,0,1,16,False,0,1,1,7,0,active,3343,,
3344,1656539903,0,1,2,False,0,1,1,33,4,active,3344,,
3345,1656540679,0,1,32,False,2,1,1,2,1,active,3345,,
3346,1656540368,0,1,5,False,2,1,1,22,2,active,3346,,
3347,1656540176,0,1,6,False,0,1,1,30,0,active,3347,,
3348,1656540355,0,1,2,False,0,1,1,28,2,active,3348,,
3349,1656540683,0,1,31,False,1,1,1,7,1,active,3349,,
3350,1656540717,0,1,27,False,1,1,1,6,6,active,3350,,
3351,1656540746,0,1,14,False,1,1,1,8,2,active,3351,,
3352,1656536997,0,1,2,False,0,1,1,19,0,active,3352,,
3354,1656540274,0,1,26,False,0,1,1,3,2,active,3354,,
3355,1656539893,0,1,21,False,2,1,1,4,0,active,3355,,
3356,1656540576,0,1,10,False,1,1,1,6,1,active,3356,,
3357,1656540697,0,1,30,False,1,1,1,4,1,active,3357,,
3358,1656540601,0,1,16,False,1,1,1,6,3,active,3358,,
3359,1656540736,0,1,33,False,3,1,1,25,0,active,3359,,
3360,1656540491,0,1,33,False,1,1,1,13,2,active,3360,,
3361,1656539948,0,1,4,False,0,1,1,17,2,active,3361,,
3362,1656540329,0,1,33,False,0,1,1,0,1,active,3362,,
3363,1656540588,0,1,29,False,0,1,1,4,0,active,3363,,
3364,1656540628,0,1,9,False,0,1,1,16,2,active,3364,,
3365,1656540166,0,1,19,False,0,1,1,6,1,active,3365,,
3366,1656540482,1,1,27,False,0,1,1,0,3,active,3366,,
3367,1656540676,0,1,35,False,0,1,1,0,3,active,3367,,
3368,1656540749,0,1,1,False,2,1,1,25,4,active,3368,,
3369,1656540644,0,1,23,False,0,1,1,4,2,active,3369,,
3370,1656540332,0,1,23,False,0,1,1,2,0,active,3370,,
3372,1656540590,0,1,71,False,0,1,1,6,1,active,3372,,
3373,1656540646,0,1,3,False,0,1,1,72,4,active,3373,,
3374,1656540729,0,1,12,False,0,1,1,18,5,active,3374,,
3375,86400,0,0,0,False,0,0,0,0,0,out_of_service,3375,,
3376,1656540439,0,1,44,False,0,1,1,4,0,active,3376,,
3377,1656540719,0,1,4,False,2,1,1,19,2,active,3377,,
3378,1656540577,0,1,23,False,1,1,1,4,1,active,3378,,
3379,1656540147,0,1,13,False,2,1,1,20,2,active,3379,,
3381,1656540657,0,1,8,False,0,1,1,43,2,active,3381,,
3382,1656539762,0,1,0,False,1,1,1,41,0,active,3382,,
3383,1656540731,0,1,18,False,1,1,1,2,3,active,3383,,
3384,1656540202,0,1,2,False,0,1,1,21,2,active,3384,,
3386,1656539310,0,1,22,False,0,1,1,11,1,active,3386,,
3387,1656540527,0,1,8,False,0,1,1,14,3,active,3387,,
3388,86400,0,0,0,False,0,0,0,0,0,out_of_service,3388,,
3389,1656539951,0,1,1,False,1,1,1,36,2,active,3389,,
3391,1656539414,0,1,10,False,0,1,1,13,2,active,3391,,
3392,1656540494,0,1,2,False,1,1,1,17,0,active,3392,,
3393,1656540438,0,1,5,False,0,1,1,14,0,active,3393,,
3394,1656537008,0,1,0,False,0,1,1,21,0,active,3394,,
3395,1656539185,0,1,4,False,0,1,1,15,0,active,3395,,
3396,1656540609,0,1,5,False,1,1,1,19,0,active,3396,,
3397,1656540419,0,1,0,False,2,1,1,32,1,active,3397,,
3398,1656538605,0,1,0,False,0,1,1,21,2,active,3398,,
3399,1656540497,0,1,4,False,0,1,1,18,2,active,3399,,
3402,1656540576,0,1,0,False,2,1,1,31,0,active,3402,,
3403,1656540307,0,1,5,False,0,1,1,25,1,active,3403,,
3404,1656540287,0,1,0,False,0,1,1,27,0,active,3404,,
3405,1656540084,0,1,18,False,1,1,1,4,1,active,3405,,
3407,1656540389,0,1,1,False,0,1,1,33,1,active,3407,,
3409,1656539600,0,1,0,False,0,1,1,47,1,active,3409,,
3410,1656540218,0,1,1,False,0,1,1,75,1,active,3410,,
3411,1656540732,0,1,0,False,1,1,1,27,0,active,3411,,
3412,1656540518,0,1,0,False,0,1,1,14,3,active,3412,,
3414,1656540554,0,1,8,False,2,1,1,23,2,active,3414,,
3415,1656540518,0,1,4,False,1,1,1,21,0,active,3415,,
3416,1656540518,0,1,15,False,1,1,1,8,2,active,3416,,
3418,1656540656,0,1,24,False,0,1,1,7,2,active,3418,,
3419,1656540564,0,1,0,False,0,1,1,49,2,active,3419,,
3420,1656539926,0,1,0,False,0,1,1,35,0,active,3420,,
3421,1656535248,0,1,0,False,0,1,1,35,0,active,3421,,
3422,1656540356,0,1,8,False,1,1,1,13,0,active,3422,,
3423,1656540728,0,1,19,False,3,1,1,6,2,active,3423,,
3424,1656540262,0,1,1,False,3,1,1,25,1,active,3424,,
3425,1656540734,0,1,25,False,1,1,1,7,1,active,3425,,
3429,1656540623,0,1,1,False,0,1,1,36,2,active,3429,,
3430,1656540500,0,1,7,False,0,1,1,18,0,active,3430,,
3435,1656540748,0,1,13,False,1,1,1,29,2,active,3435,,
3436,1656540744,23,1,0,False,0,1,1,23,4,active,3436,"{'region': 'BKN', 'off_dock_count': 34, 'active': False, 'valet_revision': 17068, 'station_id': '66de867e-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_capacity': 120, 'dock_blocked_count': 23}",[{'id': '66de867e-0aca-11e7-82f6-3863bb44ef7c'}]
3437,1656540508,0,1,46,False,0,1,1,9,3,active,3437,,
3440,1656540668,0,1,9,False,1,1,1,38,0,active,3440,,
3443,1656540703,31,1,4,False,0,1,1,18,6,active,3443,"{'region': 'BKN', 'off_dock_count': 2, 'active': False, 'valet_revision': 19246, 'station_id': '66de8a86-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_capacity': 120, 'dock_blocked_count': 31}",[{'id': '66de8a86-0aca-11e7-82f6-3863bb44ef7c'}]
3452,1656540013,0,1,0,False,0,1,1,41,2,active,3452,,
3453,1656540706,0,1,0,False,1,1,1,17,2,active,3453,,
3454,1656540704,0,1,15,False,1,1,1,7,2,active,3454,,
3456,1656540606,0,1,1,False,1,1,1,21,0,active,3456,,
3457,1656540596,1,1,65,False,0,1,1,0,0,active,3457,,
3461,1656540707,0,1,8,False,0,1,1,25,0,active,3461,,
3462,1656540538,0,1,36,False,0,1,1,0,1,active,3462,,
3463,1656540556,0,1,60,False,0,1,1,18,1,active,3463,,
3464,1656540469,0,1,31,False,0,1,1,4,20,active,3464,,
3467,1656540735,0,1,10,False,0,1,1,34,2,active,3467,,
3472,1656540726,0,1,17,False,0,1,1,19,3,active,3472,,
3477,1656540480,0,1,0,False,0,1,1,0,33,active,3477,,
3478,1656540562,0,1,1,False,1,1,1,40,2,active,3478,,
3479,1656538868,0,1,30,False,0,1,1,11,4,active,3479,,
3481,86400,0,0,0,False,0,0,0,0,0,out_of_service,3481,,
3483,1656539840,0,1,2,False,2,1,1,12,0,active,3483,,
3486,1656540703,0,1,2,False,0,1,1,36,2,active,3486,,
3490,1656540459,0,1,6,False,0,1,1,24,0,active,3490,,
3491,1656540338,0,1,5,False,1,1,1,16,3,active,3491,,
3492,86400,0,0,0,False,0,0,0,0,0,out_of_service,3492,,
3493,86400,0,0,0,False,0,0,0,0,0,out_of_service,3493,,
3494,1656540030,0,1,11,False,2,1,1,11,3,active,3494,,
3495,1656539911,0,1,4,False,1,1,1,20,2,active,3495,,
3496,1656540494,0,1,9,False,0,1,1,11,4,active,3496,,
3497,86400,0,0,0,False,0,0,0,0,0,out_of_service,3497,,
3498,1656540511,0,1,1,False,1,1,1,13,5,active,3498,,
3499,1656539711,0,1,1,False,1,1,1,22,1,active,3499,,
3500,1656540504,0,1,22,False,0,1,1,9,0,active,3500,,
3501,1656540149,0,1,22,False,0,1,1,5,2,active,3501,,
3502,1656540239,0,1,18,False,0,1,1,9,1,active,3502,,
3503,1656539113,0,1,24,False,1,1,1,6,0,active,3503,,
3504,1656538824,0,1,18,False,0,1,1,8,1,active,3504,,
3505,1656538200,0,1,23,False,0,1,1,7,2,active,3505,,
3506,1656540600,0,1,14,False,0,1,1,15,0,active,3506,,
3507,1656540594,0,1,21,False,2,1,1,14,1,active,3507,,
3508,1656540729,0,1,13,False,0,1,1,16,2,active,3508,,
3509,1656540551,0,1,13,False,0,1,1,18,0,active,3509,,
3510,1656540608,0,1,22,False,0,1,1,9,0,active,3510,,
3511,1656540693,0,1,7,False,0,1,1,13,2,active,3511,,
3513,1656540298,0,1,23,False,1,1,1,8,1,active,3513,,
3514,1656540407,0,1,28,False,0,1,1,5,0,active,3514,,
3515,1656540300,0,1,18,False,0,1,1,1,0,active,3515,,
3516,86400,0,0,0,False,0,0,0,0,0,out_of_service,3516,,
3517,1656540432,0,1,15,False,1,1,1,19,1,active,3517,,
3518,1656540748,0,1,26,False,1,1,1,5,2,active,3518,,
3520,1656540376,0,1,5,False,0,1,1,22,0,active,3520,,
3521,1656540628,0,1,22,False,0,1,1,9,4,active,3521,,
3522,1656540569,1,1,17,False,1,1,1,1,0,active,3522,,
3523,1656539903,0,1,39,False,0,1,1,5,1,active,3523,,
3524,1656540694,0,1,13,False,1,1,1,9,1,active,3524,,
3525,1656540256,0,1,19,False,0,1,1,2,0,active,3525,,
3526,1656540623,0,1,16,False,0,1,1,10,1,active,3526,,
3528,1656540155,0,1,19,False,1,1,1,1,1,active,3528,,
3529,1656540381,0,1,17,False,0,1,1,4,2,active,3529,,
3530,1656539447,0,1,17,False,1,1,1,2,0,active,3530,,
3531,1656538864,0,1,24,False,0,1,1,1,2,active,3531,,
3532,1656540419,0,1,20,False,3,1,1,6,1,active,3532,,
3533,1656540616,0,1,14,False,0,1,1,17,3,active,3533,,
3534,1656540634,0,1,5,False,1,1,1,30,3,active,3534,,
3535,1656540262,0,1,14,False,0,1,1,12,1,active,3535,,
3536,1656539340,0,1,42,False,0,1,1,0,1,active,3536,,
3537,1656540488,0,1,8,False,0,1,1,20,1,active,3537,,
3538,1656540503,0,1,44,False,0,1,1,1,0,active,3538,,
3539,1656540506,12,1,31,False,0,1,1,0,0,active,3539,,
3540,1656540739,0,1,26,False,1,1,1,7,1,active,3540,,
3541,1656540722,0,1,31,False,1,1,1,6,1,active,3541,,
3543,1656540709,0,1,30,False,1,1,1,4,1,active,3543,,
3544,1656540730,0,1,24,False,0,1,1,1,2,active,3544,,
3545,1656540548,0,1,30,False,0,1,1,3,0,active,3545,,
3546,1656540084,0,1,16,False,0,1,1,5,0,active,3546,,
3547,1656540653,0,1,35,False,0,1,1,6,0,active,3547,,
3549,1656540428,0,1,19,False,1,1,1,6,0,active,3549,,
3551,1656540235,0,1,14,False,1,1,1,9,0,active,3551,,
3552,1656540646,0,1,38,False,0,1,1,0,1,active,3552,,
3553,1656540505,9,1,0,False,1,1,1,1,27,active,3553,,
3554,1656540653,0,1,4,False,0,1,1,23,0,active,3554,,
3555,1656540490,0,1,24,False,0,1,1,2,1,active,3555,,
3557,1656538443,0,1,14,False,0,1,1,5,0,active,3557,,
3558,1656540648,0,1,24,False,1,1,1,1,2,active,3558,,
3559,1656539044,0,1,15,False,0,1,1,3,1,active,3559,,
3561,1656538035,0,1,25,False,0,1,1,1,0,active,3561,,
3562,1656540183,0,1,24,False,0,1,1,0,2,active,3562,,
3563,1656540268,0,1,26,False,0,1,1,2,1,active,3563,,
3564,1656538603,0,1,12,False,0,1,1,7,0,active,3564,,
3565,1656539442,0,1,17,False,2,1,1,2,0,active,3565,,
3566,1656540396,0,1,21,False,2,1,1,3,1,active,3566,,
3568,1656540709,0,1,17,False,0,1,1,2,2,active,3568,,
3569,1656540718,0,1,21,False,0,1,1,5,3,active,3569,,
3570,1656540613,0,1,25,False,1,1,1,6,0,active,3570,,
3571,1656540744,0,1,22,False,1,1,1,2,0,active,3571,,
3572,1656540554,0,1,26,False,0,1,1,7,0,active,3572,,
3573,1656540403,0,1,17,False,6,1,1,8,0,active,3573,,
3574,1656540595,0,1,21,False,0,1,1,1,1,active,3574,,
3575,1656540379,0,1,27,False,0,1,1,0,0,active,3575,,
3577,1656538952,0,1,19,False,0,1,1,3,0,active,3577,,
3578,1656540402,0,1,14,False,0,1,1,5,2,active,3578,,
3579,1656540150,0,1,23,False,0,1,1,0,2,active,3579,,
3580,1656540699,0,1,23,False,0,1,1,4,3,active,3580,,
3581,1656539436,0,1,25,False,0,1,1,0,2,active,3581,,
3582,1656540620,0,1,24,False,1,1,1,3,1,active,3582,,
3583,1656540651,0,1,28,False,0,1,1,3,0,active,3583,,
3584,1656540662,0,1,40,False,0,1,1,2,0,active,3584,,
3585,1656540512,0,1,21,False,0,1,1,1,2,active,3585,,
3586,1656537563,0,1,13,False,1,1,1,6,0,active,3586,,
3587,1656540478,0,1,19,False,2,1,1,7,1,active,3587,,
3588,1656540341,0,1,6,False,0,1,1,34,0,active,3588,,
3589,1656540614,0,1,1,False,0,1,1,29,1,active,3589,,
3590,1656538390,0,1,10,False,0,1,1,8,1,active,3590,,
3591,1656540075,0,1,12,False,0,1,1,9,0,active,3591,,
3592,1656540733,0,1,8,False,2,1,1,4,7,active,3592,,
3593,1656540689,0,1,27,False,2,1,1,5,2,active,3593,,
3595,1656540203,0,1,17,False,0,1,1,1,0,active,3595,,
3596,1656536664,0,1,6,False,0,1,1,13,0,active,3596,,
3597,1656539499,0,1,24,False,0,1,1,1,0,active,3597,,
3598,1656537653,0,1,19,False,0,1,1,0,0,active,3598,,
3600,1656540509,2,1,0,False,0,1,1,1,22,active,3600,,
3601,1656540367,0,1,6,False,3,1,1,13,0,active,3601,,
3602,1656540460,0,1,19,False,1,1,1,4,0,active,3602,,
3603,1656540607,0,1,18,False,0,1,1,3,0,active,3603,,
3604,1656540363,0,1,10,False,1,1,1,7,0,active,3604,,
3605,1656539690,0,1,16,False,0,1,1,4,1,active,3605,,
3606,1656539679,0,1,13,False,0,1,1,7,1,active,3606,,
3607,1656540670,0,1,9,False,0,1,1,10,0,active,3607,,
3608,1656540393,0,1,7,False,0,1,1,14,0,active,3608,,
3609,1656540407,0,1,6,False,1,1,1,16,1,active,3609,,
3611,1656540582,0,1,1,False,1,1,1,28,2,active,3611,,
3612,1656540182,0,1,12,False,0,1,1,3,0,active,3612,,
3613,1656540133,0,1,0,False,1,1,1,27,0,active,3613,,
3614,1656540443,0,1,12,False,1,1,1,8,3,active,3614,,
3616,1656539904,0,1,17,False,1,1,1,5,3,active,3616,,
3617,1656540641,1,1,24,False,0,1,1,1,0,active,3617,,
3618,1656540680,0,1,9,False,0,1,1,23,1,active,3618,,
3619,1656538449,0,1,23,False,0,1,1,4,0,active,3619,,
3620,1656539531,0,1,6,False,0,1,1,22,0,active,3620,,
3621,1656540157,0,1,32,False,2,1,1,7,0,active,3621,,
3622,1656540323,0,1,21,False,0,1,1,2,0,active,3622,,
3623,1656540749,0,1,38,False,0,1,1,0,1,active,3623,,
3628,1656540389,0,1,25,False,1,1,1,4,1,active,3628,,
3629,1656540246,0,1,13,False,0,1,1,17,2,active,3629,,
3630,1656540744,0,1,12,False,1,1,1,15,6,active,3630,,
3635,1656540745,0,1,38,False,1,1,1,3,2,active,3635,,
3637,1656540483,0,1,21,False,1,1,1,10,0,active,3637,,
3638,1656540535,0,1,13,False,0,1,1,3,2,active,3638,,
3639,1656540698,0,1,15,False,0,1,1,15,0,active,3639,,
3640,1656540680,0,1,7,False,4,1,1,10,1,active,3640,,
3641,1656540725,0,1,41,False,0,1,1,24,6,active,3641,,
3646,1656540433,0,1,22,False,1,1,1,4,0,active,3646,,
