station_id,num_bikes_disabled,legacy_id,is_installed,eightd_has_available_keys,last_reported,is_renting,num_docks_disabled,station_status,is_returning,num_bikes_available,num_ebikes_available,num_docks_available,valet,eightd_active_station_services
241,3,241,1,False,1656542606,1,0,active,1,17,1,3,,
242,0,242,0,False,86400,0,0,out_of_service,0,0,0,0,,
244,2,244,1,False,1656542498,1,0,active,1,7,0,42,,
245,3,245,1,False,1656541425,1,0,active,1,53,2,0,,
247,5,247,1,False,1656542562,1,0,active,1,53,0,0,,
248,3,248,1,False,1656542425,1,0,active,1,75,0,13,,
249,1,249,1,False,1656542525,1,0,active,1,22,0,4,,
250,4,250,1,False,1656542546,1,0,active,1,30,0,6,,
251,3,251,1,False,1656542425,1,0,active,1,14,1,8,,
252,4,252,1,False,1656542592,1,0,active,1,7,1,21,,
254,2,254,1,False,1656542559,1,0,active,1,18,0,27,,
257,3,257,1,False,1656542554,1,0,active,1,32,1,36,,
258,6,258,1,False,1656542510,1,0,active,1,8,4,9,,
259,8,259,1,False,1656542592,1,0,active,1,12,0,19,,
260,1,260,1,False,1656542268,1,0,active,1,10,0,21,,
261,3,261,1,False,1656542545,1,0,active,1,37,0,1,,
262,4,262,1,False,1656542461,1,0,active,1,20,1,0,,
264,1,264,1,False,1656542599,1,0,active,1,22,0,6,,
265,2,265,1,False,1656542574,1,0,active,1,32,0,0,,
266,1,266,1,False,1656542333,1,0,active,1,10,2,19,,
267,1,267,1,False,1656542539,1,0,active,1,0,0,77,,
268,5,268,1,False,1656542559,1,0,active,1,2,0,20,,
270,1,270,1,False,1656542602,1,0,active,1,7,0,20,,
275,2,275,1,False,1656542609,1,0,active,1,3,0,13,,
278,2,278,1,False,1656542230,1,0,active,1,8,0,8,,
281,0,281,1,False,1656542518,1,0,active,1,0,0,96,,
284,2,284,1,False,1656542589,1,0,active,1,35,2,14,,
285,4,285,1,False,1656542559,1,0,active,1,29,1,45,,
289,0,289,1,False,1656542497,1,0,active,1,5,0,14,,
291,0,291,1,False,1656542443,1,0,active,1,13,1,7,,
293,4,293,1,False,1656542564,1,0,active,1,74,0,13,,
294,4,294,1,False,1656542264,1,0,active,1,48,0,10,,
295,1,295,1,False,1656542314,1,0,active,1,23,0,0,,
297,5,297,1,False,1656542601,1,0,active,1,2,1,68,,
298,2,298,1,False,1656542471,1,0,active,1,32,0,0,,
301,2,301,1,False,1656542583,1,0,active,1,6,0,49,,
302,2,302,1,False,1656542608,1,0,active,1,34,1,0,,
303,3,303,1,False,1656542575,1,0,active,1,58,0,4,,
304,0,304,1,False,1656542580,1,0,active,1,12,0,35,,
305,5,305,1,False,1656542479,1,0,active,1,6,1,38,,
307,3,307,1,False,1656542384,1,0,active,1,28,0,0,,
308,1,308,1,False,1656542578,1,0,active,1,44,1,3,,
311,4,311,1,False,1656542601,1,0,active,1,36,0,19,,
312,2,312,1,False,1656542575,1,0,active,1,27,0,3,,
313,3,313,1,False,1656542599,1,0,active,1,45,0,7,,
315,4,315,1,False,1656542564,1,0,active,1,20,2,4,,
316,2,316,1,False,1656542603,1,0,active,1,27,0,12,,
317,1,317,1,False,1656542561,1,1,active,1,11,0,54,,
319,3,319,1,False,1656542608,1,20,active,1,30,0,0,"{'off_dock_count': 1, 'off_dock_capacity': 70, 'dock_blocked_count': 20, 'region': 'BKN', 'valet_revision': 11138, 'station_id': '66db79a3-0aca-11e7-82f6-3863bb44ef7c', 'active': True}",[{'id': '66db79a3-0aca-11e7-82f6-3863bb44ef7c'}]
320,3,320,1,False,1656542253,1,0,active,1,33,0,16,,
321,1,321,1,False,1656542383,1,0,active,1,34,0,2,,
323,3,323,1,False,1656542606,1,0,active,1,29,1,7,,
324,2,324,1,False,1656542524,1,0,active,1,70,1,2,,
325,5,325,1,False,1656538900,0,0,active,0,28,1,2,,
326,4,326,1,False,1656542586,1,0,active,1,22,1,15,,
327,4,327,1,False,1656542612,1,0,active,1,4,0,31,,
328,3,328,1,False,1656542603,1,0,active,1,21,0,11,,
330,6,330,1,False,1656542436,1,0,active,1,21,0,15,,
331,1,331,1,False,1656539987,1,0,active,1,26,0,0,,
332,2,332,1,False,1656542541,1,0,active,1,19,2,14,,
334,3,334,1,False,1656542497,1,0,active,1,18,2,23,,
335,1,335,1,False,1656542519,1,0,active,1,12,1,13,,
336,3,336,1,False,1656542610,1,0,active,1,38,0,16,,
339,2,339,1,False,1656542098,1,0,active,1,10,0,29,,
340,0,340,1,False,1656542432,1,0,active,1,19,1,8,,
341,0,341,1,False,1656542014,1,0,active,1,19,2,0,,
342,1,342,1,False,1656542581,1,0,active,1,18,2,10,,
343,1,343,1,False,1656541911,1,0,active,1,13,0,9,,
344,1,344,1,False,1656542229,1,0,active,1,10,0,12,,
346,0,346,1,False,1656542582,1,0,active,1,13,2,14,,
347,7,347,1,False,1656542604,1,0,active,1,6,0,40,,
349,0,349,1,False,1656542578,1,0,active,1,32,1,28,,
350,3,350,1,False,1656542436,1,0,active,1,12,0,32,,
352,1,352,1,False,1656541423,1,0,active,1,0,0,35,,
353,0,353,1,False,1656542534,1,0,active,1,14,0,13,,
354,3,354,1,False,1656542141,1,0,active,1,46,1,14,,
355,2,355,1,False,1656542553,1,0,active,1,33,0,8,,
356,1,356,1,False,1656542186,1,0,active,1,14,0,8,,
358,2,358,1,False,1656542514,1,0,active,1,48,1,0,,
359,1,359,1,False,1656542535,1,0,active,1,0,0,78,,
360,3,360,1,False,1656542584,1,0,active,1,7,1,28,,
361,2,361,1,False,1656542193,1,0,active,1,77,0,0,,
362,1,362,1,False,1656542434,1,0,active,1,0,0,54,,
363,2,363,1,False,1656542611,1,0,active,1,46,1,25,,
364,1,364,1,False,1656542497,1,0,active,1,12,1,14,,
366,1,366,1,False,1656542609,1,0,active,1,7,0,25,,
367,1,367,1,False,1656542341,1,0,active,1,0,0,56,,
368,3,368,1,False,1656542605,1,0,active,1,26,0,18,,
369,2,369,1,False,1656542594,1,0,active,1,32,0,41,,
372,3,372,1,False,1656542404,1,0,active,1,15,0,9,,
373,0,373,1,False,1656540978,1,0,active,1,16,0,3,,
376,4,376,1,False,1656542424,1,0,active,1,22,0,15,,
377,3,377,1,False,1656542610,1,0,active,1,23,0,23,,
379,1,379,1,False,1656542400,1,0,active,1,42,1,10,,
380,5,380,1,False,1656542547,1,0,active,1,33,0,2,,
383,3,383,1,False,1656542591,1,0,active,1,28,1,7,,
385,1,385,1,False,1656542502,1,0,active,1,7,0,21,,
386,1,386,1,False,1656542585,1,0,active,1,29,0,50,,
387,4,387,1,False,1656542601,1,0,active,1,32,1,3,,
388,4,388,1,False,1656542413,1,0,active,1,2,0,28,,
389,1,389,1,False,1656542543,1,0,active,1,26,8,0,,
390,3,390,1,False,1656542381,1,0,active,1,40,0,5,,
391,2,391,1,False,1656542282,1,0,active,1,24,0,16,,
392,1,392,1,False,1656542080,1,0,active,1,24,0,9,,
393,0,393,1,False,1656542461,1,0,active,1,6,0,31,,
394,2,394,1,False,1656542536,1,1,active,1,4,0,27,,
396,1,396,1,False,1656542579,1,0,active,1,18,2,6,,
397,6,397,1,False,1656542504,1,0,active,1,3,0,66,,
398,3,398,1,False,1656542034,1,0,active,1,33,0,0,,
399,3,399,1,False,1656542368,1,0,active,1,6,1,30,,
400,0,400,1,False,1656542487,1,0,active,1,12,1,3,,
401,3,401,1,False,1656542597,1,0,active,1,26,1,13,,
403,2,403,1,False,1656542523,1,0,active,1,55,2,0,,
405,4,405,1,False,1656542567,1,0,active,1,21,0,26,,
406,0,406,1,False,1656542477,1,0,active,1,11,0,9,,
408,2,408,1,False,1656542571,1,0,active,1,36,1,7,,
410,3,410,1,False,1656542443,1,0,active,1,37,0,39,,
411,1,411,1,False,1656542604,1,0,active,1,21,6,8,,
412,3,412,1,False,1656542438,1,0,active,1,20,0,5,,
415,1,415,1,False,1656542334,1,0,active,1,10,0,35,,
416,3,416,1,False,1656542425,1,0,active,1,11,0,17,,
417,0,417,1,False,1656542535,1,0,active,1,22,0,3,,
418,0,418,1,False,1656528957,0,0,active,0,36,3,1,,
419,0,419,0,False,86400,0,0,out_of_service,0,0,0,0,,
420,1,420,1,False,1656541818,1,0,active,1,12,1,38,,
421,0,421,1,False,1656542573,1,0,active,1,18,0,1,,
422,2,422,1,False,1656542536,1,0,active,1,8,0,103,,
423,0,423,1,False,1656542599,1,0,active,1,2,0,42,,
426,5,426,1,False,1656542609,1,0,active,1,59,0,17,,
427,5,427,1,False,1656542568,1,0,active,1,25,1,17,,
428,2,428,1,False,1656542602,1,0,active,1,12,2,27,,
432,2,432,1,False,1656542607,1,0,active,1,18,0,11,,
434,8,434,1,False,1656542583,1,0,active,1,37,3,15,,
435,4,435,1,False,1656542559,1,0,active,1,25,0,19,,
436,1,436,1,False,1656542511,1,0,active,1,20,3,6,,
437,1,437,1,False,1656542477,1,0,active,1,16,0,6,,
438,2,438,1,False,1656542544,1,1,active,1,17,1,26,,
439,4,439,1,False,1656542404,1,0,active,1,37,0,2,,
440,2,440,1,False,1656542494,1,0,active,1,2,1,28,,
442,1,442,1,False,1656542604,1,0,active,1,13,3,37,,
443,3,443,1,False,1656542300,1,0,active,1,9,1,11,,
445,3,445,1,False,1656542602,1,0,active,1,22,0,82,,
446,0,446,0,False,86400,0,0,out_of_service,0,0,0,0,,
447,2,447,1,False,1656542599,1,0,active,1,7,0,21,,
448,2,448,1,False,1656542514,1,0,active,1,2,0,23,,
450,1,450,1,False,1656542435,1,0,active,1,1,0,65,,
453,4,453,1,False,1656542609,1,0,active,1,19,0,43,,
454,5,454,1,False,1656542596,1,0,active,1,2,0,28,,
455,4,455,1,False,1656542561,1,0,active,1,0,0,55,,
456,3,456,1,False,1656541974,1,0,active,1,0,0,48,,
457,5,457,1,False,1656542558,1,0,active,1,2,0,71,,
458,3,458,1,False,1656542610,1,0,active,1,5,0,22,,
460,5,460,1,False,1656542210,1,0,active,1,19,2,0,,
461,2,461,1,False,1656542608,1,0,active,1,15,0,39,,
462,8,462,1,False,1656542465,1,0,active,1,60,2,6,,
464,3,464,1,False,1656542461,1,0,active,1,4,0,72,,
465,4,465,1,False,1656542503,1,0,active,1,1,0,34,,
466,1,466,1,False,1656542407,1,0,active,1,8,1,25,,
468,4,468,1,False,1656542604,1,0,active,1,1,0,74,,
469,2,469,1,False,1656542569,1,0,active,1,0,0,83,,
470,0,470,1,False,1656542609,1,0,active,1,17,0,67,,
471,3,471,1,False,1656542147,1,0,active,1,27,1,0,,
472,3,472,1,False,1656542182,1,0,active,1,0,0,52,,
473,5,473,1,False,1656542407,1,0,active,1,58,0,0,,
474,7,474,1,False,1656542524,1,0,active,1,14,0,20,,
476,1,476,1,False,1656542569,1,0,active,1,3,1,58,,
477,2,477,1,False,1656542473,0,0,active,0,68,38,1,,
478,5,478,1,False,1656542579,1,0,active,1,21,2,10,,
479,3,479,1,False,1656542573,1,0,active,1,26,5,2,,
480,3,480,1,False,1656542574,1,0,active,1,11,1,15,,
481,3,481,1,False,1656542600,1,0,active,1,20,5,2,,
482,2,482,1,False,1656542583,1,0,active,1,27,0,49,,
483,0,483,1,False,1656542536,1,0,active,1,8,1,28,,
484,5,484,1,False,1656542465,1,1,active,1,1,0,39,,
485,2,485,1,False,1656542561,1,0,active,1,1,0,37,,
486,0,486,1,False,86400,1,0,active,1,0,0,0,,
488,1,488,1,False,1656542597,1,0,active,1,24,1,19,,
489,3,489,1,False,1656542523,1,0,active,1,12,0,33,,
490,3,490,1,False,1656542525,1,0,active,1,2,0,61,"{'off_dock_count': 41, 'off_dock_capacity': 120, 'dock_blocked_count': 0, 'region': 'BKN', 'valet_revision': 12158, 'station_id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c', 'active': True}",[{'id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c'}]
494,3,494,1,False,1656542608,1,0,active,1,20,0,41,,
495,3,495,1,False,1656542548,1,0,active,1,11,1,25,,
496,7,496,1,False,1656542608,1,0,active,1,23,0,35,,
497,0,497,0,False,86400,0,0,out_of_service,0,0,0,0,,
500,5,500,1,False,1656542554,1,0,active,1,1,0,71,,
501,7,501,1,False,1656542603,1,0,active,1,42,0,34,,
502,2,502,1,False,1656542607,1,0,active,1,21,2,13,,
503,5,503,1,False,1656542592,1,0,active,1,9,0,15,,
504,1,504,1,False,1656542347,1,0,active,1,7,0,46,,
505,5,505,1,False,1656542609,1,0,active,1,37,0,9,,
507,6,507,1,False,1656542585,1,0,active,1,8,0,65,,
508,1,508,1,False,1656542570,1,0,active,1,2,0,22,,
509,6,509,1,False,1656542468,1,0,active,1,36,0,19,,
510,2,510,1,False,1656542609,1,0,active,1,1,0,51,,
511,0,511,1,False,1656542238,1,0,active,1,8,0,23,,
512,2,512,1,False,1656542608,1,0,active,1,8,0,19,,
513,3,513,1,False,1656542495,1,1,active,1,5,0,19,,
514,5,514,1,False,1656542591,1,0,active,1,43,1,2,,
515,4,515,1,False,1656542585,1,0,active,1,15,0,59,,
516,3,516,1,False,1656542452,1,0,active,1,8,0,37,,
522,1,522,1,False,1656541423,1,6,active,1,0,0,68,,
525,0,525,1,False,1656542572,1,0,active,1,16,0,39,,
526,1,526,1,False,1656542395,1,0,active,1,4,0,35,,
528,10,528,1,False,1656542588,1,0,active,1,6,1,22,,
529,4,529,1,False,1656542560,1,0,active,1,33,1,4,,
530,2,530,1,False,1656542597,1,0,active,1,3,0,19,,
531,1,531,1,False,1656541511,1,0,active,1,64,0,1,,
532,8,532,1,False,1656542447,1,0,active,1,35,0,0,,
536,1,536,1,False,1656542569,1,1,active,1,1,0,26,,
537,8,537,1,False,1656542488,1,0,active,1,3,0,42,,
539,2,539,1,False,1656542542,1,0,active,1,29,1,0,,
540,5,540,1,False,1656542595,1,0,active,1,9,1,39,,
545,1,545,1,False,1656542388,1,0,active,1,4,0,20,,
546,2,546,1,False,1656542593,1,0,active,1,1,0,41,,
2000,1,2000,1,False,1656542354,1,0,active,1,55,0,1,,
2002,6,2002,1,False,1656542571,1,0,active,1,49,0,1,,
2003,2,2003,1,False,1656542532,1,0,active,1,30,1,22,,
2006,6,2006,1,False,1656542596,1,0,active,1,1,0,66,,
2008,2,2008,1,False,1656542052,1,0,active,1,32,0,0,,
2009,2,2009,1,False,1656542052,1,0,active,1,33,0,0,,
2010,5,2010,1,False,1656542568,1,0,active,1,10,0,27,,
2012,3,2012,1,False,1656542610,1,0,active,1,0,0,38,,
2021,2,2021,1,False,1656542575,1,0,active,1,37,0,26,,
2022,0,2022,1,False,1656541436,1,0,active,1,3,0,30,,
3016,3,3016,1,False,1656542525,1,0,active,1,51,1,0,,
3041,1,3041,1,False,1656542433,1,0,active,1,20,1,3,,
3042,2,3042,1,False,1656542569,1,0,active,1,13,3,4,,
3043,2,3043,1,False,1656540807,1,0,active,1,13,1,4,,
3044,0,3044,1,False,1656540836,1,0,active,1,21,0,6,,
3046,2,3046,1,False,1656541543,1,0,active,1,8,0,7,,
3047,4,3047,1,False,1656542578,1,0,active,1,9,0,7,,
3048,2,3048,1,False,1656542312,1,0,active,1,1,0,16,,
3049,1,3049,1,False,1656542570,1,0,active,1,3,0,14,,
3050,2,3050,1,False,1656542501,1,0,active,1,0,0,19,,
3052,4,3052,1,False,1656542587,1,0,active,1,4,0,15,,
3053,2,3053,1,False,1656541636,1,0,active,1,15,0,6,,
3054,2,3054,1,False,1656542519,1,0,active,1,1,0,16,,
3055,0,3055,1,False,1656542587,1,0,active,1,18,0,4,,
3056,0,3056,1,False,1656541757,1,0,active,1,18,1,5,,
3057,0,3057,1,False,1656542270,1,0,active,1,2,0,16,,
3058,0,3058,1,False,1656542526,1,0,active,1,4,1,19,,
3059,0,3059,1,False,1656541535,1,0,active,1,5,0,14,,
3060,0,3060,1,False,1656542259,1,0,active,1,12,1,6,,
3061,0,3061,1,False,1656542524,1,0,active,1,9,0,12,,
3062,0,3062,1,False,1656542215,1,0,active,1,20,0,3,,
3063,4,3063,1,False,1656542083,1,0,active,1,15,0,1,,
3064,3,3064,1,False,1656542054,1,0,active,1,8,0,12,,
3065,0,3065,1,False,1656542451,1,0,active,1,31,0,0,,
3066,0,3066,1,False,1656542574,1,0,active,1,18,1,1,,
3067,0,3067,1,False,1656541782,1,0,active,1,25,2,2,,
3068,0,3068,1,False,1656542233,1,0,active,1,41,0,1,,
3069,2,3069,1,False,1656542532,1,1,active,1,22,0,4,,
3070,0,3070,1,False,1656542599,1,0,active,1,13,0,10,,
3071,0,3071,1,False,1656541573,1,0,active,1,16,0,3,,
3072,1,3072,1,False,1656542529,1,0,active,1,21,1,2,,
3074,1,3074,1,False,1656542478,1,0,active,1,37,1,4,,
3075,0,3075,1,False,1656542303,1,0,active,1,30,0,3,,
3076,0,3076,1,False,1656542423,1,0,active,1,14,2,21,,
3077,1,3077,1,False,1656542548,1,0,active,1,30,0,1,,
3078,4,3078,1,False,1656542531,1,0,active,1,16,1,7,,
3080,2,3080,1,False,1656542413,1,0,active,1,8,1,11,,
3081,1,3081,1,False,1656542479,1,0,active,1,27,1,1,,
3082,1,3082,1,False,1656542571,1,0,active,1,20,0,3,,
3083,2,3083,1,False,1656541491,1,0,active,1,20,0,9,,
3085,2,3085,1,False,1656542509,1,0,active,1,22,2,0,,
3086,5,3086,1,False,1656542545,1,0,active,1,15,3,10,,
3087,0,3087,1,False,1656542556,1,0,active,1,29,1,1,,
3088,1,3088,1,False,1656542034,1,0,active,1,18,0,0,,
3092,1,3092,1,False,1656542570,1,0,active,1,26,3,0,,
3093,0,3093,1,False,1656542605,1,0,active,1,26,2,2,,
3094,1,3094,1,False,1656542543,1,0,active,1,16,0,1,,
3095,1,3095,1,False,1656541876,1,0,active,1,25,0,0,,
3096,2,3096,1,False,1656542372,1,0,active,1,37,2,0,,
3100,3,3100,1,False,1656542583,1,0,active,1,48,0,0,,
3101,1,3101,1,False,1656542605,1,0,active,1,25,0,1,,
3102,2,3102,1,False,1656542123,1,0,active,1,25,3,0,,
3105,0,3105,1,False,1656542498,1,0,active,1,53,2,1,,
3106,47,3106,1,False,1656542550,1,0,active,1,5,3,0,,
3107,3,3107,1,False,1656541890,1,0,active,1,36,0,0,,
3108,4,3108,1,False,1656542443,1,0,active,1,47,2,0,,
3109,1,3109,1,False,1656542462,1,0,active,1,29,0,1,,
3110,1,3110,1,False,1656542503,1,0,active,1,27,1,0,,
3112,3,3112,1,False,1656542267,1,0,active,1,20,0,8,,
3113,1,3113,1,False,1656542502,1,0,active,1,23,0,3,,
3115,0,3115,1,False,1656542427,1,0,active,1,45,0,4,,
3116,1,3116,1,False,1656542560,1,0,active,1,30,0,4,,
3117,3,3117,1,False,1656542536,1,0,active,1,14,2,9,,
3118,0,3118,1,False,1656542420,1,1,active,1,38,0,3,,
3119,5,3119,1,False,1656542451,1,0,active,1,20,2,20,,
3121,2,3121,1,False,1656542594,1,1,active,1,14,0,9,,
3122,2,3122,1,False,1656487605,0,0,active,0,76,1,1,,
3123,2,3123,1,False,1656540217,1,0,active,1,14,0,31,,
3124,1,3124,1,False,1656542202,1,0,active,1,42,4,0,,
3125,0,3125,1,False,1656541979,1,0,active,1,21,0,2,,
3126,4,3126,1,False,1656542117,1,0,active,1,11,0,19,,
3127,1,3127,1,False,1656541424,1,0,active,1,27,0,6,,
3128,0,3128,1,False,1656542048,1,0,active,1,21,0,6,,
3129,3,3129,1,False,1656542560,1,0,active,1,7,0,29,,
3130,0,3130,1,False,1656542369,1,0,active,1,9,0,26,,
3131,2,3131,1,False,1656542204,1,0,active,1,1,0,33,,
3132,2,3132,1,False,1656542208,1,0,active,1,0,0,33,,
3134,5,3134,1,False,1656542510,1,0,active,1,0,0,46,,
3135,0,3135,1,False,1656542177,1,0,active,1,5,0,35,,
3136,2,3136,1,False,1656542433,1,0,active,1,1,1,47,,
3137,8,3137,1,False,1656542593,1,0,active,1,8,0,12,,
3139,0,3139,0,False,86400,0,0,out_of_service,0,0,0,0,,
3140,7,3140,1,False,1656542324,1,0,active,1,31,0,19,,
3141,7,3141,1,False,1656542591,1,0,active,1,1,0,52,,
3142,8,3142,1,False,1656542606,1,1,active,1,15,0,21,,
3143,1,3143,1,False,1656542560,1,0,active,1,6,0,40,,
3144,3,3144,1,False,1656542526,1,0,active,1,4,0,39,,
3145,2,3145,1,False,1656542318,1,0,active,1,4,1,39,,
3146,3,3146,1,False,1656542555,1,0,active,1,9,0,34,,
3147,3,3147,1,False,1656542435,1,0,active,1,23,0,12,,
3148,3,3148,1,False,1656542527,1,0,active,1,16,2,11,,
3150,0,3150,1,False,1656542485,1,0,active,1,10,0,37,,
3151,3,3151,1,False,1656542608,1,0,active,1,10,1,34,,
3152,2,3152,1,False,1656542401,1,0,active,1,7,0,32,,
3154,0,3154,1,False,1656542592,1,0,active,1,12,0,34,,
3156,4,3156,1,False,1656542596,1,0,active,1,0,0,33,,
3157,2,3157,1,False,1656542544,1,0,active,1,21,3,4,,
3158,3,3158,1,False,1656542480,1,0,active,1,4,0,23,,
3159,3,3159,1,False,1656542565,1,0,active,1,10,1,17,,
3160,4,3160,1,False,1656542564,1,0,active,1,9,2,25,,
3161,1,3161,1,False,1656542303,1,0,active,1,4,0,54,,
3163,3,3163,1,False,1656542558,1,0,active,1,15,1,24,,
3164,3,3164,1,False,1656542548,1,0,active,1,11,0,50,,
3165,9,3165,1,False,1656542594,1,0,active,1,10,2,30,,
3166,0,3166,1,False,1656542570,1,0,active,1,6,0,34,,
3167,1,3167,1,False,1656542406,1,0,active,1,11,1,43,,
3169,3,3169,1,False,1656542520,1,0,active,1,4,0,67,,
3170,3,3170,1,False,1656542534,1,0,active,1,9,1,23,,
3171,2,3171,1,False,1656542493,1,0,active,1,13,2,23,,
3172,0,3172,1,False,1656542461,1,0,active,1,6,1,21,,
3173,5,3173,1,False,1656542543,1,1,active,1,28,2,44,,
3175,6,3175,1,False,1656542545,1,0,active,1,2,1,35,,
3177,0,3177,1,False,1656542520,1,0,active,1,9,0,54,,
3178,2,3178,1,False,1656542495,1,0,active,1,8,2,68,,
3179,3,3179,1,False,1656541134,1,0,active,1,13,0,7,,
3184,2,3184,1,False,1656541428,1,0,active,1,0,0,12,,
3185,1,3185,1,False,1656542045,1,0,active,1,18,3,3,,
3186,1,3186,1,False,1656542549,1,20,active,1,30,0,0,"{'off_dock_count': 0, 'off_dock_capacity': 100, 'dock_blocked_count': 20, 'region': 'NYC', 'valet_revision': 25476, 'station_id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c', 'active': True}",[{'id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c'}]
3187,1,3187,1,False,1656542534,1,0,active,1,14,1,7,,
3191,0,3191,1,False,1656540496,1,0,active,1,17,3,1,,
3192,2,3192,1,False,1656542397,1,0,active,1,5,0,15,,
3193,1,3193,1,False,1656542446,1,0,active,1,12,0,5,,
3194,2,3194,1,False,1656540244,1,0,active,1,15,9,5,,
3195,0,3195,1,False,1656533043,0,3,active,0,0,0,31,,
3196,1,3196,1,False,1656542437,1,0,active,1,4,3,13,,
3198,2,3198,1,False,1656540167,1,0,active,1,6,5,10,,
3199,1,3199,1,False,1656542576,1,0,active,1,10,1,3,,
3201,0,3201,1,False,1656542606,1,0,active,1,10,4,8,,
3202,2,3202,1,False,1656542427,1,0,active,1,3,1,13,,
3203,2,3203,1,False,1656542356,1,0,active,1,24,1,0,,
3205,1,3205,1,False,1656542346,1,0,active,1,19,6,2,,
3206,1,3206,1,False,1656542544,1,0,active,1,18,6,7,,
3207,1,3207,1,False,1656541972,1,0,active,1,14,3,11,,
3209,2,3209,1,False,1656542559,1,1,active,1,14,1,5,,
3210,2,3210,1,False,1656541885,1,0,active,1,14,2,2,,
3211,0,3211,1,False,1656541930,1,0,active,1,22,1,0,,
3212,1,3212,1,False,1656542374,1,0,active,1,8,2,13,,
3213,0,3213,1,False,1656542364,1,0,active,1,10,0,12,,
3214,2,3214,1,False,1656542465,1,0,active,1,8,0,12,,
3220,1,3220,1,False,1656539766,1,0,active,1,17,13,0,,
3221,0,3221,1,False,1656542238,1,0,active,1,5,0,22,,
3225,1,3225,1,False,1656542501,1,0,active,1,5,4,8,,
3226,0,3226,1,False,1656542494,1,0,active,1,6,1,39,,
3231,3,3231,1,False,1656542597,1,0,active,1,4,0,31,,
3232,1,3232,1,False,1656542310,1,0,active,1,45,0,0,,
3233,1,3233,1,False,1656542115,1,0,active,1,0,0,20,,
3235,4,3235,1,False,1656542590,1,0,active,1,1,0,29,,
3236,3,3236,1,False,1656542596,1,0,active,1,21,0,9,,
3238,4,3238,1,False,1656542243,1,0,active,1,3,0,28,,
3241,1,3241,1,False,1656542303,1,0,active,1,4,2,14,,
3242,1,3242,1,False,1656540569,1,0,active,1,58,0,0,,
3243,0,3243,1,False,1656542586,1,0,active,1,3,1,26,,
3244,2,3244,1,False,1656542323,1,0,active,1,31,0,45,,
3246,0,3246,1,False,1656541767,1,0,active,1,29,0,19,,
3249,0,3249,1,False,1656542533,1,0,active,1,15,0,4,,
3254,3,3254,1,False,1656539486,1,0,active,1,25,0,1,,
3255,1,3255,1,False,1656542519,1,0,active,1,14,0,2,,
3256,7,3256,1,False,1656542599,1,0,active,1,15,1,1,,
3260,5,3260,1,False,1656542504,1,0,active,1,37,0,3,,
3263,3,3263,1,False,1656542449,1,0,active,1,37,1,19,,
3267,3,3267,1,False,1656542325,1,11,active,1,0,0,0,,
3268,2,3268,1,False,1656541979,1,0,active,1,6,5,6,,
3269,1,3269,1,False,1656542570,1,0,active,1,11,2,2,,
3270,0,3270,1,False,1656538943,0,0,active,0,14,3,0,,
