station_id,is_installed,station_status,num_bikes_disabled,num_bikes_available,num_ebikes_available,legacy_id,is_returning,last_reported,num_docks_available,is_renting,num_docks_disabled,eightd_has_available_keys,eightd_active_station_services,valet
3734,1,active,4,2,0,3734,1,1656539586,44,1,0,False,,
3735,1,active,5,7,1,3735,1,1656539615,25,1,0,False,,
3736,1,active,1,9,3,3736,1,1656539311,31,1,0,False,,
3737,1,active,0,12,1,3737,1,1656539573,10,1,0,False,,
3738,1,active,1,26,2,3738,1,1656539443,4,1,0,False,,
3739,1,active,1,15,1,3739,1,1656539535,21,1,0,False,,
3740,1,active,2,47,0,3740,1,1656539324,1,1,0,False,,
3745,1,active,3,1,0,3745,1,1656539370,23,1,0,False,,
3746,1,active,2,20,1,3746,1,1656539578,26,1,0,False,,
3749,1,active,3,2,1,3749,1,1656539620,17,1,0,False,,
3755,1,active,2,12,0,3755,1,1656539167,5,1,0,False,,
3756,1,active,0,16,0,3756,1,1656539207,5,1,0,False,,
3757,1,active,1,15,1,3757,1,1656539628,7,1,0,False,,
3758,1,active,0,8,0,3758,1,1656539521,11,1,0,False,,
3759,1,active,0,9,0,3759,1,1656539262,9,1,0,False,,
3760,1,active,0,22,0,3760,1,1656539433,1,1,0,False,,
3761,1,active,0,12,0,3761,1,1656539413,15,1,0,False,,
3762,1,active,1,26,0,3762,1,1656539292,0,1,0,False,,
3763,1,active,1,22,1,3763,1,1656539211,4,1,0,False,,
3764,1,active,1,16,0,3764,1,1656538751,4,1,0,False,,
3765,1,active,0,20,0,3765,1,1656536667,1,1,0,False,,
3767,0,out_of_service,0,0,0,3767,0,86400,0,0,0,False,,
3768,1,active,2,12,2,3768,1,1656538879,9,1,0,False,,
3769,1,active,1,22,0,3769,1,1656539539,0,1,0,False,,
3770,1,active,0,20,0,3770,1,1656538749,1,1,0,False,,
3771,1,active,1,22,0,3771,1,1656539571,6,1,0,False,,
3772,1,active,0,19,1,3772,1,1656539311,0,1,0,False,,
3773,1,active,1,13,0,3773,1,1656537930,5,1,0,False,,
3774,1,active,0,12,0,3774,1,1656539216,11,1,0,False,,
3775,1,active,0,17,1,3775,1,1656539517,9,1,0,False,,
3776,1,active,2,0,0,3776,1,1656537854,21,1,0,False,,
3777,1,active,0,19,2,3777,1,1656539550,4,1,0,False,,
3778,1,active,0,21,0,3778,1,1656537685,6,1,0,False,,
3779,1,active,1,20,0,3779,1,1656537379,3,1,0,False,,
3780,1,active,1,16,2,3780,1,1656539632,5,1,0,False,,
3781,1,active,0,20,0,3781,1,1656539618,10,1,0,False,,
3782,1,active,2,26,0,3782,1,1656539438,1,1,0,False,,
3783,1,active,0,65,1,3783,1,1656539615,0,1,0,False,,
3785,1,active,4,4,2,3785,1,1656539623,29,1,0,False,,
3786,1,active,2,41,0,3786,1,1656539249,5,1,0,False,,
3787,1,active,2,7,0,3787,1,1656539408,0,1,13,False,[{'id': '17ba4945-b202-4667-965f-211d80622646'}],"{'valet_revision': 17410, 'active': True, 'off_dock_capacity': 90, 'station_id': '17ba4945-b202-4667-965f-211d80622646', 'off_dock_count': 59, 'region': 'BKN', 'dock_blocked_count': 13}"
3789,1,active,1,10,0,3789,1,1656539476,20,1,0,False,,
3790,1,active,4,27,0,3790,1,1656539567,6,1,0,False,,
3791,1,active,0,20,0,3791,1,1656539279,12,1,0,False,,
3792,1,active,3,14,0,3792,1,1656539515,13,1,0,False,,
3795,1,active,0,18,0,3795,1,1656538563,1,1,0,False,,
3798,1,active,6,5,0,3798,1,1656539532,43,1,0,False,,
3799,1,active,6,18,2,3799,1,1656539606,43,1,0,False,,
3803,1,active,2,9,0,3803,1,1656539070,15,1,0,False,,
3804,1,active,0,22,1,3804,1,1656539577,2,1,0,False,,
3808,1,active,4,0,0,3808,1,1656539332,15,1,0,False,,
3809,1,active,4,1,0,3809,1,1656539400,46,1,0,False,,
3811,1,active,1,18,2,3811,1,1656537460,0,1,0,False,,
3812,1,active,5,37,1,3812,1,1656539506,19,1,0,False,,
3813,1,active,2,36,0,3813,1,1656539580,10,1,1,False,,
3814,1,active,0,1,1,3814,1,1656539627,31,1,0,False,,
3815,1,active,3,8,0,3815,1,1656539600,30,1,0,False,,
3816,1,active,0,23,0,3816,1,1656539518,1,1,0,False,,
3817,1,active,0,16,0,3817,1,1656537828,2,1,0,False,,
3818,1,active,0,17,0,3818,1,1656539509,23,1,0,False,,
3819,1,active,1,17,1,3819,1,1656539272,2,1,0,False,,
3820,1,active,1,1,1,3820,1,1656539430,17,1,0,False,,
3821,1,active,0,13,0,3821,1,1656539176,12,1,0,False,,
3822,1,active,0,13,0,3822,1,1656532638,7,1,0,False,,
3823,1,active,0,25,0,3823,1,1656538741,4,1,0,False,,
3824,1,active,2,6,1,3824,1,1656539626,13,1,0,False,,
3825,1,active,0,3,2,3825,1,1656537320,26,1,0,False,,
3826,1,active,0,5,0,3826,1,1656536956,13,1,0,False,,
3827,1,active,1,5,1,3827,1,1656539350,14,1,0,False,,
3828,1,active,0,0,0,3828,1,1656539353,22,1,0,False,,
3829,1,active,0,6,0,3829,1,1656539571,16,1,0,False,,
3830,1,active,0,7,0,3830,1,1656538764,15,1,0,False,,
3831,1,active,0,4,0,3831,1,1656538702,31,1,0,False,,
3832,1,active,0,14,0,3832,1,1656538905,7,1,0,False,,
3833,1,active,0,2,0,3833,1,1656538811,16,1,0,False,,
3834,1,active,0,0,0,3834,1,1656539554,19,1,0,False,,
3835,0,out_of_service,0,0,0,3835,0,86400,0,0,0,False,,
3836,1,active,1,0,0,3836,1,1656529232,28,1,0,False,,
3837,1,active,0,1,0,3837,1,1656538972,28,1,0,False,,
3838,1,active,1,0,0,3838,1,1656539476,24,1,0,False,,
3839,1,active,0,1,0,3839,1,1656532038,28,1,0,False,,
3840,1,active,1,0,0,3840,1,1656537374,23,1,0,False,,
3841,1,active,1,12,2,3841,1,1656539015,12,1,0,False,,
3842,1,active,2,0,0,3842,1,1656538781,27,1,0,False,,
3843,1,active,0,5,0,3843,1,1656538231,18,1,0,False,,
3844,1,active,0,18,0,3844,1,1656538815,6,1,0,False,,
3845,1,active,0,10,0,3845,1,1656538726,11,1,0,False,,
3846,1,active,0,1,0,3846,1,1656539606,24,1,0,False,,
3847,1,active,1,2,0,3847,1,1656534608,22,1,0,False,,
3848,1,active,0,15,0,3848,1,1656539238,17,1,0,False,,
3849,1,active,1,13,0,3849,1,1656536808,3,1,0,False,,
3850,1,active,0,21,0,3850,1,1656539560,4,1,0,False,,
3851,1,active,0,16,9,3851,1,1656537585,4,1,0,False,,
3852,1,active,1,10,0,3852,1,1656539314,6,1,0,False,,
3853,1,active,0,15,0,3853,1,1656537149,5,1,0,False,,
3854,1,active,1,20,0,3854,1,1656539193,4,1,0,False,,
3855,1,active,0,20,1,3855,1,1656539295,2,1,0,False,,
3856,1,active,3,11,0,3856,1,1656539308,11,1,0,False,,
3857,1,active,0,16,0,3857,1,1656539425,2,1,0,False,,
3858,1,active,1,18,0,3858,1,1656538486,1,1,0,False,,
3860,1,active,1,10,0,3860,1,1656539525,15,1,0,False,,
3861,1,active,1,0,0,3861,1,1656535139,19,1,0,False,,
3862,1,active,0,0,0,3862,1,1656538285,18,1,0,False,,
3863,1,active,0,0,0,3863,1,1656538281,18,1,0,False,,
3864,1,active,0,8,0,3864,1,1656538191,22,1,0,False,,
3865,1,active,3,7,1,3865,1,1656537883,14,1,0,False,,
3866,1,active,0,3,0,3866,1,1656539523,29,1,0,False,,
3867,1,active,0,3,0,3867,1,1656538972,26,1,0,False,,
3868,1,active,0,1,0,3868,1,1656539041,18,1,0,False,,
3869,1,active,1,1,1,3869,1,1656539593,22,1,0,False,,
3870,1,active,0,8,0,3870,1,1656539557,12,1,0,False,,
3871,1,active,1,2,1,3871,1,1656537388,26,1,0,False,,
3872,1,active,0,0,0,3872,1,1656514164,19,1,0,False,,
3873,1,active,0,15,2,3873,1,1656539573,2,1,0,False,,
3874,1,active,0,1,1,3874,1,1656537014,15,1,0,False,,
3875,1,active,0,5,0,3875,1,1656533644,10,1,0,False,,
3876,1,active,0,9,1,3876,1,1656539588,13,1,0,False,,
3877,1,active,1,4,2,3877,1,1656539453,20,1,0,False,,
3878,1,active,0,5,0,3878,1,1656539460,14,1,0,False,,
3879,1,active,0,4,2,3879,1,1656539289,21,1,0,False,,
3880,1,active,1,1,1,3880,1,1656534134,25,1,0,False,,
3881,1,active,3,17,1,3881,1,1656539287,19,1,0,False,,
3882,1,active,1,7,0,3882,1,1656539628,7,1,0,False,,
3883,1,active,1,0,0,3883,1,1656536776,18,1,0,False,,
3884,1,active,0,1,0,3884,1,1656537900,22,1,0,False,,
3885,1,active,0,0,0,3885,1,1656535462,19,1,0,False,,
3886,1,active,0,0,0,3886,1,1656538608,20,1,0,False,,
3887,1,active,0,15,0,3887,1,1656537514,6,1,0,False,,
3888,1,active,1,3,1,3888,1,1656539507,15,1,0,False,,
3890,1,active,2,2,0,3890,1,1656539453,18,1,9,False,,
3891,1,active,0,13,0,3891,1,1656539561,7,1,0,False,,
3892,1,active,0,4,0,3892,1,1656539633,14,1,1,False,,
3893,1,active,2,1,0,3893,1,1656539450,22,1,0,False,,
3894,1,active,2,2,1,3894,1,1656539634,32,1,0,False,,
3895,1,active,0,4,0,3895,1,1656535348,21,1,0,False,,
3896,1,active,0,0,0,3896,1,1656539372,22,1,0,False,,
3897,1,active,0,0,0,3897,1,1656539145,17,1,0,False,,
3898,1,active,1,6,1,3898,1,1656539488,50,1,0,False,,
3899,1,active,1,17,0,3899,1,1656537037,0,1,0,False,,
3900,1,active,1,20,0,3900,1,1656538718,9,1,0,False,,
3901,1,active,0,5,2,3901,1,1656539345,12,1,0,False,,
3902,1,active,1,0,0,3902,1,1656533658,18,1,0,False,,
3903,1,active,1,4,1,3903,1,1656539374,11,1,0,False,,
3904,1,active,25,1,1,3904,1,1656539465,0,1,9,False,,
3905,1,active,2,20,0,3905,1,1656539548,5,1,0,False,,
3906,1,active,7,3,0,3906,1,1656539597,21,1,0,False,,
3907,1,active,0,5,0,3907,1,1656539063,12,1,0,False,,
3909,1,active,0,3,3,3909,1,1656539574,17,1,0,False,,
3910,1,active,0,2,1,3910,1,1656535783,15,1,0,False,,
3911,1,active,0,22,0,3911,1,1656536030,0,1,0,False,,
3913,1,active,1,9,0,3913,1,1656539621,9,1,0,False,,
3914,1,active,1,0,0,3914,1,1656539578,38,1,0,False,,
3916,1,active,1,44,3,3916,1,1656539559,0,1,0,False,,
3917,1,active,1,27,0,3917,1,1656539267,3,1,0,False,,
3920,1,active,4,1,1,3920,1,1656539527,14,1,0,False,,
3921,1,active,1,2,0,3921,1,1656539631,16,1,0,False,,
3922,1,active,5,14,0,3922,1,1656539489,0,1,0,False,,
3923,1,active,0,8,1,3923,1,1656539580,9,1,0,False,,
3924,1,active,1,5,0,3924,1,1656538279,20,1,0,False,,
3926,1,active,0,2,0,3926,1,1656539404,18,1,0,False,,
3927,1,active,3,1,0,3927,1,1656539417,23,1,0,False,,
3928,1,active,8,1,0,3928,1,1656539024,14,1,0,False,,
3929,1,active,1,2,0,3929,1,1656538915,16,1,0,False,,
3930,1,active,1,6,0,3930,1,1656538721,12,1,0,False,,
3931,1,active,0,4,0,3931,1,1656535373,19,1,0,False,,
3932,1,active,0,0,0,3932,1,1656536980,23,1,0,False,,
3933,1,active,1,8,0,3933,1,1656536157,10,1,0,False,,
3934,1,active,1,15,0,3934,1,1656538102,11,1,0,False,,
3935,1,active,1,1,0,3935,1,1656539440,16,1,1,False,,
3936,1,active,0,2,0,3936,1,1656539212,17,1,0,False,,
3937,1,active,1,0,0,3937,1,1656537145,22,1,0,False,,
3938,1,active,1,7,0,3938,1,1656524990,11,1,0,False,,
3939,1,active,0,13,1,3939,1,1656533884,8,1,0,False,,
3940,1,active,1,5,0,3940,1,1656512705,10,1,0,False,,
3941,1,active,0,11,0,3941,1,1656537455,6,1,0,False,,
3942,1,active,3,4,0,3942,1,1656538499,14,1,0,False,,
3944,1,active,1,0,0,3944,1,1656538866,29,1,0,False,,
3945,1,active,2,1,1,3945,1,1656539579,18,1,0,False,,
3946,1,active,1,4,1,3946,1,1656539585,16,1,0,False,,
3947,1,active,0,4,1,3947,1,1656539320,14,1,0,False,,
3948,1,active,1,2,0,3948,1,1656537023,20,1,0,False,,
3949,1,active,1,22,1,3949,1,1656539114,0,1,0,False,,
3950,1,active,1,6,0,3950,1,1656538101,12,1,0,False,,
3951,1,active,0,5,0,3951,1,1656538882,14,1,0,False,,
3952,1,active,0,4,1,3952,1,1656538465,15,1,0,False,,
3953,1,active,1,6,0,3953,1,1656539067,18,1,0,False,,
3955,1,active,0,6,0,3955,1,1656536135,12,1,0,False,,
3956,1,active,0,3,0,3956,1,1656525377,20,1,0,False,,
3957,1,active,1,4,0,3957,1,1656538485,13,1,0,False,,
3958,1,active,0,3,0,3958,1,1656538840,20,1,0,False,,
3959,1,active,2,0,0,3959,1,1656539513,29,1,0,False,,
3960,1,active,0,2,1,3960,1,1656539060,19,1,0,False,,
3961,1,active,0,7,0,3961,1,1656536995,12,1,0,False,,
3963,1,active,1,4,0,3963,1,1656537910,25,1,0,False,,
3964,1,active,0,1,0,3964,1,1656538936,19,1,0,False,,
3965,1,active,0,6,0,3965,1,1656531532,13,1,0,False,,
3966,1,active,0,4,0,3966,1,1656532069,15,1,0,False,,
3967,1,active,1,0,0,3967,1,1656539343,0,1,29,False,,
3968,1,active,1,10,0,3968,1,1656531880,9,1,0,False,,
3969,1,active,0,5,1,3969,1,1656539489,13,1,0,False,,
3970,1,active,1,1,0,3970,1,1656539356,17,1,0,False,,
3972,1,active,1,1,0,3972,1,1656537909,21,1,0,False,,
3973,1,active,1,0,0,3973,1,1656530577,25,1,0,False,,
3975,1,active,0,5,2,3975,1,1656539624,16,1,0,False,,
3976,1,active,2,6,0,3976,1,1656532735,11,1,0,False,,
3977,1,active,0,1,0,3977,1,1656538808,28,1,0,False,,
3978,1,active,0,1,1,3978,1,1656539308,17,1,0,False,,
3980,1,active,1,1,0,3980,1,1656538935,18,1,0,False,,
3981,1,active,0,0,0,3981,1,1656539064,24,1,0,False,,
3982,1,active,2,5,4,3982,1,1656539563,14,1,0,False,,
3983,1,active,1,10,2,3983,1,1656539133,12,1,0,False,,
3984,1,active,1,3,2,3984,1,1656538641,18,1,0,False,,
3985,1,active,0,3,1,3985,1,1656538885,19,1,0,False,,
3986,1,active,2,15,0,3986,1,1656539195,17,1,0,False,,
3987,1,active,2,3,1,3987,1,1656537572,18,1,0,False,,
3988,1,active,0,7,0,3988,1,1656529139,12,1,0,False,,
3989,1,active,1,3,1,3989,1,1656538777,18,1,0,False,,
3994,1,active,3,14,1,3994,1,1656538242,10,1,0,False,,
3995,1,active,2,1,0,3995,1,1656539191,18,1,0,False,,
3996,1,active,0,5,0,3996,1,1656538404,19,1,0,False,,
3997,1,active,0,3,0,3997,1,1656539170,17,1,0,False,,
3998,1,active,0,0,0,3998,1,1656533381,29,1,0,False,,
3999,1,active,0,9,2,3999,1,1656539605,13,1,0,False,,
4000,1,active,1,4,0,4000,1,1656538556,17,1,0,False,,
4001,1,active,2,3,0,4001,1,1656539468,18,1,0,False,,
4002,1,active,0,4,0,4002,1,1656539516,20,1,0,False,,
4004,1,active,0,1,0,4004,1,1656539593,19,1,0,False,,
4005,1,active,1,0,0,4005,1,1656538426,23,1,0,False,,
4006,1,active,1,12,0,4006,1,1656537945,12,1,0,False,,
4007,1,active,1,4,0,4007,1,1656539041,25,1,0,False,,
4008,1,active,1,1,0,4008,1,1656535631,21,1,0,False,,
4009,1,active,0,6,2,4009,1,1656539366,29,1,0,False,,
4010,1,active,0,0,0,4010,1,86400,0,1,0,False,,
4011,1,active,0,5,1,4011,1,1656538005,20,1,0,False,,
4012,1,active,1,3,1,4012,1,1656539423,19,1,0,False,,
4013,1,active,1,1,0,4013,1,1656531462,22,1,0,False,,
4014,1,active,1,4,0,4014,1,1656538828,16,1,0,False,,
4015,1,active,0,16,0,4015,1,1656539460,15,1,0,False,,
4016,1,active,1,0,0,4016,1,1656539420,21,1,0,False,,
4017,1,active,0,1,0,4017,1,1656538852,21,1,0,False,,
4018,1,active,1,3,0,4018,1,1656539430,17,1,0,False,,
4019,1,active,0,3,0,4019,1,1656539590,14,1,0,False,,
4020,1,active,0,4,1,4020,1,1656539239,18,1,0,False,,
4021,1,active,1,2,0,4021,1,1656538472,18,1,0,False,,
4022,0,out_of_service,0,0,0,4022,0,86400,0,0,0,False,,
4023,1,active,3,2,0,4023,1,1656539609,18,1,0,False,,
4024,1,active,3,0,0,4024,1,1656537085,30,1,0,False,,
4025,1,active,0,0,0,4025,1,1656538933,20,1,0,False,,
4027,1,active,0,1,0,4027,1,1656532461,22,1,0,False,,
4028,1,active,1,14,2,4028,1,1656535222,4,1,0,False,,
4029,1,active,1,3,1,4029,1,1656539166,19,1,0,False,,
4031,1,active,0,0,0,4031,1,1656538788,19,1,0,False,,
4032,1,active,0,0,0,4032,1,1656534784,19,1,0,False,,
4034,1,active,2,5,0,4034,1,1656539610,19,1,0,False,,
4035,1,active,1,1,1,4035,1,1656539496,18,1,0,False,,
4036,1,active,0,33,1,4036,1,1656539549,3,1,0,False,,
4037,1,active,0,34,0,4037,1,1656539556,5,1,0,False,,
4038,1,active,0,20,1,4038,1,1656537628,16,1,0,False,,
4040,1,active,5,0,0,4040,1,1656539415,45,1,0,False,,
4041,1,active,1,2,0,4041,1,1656536945,15,1,0,False,,
4044,1,active,10,21,0,4044,1,1656539593,12,1,5,False,,
4045,1,active,3,13,3,4045,1,1656539615,23,1,0,False,,
4047,1,active,4,16,0,4047,1,1656539525,6,1,0,False,,
4048,1,active,0,1,0,4048,1,1656537733,19,1,0,False,,
4050,1,active,0,0,0,4050,1,1656539414,21,1,0,False,,
4051,1,active,0,15,0,4051,1,1656539408,10,1,0,False,,
4052,1,active,0,0,0,4052,1,1656504862,27,1,0,False,,
4053,1,active,4,6,1,4053,1,1656539354,9,1,0,False,,
4054,1,active,2,1,0,4054,1,1656539487,16,1,0,False,,
4055,1,active,0,0,0,4055,1,1656538851,27,1,0,False,,
4056,1,active,0,0,0,4056,1,1656536154,24,1,0,False,,
4057,1,active,0,1,0,4057,1,1656537615,22,1,0,False,,
4058,1,active,3,17,0,4058,1,1656539617,0,1,30,False,[{'id': '821b19c1-ab13-4482-9580-770288a377a7'}],"{'valet_revision': 32238, 'active': False, 'off_dock_capacity': 100, 'station_id': '821b19c1-ab13-4482-9580-770288a377a7', 'off_dock_count': 1, 'region': 'BKN', 'dock_blocked_count': 30}"
4059,1,active,1,10,0,4059,1,1656539425,20,1,0,False,,
4060,1,active,3,4,1,4060,1,1656539104,16,1,0,False,,
4061,1,active,0,1,0,4061,1,1656539598,23,1,0,False,,
4062,1,active,0,20,1,4062,1,1656538631,3,1,0,False,,
4063,1,active,1,0,0,4063,1,1656535663,23,1,0,False,,
4064,1,active,1,0,0,4064,1,1656529752,22,1,0,False,,
4065,1,active,1,0,0,4065,1,1656538799,34,1,0,False,,
4066,1,active,1,0,0,4066,1,1656521793,22,1,0,False,,
4067,1,active,0,10,0,4067,1,1656539053,13,1,0,False,,
4068,1,active,1,0,0,4068,1,1656539187,28,1,0,False,,
4069,1,active,0,7,0,4069,1,1656537865,17,1,0,False,,
4070,1,active,0,0,0,4070,1,1656539410,24,1,0,False,,
4071,1,active,0,2,1,4071,1,1656539321,18,1,0,False,,
4073,1,active,3,3,0,4073,1,1656539616,29,1,0,False,,
4074,1,active,0,1,0,4074,1,1656538394,22,1,0,False,,
4075,1,active,6,10,5,4075,1,1656539612,19,1,0,False,,
4076,1,active,1,4,1,4076,1,1656536791,24,1,0,False,,
4078,1,active,0,2,0,4078,1,1656539555,29,1,0,False,,
4080,1,active,0,18,0,4080,1,1656539147,3,1,0,False,,
4081,1,active,0,12,0,4081,1,1656528747,9,1,0,False,,
4082,1,active,1,6,0,4082,1,1656524135,23,1,0,False,,
4083,1,active,1,1,0,4083,1,1656531367,18,1,0,False,,
4084,1,active,0,1,0,4084,1,1656538814,20,1,0,False,,
4085,1,active,1,0,0,4085,1,1656538731,23,1,0,False,,
4086,1,active,0,20,1,4086,1,1656539338,1,1,0,False,,
4087,1,active,1,3,3,4087,1,1656538576,18,1,0,False,,
4088,1,active,2,0,0,4088,1,1656538916,15,1,0,False,,
4090,1,active,1,1,0,4090,1,1656539302,18,1,0,False,,
4091,1,active,3,14,0,4091,1,1656537021,4,1,0,False,,
4092,1,active,0,13,0,4092,1,1656539323,6,1,0,False,,
4094,1,active,3,1,1,4094,1,1656539442,17,1,0,False,,
4095,0,out_of_service,0,0,0,4095,0,86400,0,0,0,False,,
4096,1,active,1,0,0,4096,1,1656534032,29,1,0,False,,
4098,1,active,0,1,1,4098,1,1656537126,19,1,0,False,,
4099,1,active,0,17,1,4099,1,1656539294,4,1,0,False,,
