station_id,num_bikes_disabled,legacy_id,is_installed,eightd_has_available_keys,last_reported,is_renting,num_docks_disabled,station_status,is_returning,num_bikes_available,num_ebikes_available,num_docks_available,valet,eightd_active_station_services
339,2,339,1,False,1656542098,1,0,active,1,10,0,29,,
340,0,340,1,False,1656542705,1,0,active,1,18,0,9,,
341,0,341,1,False,1656543125,1,0,active,1,19,1,0,,
342,2,342,1,False,1656542987,1,0,active,1,20,2,7,,
343,2,343,1,False,1656543154,1,0,active,1,12,0,9,,
344,1,344,1,False,1656542776,1,0,active,1,9,0,13,,
346,0,346,1,False,1656542976,1,0,active,1,10,0,17,,
347,7,347,1,False,1656543174,1,0,active,1,12,1,34,,
349,1,349,1,False,1656543026,1,0,active,1,32,0,27,,
350,3,350,1,False,1656543194,1,0,active,1,15,1,29,,
352,1,352,1,False,1656541423,1,0,active,1,0,0,35,,
353,0,353,1,False,1656542986,1,0,active,1,15,0,12,,
354,3,354,1,False,1656542953,1,0,active,1,43,0,17,,
355,2,355,1,False,1656543023,1,0,active,1,33,0,8,,
356,1,356,1,False,1656543196,1,0,active,1,15,0,7,,
358,2,358,1,False,1656543215,1,0,active,1,47,1,1,,
359,1,359,1,False,1656542535,1,0,active,1,0,0,78,,
360,3,360,1,False,1656542893,1,0,active,1,5,0,30,,
361,2,361,1,False,1656543017,1,0,active,1,76,0,1,,
362,1,362,1,False,1656542434,1,0,active,1,0,0,54,,
363,2,363,1,False,1656543119,1,0,active,1,50,1,21,,
364,1,364,1,False,1656543108,1,0,active,1,11,0,15,,
366,2,366,1,False,1656543196,1,0,active,1,10,2,21,,
367,1,367,1,False,1656543174,1,0,active,1,1,1,55,,
368,4,368,1,False,1656543206,1,0,active,1,25,1,18,,
369,2,369,1,False,1656543183,1,0,active,1,34,0,39,,
372,3,372,1,False,1656543202,1,0,active,1,14,0,10,,
373,0,373,1,False,1656543179,1,0,active,1,17,0,2,,
376,4,376,1,False,1656543197,1,0,active,1,25,1,12,,
377,3,377,1,False,1656543174,1,0,active,1,22,0,24,,
379,2,379,1,False,1656543177,1,0,active,1,41,1,10,,
380,5,380,1,False,1656543210,1,0,active,1,35,0,0,,
383,3,383,1,False,1656543165,1,0,active,1,30,1,5,,
385,1,385,1,False,1656543200,1,0,active,1,7,1,21,,
386,1,386,1,False,1656543107,1,0,active,1,29,0,50,,
387,4,387,1,False,1656543179,1,0,active,1,33,1,2,,
388,4,388,1,False,1656543028,1,0,active,1,5,0,25,,
389,1,389,1,False,1656543183,1,0,active,1,26,8,0,,
390,3,390,1,False,1656542986,1,0,active,1,41,1,4,,
391,2,391,1,False,1656543000,1,0,active,1,22,0,18,,
392,1,392,1,False,1656543190,1,0,active,1,22,0,11,,
393,0,393,1,False,1656543021,1,0,active,1,6,1,31,,
394,2,394,1,False,1656542669,1,1,active,1,5,0,26,,
396,1,396,1,False,1656543012,1,0,active,1,17,1,6,,
397,6,397,1,False,1656542689,1,0,active,1,2,0,67,,
398,3,398,1,False,1656542877,1,0,active,1,33,1,0,,
399,3,399,1,False,1656542894,1,0,active,1,3,0,33,,
400,0,400,1,False,1656543213,1,0,active,1,11,1,4,,
401,4,401,1,False,1656543195,1,0,active,1,28,1,10,,
403,2,403,1,False,1656542942,1,0,active,1,55,1,0,,
405,4,405,1,False,1656542935,1,0,active,1,24,1,23,,
406,0,406,1,False,1656542639,1,0,active,1,14,1,6,,
408,2,408,1,False,1656543074,1,0,active,1,37,0,6,,
410,4,410,1,False,1656543058,1,0,active,1,37,0,38,,
411,1,411,1,False,1656542984,1,0,active,1,29,7,0,,
412,3,412,1,False,1656543069,1,0,active,1,19,0,6,,
415,1,415,1,False,1656543117,1,0,active,1,9,0,36,,
416,1,416,1,False,1656543039,1,0,active,1,14,2,16,,
417,0,417,1,False,1656542862,1,0,active,1,23,0,2,,
418,0,418,1,False,1656528957,0,0,active,0,36,3,1,,
419,0,419,0,False,86400,0,0,out_of_service,0,0,0,0,,
420,1,420,1,False,1656542688,1,0,active,1,12,1,38,,
421,0,421,1,False,1656543183,1,0,active,1,18,0,1,,
422,2,422,1,False,1656543188,1,0,active,1,9,1,102,,
423,0,423,1,False,1656543111,1,0,active,1,3,2,40,,
426,6,426,1,False,1656543197,1,0,active,1,63,0,12,,
427,5,427,1,False,1656543131,1,0,active,1,22,1,20,,
428,3,428,1,False,1656543205,1,0,active,1,9,0,29,,
432,2,432,1,False,1656543209,1,0,active,1,27,1,2,,
434,8,434,1,False,1656543140,1,0,active,1,37,1,15,,
435,5,435,1,False,1656543196,1,0,active,1,17,1,27,,
436,1,436,1,False,1656542960,1,0,active,1,18,2,8,,
437,1,437,1,False,1656543010,1,0,active,1,17,1,6,,
438,2,438,1,False,1656543140,1,1,active,1,14,0,29,,
439,4,439,1,False,1656543195,1,0,active,1,38,0,1,,
440,2,440,1,False,1656542776,1,0,active,1,0,0,30,,
442,1,442,1,False,1656543205,1,0,active,1,5,0,45,,
443,3,443,1,False,1656543204,1,0,active,1,13,3,7,,
445,4,445,1,False,1656543209,1,0,active,1,24,0,79,,
446,0,446,0,False,86400,0,0,out_of_service,0,0,0,0,,
447,2,447,1,False,1656543119,1,0,active,1,0,0,28,,
448,2,448,1,False,1656543082,1,0,active,1,2,1,23,,
450,1,450,1,False,1656543214,1,0,active,1,1,1,65,,
453,4,453,1,False,1656543210,1,0,active,1,20,0,42,,
454,5,454,1,False,1656543076,1,0,active,1,2,0,28,,
455,4,455,1,False,1656542561,1,0,active,1,0,0,55,,
456,3,456,1,False,1656542873,1,0,active,1,0,0,48,,
457,5,457,1,False,1656543175,1,0,active,1,6,1,67,,
458,3,458,1,False,1656543143,1,0,active,1,8,0,19,,
460,6,460,1,False,1656543203,1,0,active,1,18,2,0,,
461,2,461,1,False,1656543144,1,0,active,1,18,0,36,,
462,8,462,1,False,1656543204,1,0,active,1,64,2,1,,
464,3,464,1,False,1656542945,1,0,active,1,1,0,75,,
465,4,465,1,False,1656543193,1,0,active,1,0,0,35,,
466,1,466,1,False,1656543093,1,0,active,1,2,0,31,,
468,4,468,1,False,1656542747,1,0,active,1,0,0,75,,
469,3,469,1,False,1656543214,1,0,active,1,1,0,81,,
470,0,470,1,False,1656543200,1,0,active,1,16,0,68,,
471,3,471,1,False,1656542971,1,0,active,1,27,0,0,,
472,3,472,1,False,1656543201,1,0,active,1,1,0,51,,
473,5,473,1,False,1656543216,1,0,active,1,57,0,1,,
474,7,474,1,False,1656543164,1,0,active,1,15,0,19,,
476,2,476,1,False,1656543061,1,0,active,1,0,0,60,,
477,2,477,1,False,1656542690,0,0,active,0,68,38,1,,
478,5,478,1,False,1656543213,1,0,active,1,20,0,10,,
479,3,479,1,False,1656543212,1,0,active,1,25,1,3,,
480,3,480,1,False,1656543106,1,0,active,1,15,1,11,,
481,4,481,1,False,1656543199,1,0,active,1,21,4,0,,
482,2,482,1,False,1656543148,1,0,active,1,26,0,50,,
483,0,483,1,False,1656543180,1,0,active,1,9,0,27,,
484,5,484,1,False,1656542727,1,1,active,1,0,0,40,,
485,2,485,1,False,1656543014,1,0,active,1,0,0,38,,
486,0,486,1,False,86400,1,0,active,1,0,0,0,,
488,1,488,1,False,1656543024,1,0,active,1,23,0,20,,
489,3,489,1,False,1656543189,1,0,active,1,18,1,27,,
490,3,490,1,False,1656543116,1,0,active,1,2,1,61,"{'off_dock_count': 41, 'off_dock_capacity': 120, 'dock_blocked_count': 0, 'region': 'BKN', 'valet_revision': 12160, 'station_id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c', 'active': True}",[{'id': '66dc686c-0aca-11e7-82f6-3863bb44ef7c'}]
494,2,494,1,False,1656543150,1,0,active,1,20,0,42,,
495,3,495,1,False,1656543159,1,0,active,1,10,1,26,,
496,5,496,1,False,1656543196,1,0,active,1,20,2,40,,
497,0,497,0,False,86400,0,0,out_of_service,0,0,0,0,,
500,5,500,1,False,1656542866,1,0,active,1,0,0,72,,
501,7,501,1,False,1656543168,1,0,active,1,42,0,34,,
502,2,502,1,False,1656543208,1,0,active,1,23,1,11,,
503,6,503,1,False,1656543215,1,0,active,1,10,0,13,,
504,1,504,1,False,1656543211,1,0,active,1,9,0,44,,
505,4,505,1,False,1656543187,1,0,active,1,41,0,6,,
507,6,507,1,False,1656543204,1,0,active,1,1,0,72,,
508,0,508,1,False,1656543176,1,0,active,1,4,0,21,,
509,7,509,1,False,1656543159,1,0,active,1,38,1,16,,
510,2,510,1,False,1656542677,1,0,active,1,0,0,52,,
511,1,511,1,False,1656543016,1,0,active,1,9,1,21,,
512,1,512,1,False,1656543184,1,0,active,1,6,0,22,,
513,3,513,1,False,1656543138,1,1,active,1,9,0,15,,
514,5,514,1,False,1656543151,1,0,active,1,39,0,6,,
515,5,515,1,False,1656543199,1,0,active,1,14,1,59,,
516,3,516,1,False,1656543165,1,0,active,1,6,0,39,,
522,2,522,1,False,1656542780,1,5,active,1,0,0,68,,
525,0,525,1,False,1656543021,1,0,active,1,20,0,35,,
526,1,526,1,False,1656543205,1,0,active,1,4,0,35,,
528,10,528,1,False,1656543187,1,0,active,1,5,1,23,,
529,4,529,1,False,1656543200,1,0,active,1,35,1,2,,
530,2,530,1,False,1656543119,1,0,active,1,5,0,17,,
531,1,531,1,False,1656542945,1,0,active,1,65,0,0,,
532,8,532,1,False,1656543166,1,0,active,1,35,1,0,,
536,1,536,1,False,1656543179,1,1,active,1,0,0,27,,
537,8,537,1,False,1656543148,1,0,active,1,1,0,44,,
539,3,539,1,False,1656543138,1,0,active,1,28,1,0,,
540,5,540,1,False,1656543124,1,0,active,1,8,1,40,,
545,1,545,1,False,1656543172,1,0,active,1,12,1,12,,
546,2,546,1,False,1656543024,1,0,active,1,3,0,39,,
2000,1,2000,1,False,1656543195,1,0,active,1,54,0,2,,
2002,6,2002,1,False,1656543172,1,0,active,1,49,4,1,,
2003,2,2003,1,False,1656543139,1,0,active,1,33,0,19,,
2006,6,2006,1,False,1656543035,1,0,active,1,1,0,66,,
2008,2,2008,1,False,1656543207,1,0,active,1,31,1,1,,
2009,2,2009,1,False,1656542052,1,0,active,1,33,0,0,,
2010,4,2010,1,False,1656543086,1,0,active,1,9,0,29,,
2012,3,2012,1,False,1656543150,1,0,active,1,0,0,38,,
2021,2,2021,1,False,1656543209,1,0,active,1,34,0,29,,
2022,0,2022,1,False,1656543093,1,0,active,1,4,0,29,,
3016,3,3016,1,False,1656543216,1,0,active,1,50,1,1,,
3041,2,3041,1,False,1656543173,1,0,active,1,19,0,3,,
3042,2,3042,1,False,1656543168,1,0,active,1,15,3,2,,
3043,2,3043,1,False,1656540807,1,0,active,1,13,1,4,,
3044,0,3044,1,False,1656543112,1,0,active,1,20,0,7,,
3046,2,3046,1,False,1656541543,1,0,active,1,8,0,7,,
3047,6,3047,1,False,1656543184,1,0,active,1,6,0,9,,
3048,2,3048,1,False,1656543061,1,0,active,1,2,0,15,,
3049,1,3049,1,False,1656543181,1,0,active,1,1,0,16,,
3050,2,3050,1,False,1656542501,1,0,active,1,0,0,19,,
3052,4,3052,1,False,1656543164,1,0,active,1,3,0,16,,
3053,2,3053,1,False,1656542860,1,0,active,1,15,0,6,,
3054,2,3054,1,False,1656543215,1,0,active,1,1,1,16,,
3055,0,3055,1,False,1656542827,1,0,active,1,19,0,3,,
3056,0,3056,1,False,1656541757,1,0,active,1,18,1,5,,
3057,0,3057,1,False,1656542885,1,0,active,1,3,1,15,,
3058,0,3058,1,False,1656543100,1,0,active,1,3,0,20,,
3059,0,3059,1,False,1656542784,1,0,active,1,3,0,16,,
3060,0,3060,1,False,1656543184,1,0,active,1,14,0,4,,
3061,0,3061,1,False,1656542524,1,0,active,1,9,0,12,,
3062,1,3062,1,False,1656542811,1,0,active,1,20,0,2,,
3063,3,3063,1,False,1656542936,1,0,active,1,15,1,2,,
3064,3,3064,1,False,1656542804,1,0,active,1,7,0,13,,
3065,0,3065,1,False,1656542451,1,0,active,1,31,0,0,,
3066,0,3066,1,False,1656543113,1,0,active,1,17,0,2,,
3067,1,3067,1,False,1656543208,1,0,active,1,25,0,1,,
3068,0,3068,1,False,1656542233,1,0,active,1,41,0,1,,
3069,2,3069,1,False,1656543192,1,1,active,1,22,0,4,,
3070,0,3070,1,False,1656543080,1,0,active,1,15,1,8,,
3071,0,3071,1,False,1656541573,1,0,active,1,16,0,3,,
3072,1,3072,1,False,1656543198,1,0,active,1,23,1,0,,
3074,1,3074,1,False,1656543161,1,0,active,1,39,1,2,,
3075,0,3075,1,False,1656543064,1,0,active,1,30,0,3,,
3076,0,3076,1,False,1656543122,1,0,active,1,15,2,20,,
3077,1,3077,1,False,1656543175,1,0,active,1,27,1,4,,
3078,4,3078,1,False,1656543204,1,0,active,1,20,3,3,,
3080,2,3080,1,False,1656543171,1,0,active,1,9,0,10,,
3081,1,3081,1,False,1656543159,1,0,active,1,26,0,2,,
3082,1,3082,1,False,1656543088,1,0,active,1,21,0,2,,
3083,2,3083,1,False,1656543208,1,0,active,1,22,0,7,,
3085,3,3085,1,False,1656542990,1,0,active,1,21,0,0,,
3086,5,3086,1,False,1656543216,1,0,active,1,17,3,8,,
3087,1,3087,1,False,1656543108,1,0,active,1,29,1,0,,
3088,1,3088,1,False,1656543180,1,0,active,1,17,0,1,,
3092,1,3092,1,False,1656543210,1,0,active,1,26,2,0,,
3093,0,3093,1,False,1656543197,1,0,active,1,24,2,4,,
3094,1,3094,1,False,1656542665,1,0,active,1,17,0,0,,
3095,1,3095,1,False,1656541876,1,0,active,1,25,0,0,,
3096,2,3096,1,False,1656543054,1,0,active,1,37,1,0,,
3100,2,3100,1,False,1656542880,1,0,active,1,48,0,1,,
3101,1,3101,1,False,1656543077,1,0,active,1,26,1,0,,
3102,2,3102,1,False,1656542123,1,0,active,1,25,3,0,,
3105,0,3105,1,False,1656543023,1,0,active,1,54,2,0,,
3106,46,3106,1,False,1656542981,1,0,active,1,6,3,0,,
3107,2,3107,1,False,1656543199,1,0,active,1,37,0,0,,
3108,4,3108,1,False,1656543177,1,0,active,1,44,0,3,,
3109,1,3109,1,False,1656542869,1,0,active,1,30,0,0,,
3110,1,3110,1,False,1656542503,1,0,active,1,27,1,0,,
3112,3,3112,1,False,1656543144,1,0,active,1,20,1,8,,
3113,2,3113,1,False,1656543064,1,0,active,1,23,0,2,,
3115,0,3115,1,False,1656543147,1,0,active,1,46,2,3,,
3116,1,3116,1,False,1656543156,1,0,active,1,33,0,1,,
3117,3,3117,1,False,1656543156,1,0,active,1,11,0,12,,
3118,0,3118,1,False,1656543125,1,1,active,1,38,0,3,,
3119,5,3119,1,False,1656543158,1,0,active,1,21,1,19,,
3121,2,3121,1,False,1656543172,1,1,active,1,13,1,10,,
3122,2,3122,1,False,1656487605,0,0,active,0,76,1,1,,
3123,2,3123,1,False,1656540217,1,0,active,1,14,0,31,,
3124,1,3124,1,False,1656543181,1,0,active,1,42,3,0,,
3125,0,3125,1,False,1656543132,1,0,active,1,22,0,1,,
3126,5,3126,1,False,1656542966,1,0,active,1,11,0,18,,
3127,1,3127,1,False,1656542965,1,0,active,1,26,0,7,,
3128,0,3128,1,False,1656543081,1,0,active,1,22,1,5,,
3129,3,3129,1,False,1656543165,1,0,active,1,6,0,30,,
3130,0,3130,1,False,1656543189,1,0,active,1,8,0,27,,
3131,2,3131,1,False,1656543179,1,0,active,1,1,1,33,,
3132,2,3132,1,False,1656543211,1,0,active,1,1,0,32,,
3134,5,3134,1,False,1656542510,1,0,active,1,0,0,46,,
3135,0,3135,1,False,1656543076,1,0,active,1,8,1,32,,
3136,2,3136,1,False,1656543186,1,0,active,1,2,0,46,,
3137,8,3137,1,False,1656543202,1,0,active,1,9,0,11,,
3139,0,3139,0,False,86400,0,0,out_of_service,0,0,0,0,,
3140,8,3140,1,False,1656543091,1,0,active,1,30,0,19,,
3141,7,3141,1,False,1656543116,1,0,active,1,1,0,52,,
3142,8,3142,1,False,1656543189,1,1,active,1,15,0,21,,
3143,1,3143,1,False,1656542726,1,0,active,1,5,0,41,,
3144,3,3144,1,False,1656542890,1,0,active,1,6,1,37,,
3145,2,3145,1,False,1656543042,1,0,active,1,4,0,38,,
3146,3,3146,1,False,1656543078,1,0,active,1,10,0,33,,
3147,4,3147,1,False,1656543206,1,0,active,1,23,0,11,,
3148,4,3148,1,False,1656543135,1,0,active,1,16,0,10,,
3150,0,3150,1,False,1656543212,1,0,active,1,11,0,36,,
3151,3,3151,1,False,1656543211,1,0,active,1,10,1,34,,
3152,2,3152,1,False,1656542804,1,0,active,1,4,0,35,,
3154,0,3154,1,False,1656542861,1,0,active,1,11,1,35,,
3156,4,3156,1,False,1656542843,1,0,active,1,0,0,33,,
3157,2,3157,1,False,1656542907,1,0,active,1,19,1,6,,
3158,3,3158,1,False,1656543211,1,0,active,1,2,1,25,,
3159,3,3159,1,False,1656543202,1,0,active,1,12,1,15,,
3160,4,3160,1,False,1656542999,1,0,active,1,8,0,26,,
3161,1,3161,1,False,1656543198,1,0,active,1,5,1,53,,
3163,3,3163,1,False,1656543213,1,0,active,1,18,0,21,,
3164,3,3164,1,False,1656543213,1,0,active,1,12,0,49,,
3165,7,3165,1,False,1656543205,1,0,active,1,10,4,32,,
3166,0,3166,1,False,1656543109,1,0,active,1,6,2,35,,
3167,1,3167,1,False,1656543197,1,0,active,1,11,0,43,,
3169,3,3169,1,False,1656542520,1,0,active,1,4,0,67,,
3170,3,3170,1,False,1656542919,1,0,active,1,8,0,24,,
3171,2,3171,1,False,1656543138,1,0,active,1,13,4,23,,
3172,0,3172,1,False,1656543018,1,0,active,1,8,2,19,,
3173,5,3173,1,False,1656543198,1,1,active,1,27,0,45,,
3175,6,3175,1,False,1656543197,1,0,active,1,2,2,35,,
3177,0,3177,1,False,1656542632,1,0,active,1,10,1,53,,
3178,2,3178,1,False,1656543174,1,0,active,1,10,1,67,,
3179,3,3179,1,False,1656541134,1,0,active,1,13,0,7,,
3184,2,3184,1,False,1656542913,1,0,active,1,1,1,11,,
3185,1,3185,1,False,1656543191,1,0,active,1,20,3,1,,
3186,1,3186,1,False,1656543026,1,20,active,1,33,0,0,"{'off_dock_count': 0, 'off_dock_capacity': 100, 'dock_blocked_count': 20, 'region': 'NYC', 'valet_revision': 25481, 'station_id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c', 'active': True}",[{'id': '66dd59d5-0aca-11e7-82f6-3863bb44ef7c'}]
3187,1,3187,1,False,1656543188,1,0,active,1,13,0,8,,
3191,0,3191,1,False,1656542968,1,0,active,1,18,3,0,,
3192,2,3192,1,False,1656543185,1,0,active,1,2,0,18,,
3193,1,3193,1,False,1656542950,1,0,active,1,15,2,2,,
3194,2,3194,1,False,1656542812,1,0,active,1,16,10,4,,
3195,0,3195,1,False,1656533043,0,3,active,0,0,0,31,,
3196,1,3196,1,False,1656543191,1,0,active,1,7,6,10,,
3198,2,3198,1,False,1656540167,1,0,active,1,6,5,10,,
3199,1,3199,1,False,1656542613,1,0,active,1,9,1,4,,
3201,0,3201,1,False,1656542606,1,0,active,1,10,4,8,,
3202,2,3202,1,False,1656543159,1,0,active,1,2,1,14,,
3203,2,3203,1,False,1656542896,1,0,active,1,24,1,0,,
3205,1,3205,1,False,1656543005,1,0,active,1,19,6,2,,
3206,1,3206,1,False,1656542544,1,0,active,1,18,6,7,,
3207,1,3207,1,False,1656542878,1,0,active,1,15,4,10,,
3209,2,3209,1,False,1656543210,1,1,active,1,15,2,4,,
3210,2,3210,1,False,1656543159,1,0,active,1,11,2,5,,
3211,0,3211,1,False,1656542940,1,0,active,1,21,1,1,,
3212,1,3212,1,False,1656542374,1,0,active,1,8,2,13,,
3213,0,3213,1,False,1656543208,1,0,active,1,11,1,11,,
3214,2,3214,1,False,1656542465,1,0,active,1,8,0,12,,
3220,1,3220,1,False,1656539766,1,0,active,1,17,13,0,,
3221,0,3221,1,False,1656542238,1,0,active,1,5,0,22,,
3225,1,3225,1,False,1656542911,1,0,active,1,2,2,11,,
3226,0,3226,1,False,1656543135,1,0,active,1,5,0,40,,
3231,3,3231,1,False,1656542993,1,0,active,1,5,0,30,,
3232,1,3232,1,False,1656543212,1,0,active,1,45,1,0,,
3233,1,3233,1,False,1656542115,1,0,active,1,0,0,20,,
3235,4,3235,1,False,1656543139,1,0,active,1,2,0,28,,
3236,3,3236,1,False,1656543074,1,0,active,1,24,1,6,,
3238,4,3238,1,False,1656543160,1,0,active,1,1,0,30,,
3241,1,3241,1,False,1656543043,1,0,active,1,1,0,17,,
3242,1,3242,1,False,1656542794,1,0,active,1,57,0,1,,
3243,0,3243,1,False,1656543166,1,0,active,1,3,1,26,,
3244,2,3244,1,False,1656543164,1,0,active,1,33,1,43,,
3246,0,3246,1,False,1656542862,1,0,active,1,30,0,18,,
3249,0,3249,1,False,1656543092,1,0,active,1,16,1,3,,
3254,3,3254,1,False,1656539486,1,0,active,1,25,0,1,,
3255,1,3255,1,False,1656542857,1,0,active,1,16,1,0,,
3256,6,3256,1,False,1656543214,1,0,active,1,14,0,3,,
3260,5,3260,1,False,1656542907,1,0,active,1,39,2,1,,
3263,3,3263,1,False,1656542876,1,0,active,1,37,0,19,,
3267,3,3267,1,False,1656542994,1,11,active,1,0,0,0,,
3268,2,3268,1,False,1656543210,1,0,active,1,5,5,7,,
3269,1,3269,1,False,1656543206,1,0,active,1,10,2,3,,
3270,0,3270,1,False,1656538943,0,0,active,0,14,3,0,,
